Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXV_M_R
2165,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2166,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2167,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2168,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2169,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2170,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2171,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2172,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2173,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2174,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2175,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2176,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
2177,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2178,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
2179,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2180,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2181,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2182,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2183,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2184,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2185,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
2186,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2187,Grassland,Cropland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
2188,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2189,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2190,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2191,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2192,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2193,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2194,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2195,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2196,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2197,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2198,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2199,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2200,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2201,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2202,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2203,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2204,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2205,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2206,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2207,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2208,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2209,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2210,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2211,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2212,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
2213,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2214,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2215,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2216,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2217,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2218,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2219,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2220,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2221,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2222,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2223,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2224,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2225,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2226,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2227,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2228,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2229,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2230,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2231,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2232,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
2233,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2234,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
2235,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2236,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
2237,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2238,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2239,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2240,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2241,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2242,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2243,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2244,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2245,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2246,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2247,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2248,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2249,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2250,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
2251,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2252,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2253,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2254,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2255,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2256,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2257,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2258,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2259,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2260,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2261,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2262,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2263,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
2264,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2265,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2266,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2267,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
2268,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2269,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2270,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2271,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2272,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2273,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2274,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2275,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2276,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2277,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2278,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2279,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2280,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2281,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2282,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2283,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2284,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2285,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2286,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2287,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2288,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2289,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2290,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2291,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2292,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2293,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2294,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2295,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2296,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2297,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2298,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2299,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2300,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2301,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2302,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2303,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2304,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2305,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
2306,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2307,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2308,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2309,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
2310,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2311,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2312,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2313,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2314,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2315,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
2316,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2317,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2318,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2319,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2320,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2321,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2322,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2323,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2324,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2325,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2326,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2327,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2328,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2329,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2330,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2331,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
2332,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2333,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2334,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2335,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2336,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2337,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2338,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2339,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2340,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2341,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2342,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2343,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2344,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
2345,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2346,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2347,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2348,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2349,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2350,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
2351,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2352,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2353,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2354,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2355,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2356,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2357,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2358,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2359,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2360,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
2361,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
2362,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2363,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2364,Grassland,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
2365,Grassland,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
2366,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2367,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2368,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2369,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2370,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2371,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2372,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2373,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2374,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2375,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2376,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2377,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2378,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2379,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2380,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2381,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2382,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2383,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2384,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2385,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2386,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2387,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2388,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2389,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2390,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
2391,Grassland,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
2392,Grassland,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
2393,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
2394,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2395,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2396,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2397,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2398,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2399,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2400,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2401,Grassland,Cropland,Water,NULL,Water,Grassland,Shrubland,Grassland
2402,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2403,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
2404,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
2405,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
2406,Grassland,Cropland,Water,NULL,Water,Wetland,Water,Wetland
2407,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Wetland
2408,Grassland,Cropland,Water,NULL,Water,Water,Wetland,Wetland
2409,Grassland,Cropland,Water,Non_Water,Water,Water,Grassland,Grassland
2410,Grassland,Cropland,Water,Water,Water,Water,Wetland,Wetland
2411,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2412,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2413,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2414,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2415,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2416,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2417,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2418,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2419,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2420,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2421,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2422,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2423,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
2424,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2425,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2426,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2427,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2428,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2429,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2430,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2431,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2432,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2433,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2434,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2435,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2436,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2437,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2438,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2439,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2440,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2441,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2442,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
2443,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2444,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2445,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
2446,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2447,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2448,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2449,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2450,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
2451,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2452,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
2453,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
2454,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
2455,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
