Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KED_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KED_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KED_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KED_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KED_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KED_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KED_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KED_M_R
13489,Water,Water,Water,NULL,Water,Grassland,Water,Cropland
13490,Water,Water,Water,NULL,Water,Grassland,Water,Wetland
13491,Water,Water,Water,NULL,Water,Grassland,Water,Water
13492,Water,Water,Water,NULL,Water,Grassland,Water,Forest
13493,Water,Water,Water,NULL,Water,Grassland,Forest,Grassland
13494,Water,Water,Water,NULL,Water,Grassland,Forest,Water
13495,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
13496,Water,Water,Water,NULL,Water,Wetland,NULL,Wetland
13497,Water,Water,Water,NULL,Water,Wetland,NULL,Water
13498,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
13499,Water,Water,Water,NULL,Water,Wetland,Shrubland,Water
13500,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
13501,Water,Water,Water,NULL,Water,Wetland,Grassland,Wetland
13502,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
13503,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
13504,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
13505,Water,Water,Water,NULL,Water,Wetland,Wetland,Bareland
13506,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
13507,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
13508,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
13509,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
13510,Water,Water,Water,NULL,Water,Wetland,Water,Water
13511,Water,Water,Water,NULL,Water,Wetland,Water,Forest
13512,Water,Water,Water,NULL,Water,Wetland,Forest,Water
13513,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
13514,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
13515,Water,Water,Water,NULL,Water,Bareland,NULL,Wetland
13516,Water,Water,Water,NULL,Water,Bareland,NULL,Water
13517,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
13518,Water,Water,Water,NULL,Water,Bareland,Wetland,Cropland
13519,Water,Water,Water,NULL,Water,Bareland,Wetland,Wetland
13520,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
13521,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
13522,Water,Water,Water,NULL,Water,Bareland,Bareland,Built-up
13523,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
13524,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
13525,Water,Water,Water,NULL,Water,Bareland,Water,Wetland
13526,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
13527,Water,Water,Water,NULL,Water,Bareland,Water,Water
13528,Water,Water,Water,NULL,Water,Bareland,Water,Forest
13529,Water,Water,Water,NULL,Water,Bareland,Forest,Water
13530,Water,Water,Water,NULL,Water,Built-up,Built-up,Water
13531,Water,Water,Water,NULL,Water,Built-up,Water,Water
13532,Water,Water,Water,NULL,Water,Water,NULL,Grassland
13533,Water,Water,Water,NULL,Water,Water,NULL,Cropland
13534,Water,Water,Water,NULL,Water,Water,NULL,Wetland
13535,Water,Water,Water,NULL,Water,Water,NULL,Water
13536,Water,Water,Water,NULL,Water,Water,NULL,Forest
13537,Water,Water,Water,NULL,Water,Water,Grassland,Water
13538,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
13539,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
13540,Water,Water,Water,NULL,Water,Water,Wetland,Water
13541,Water,Water,Water,NULL,Water,Water,Wetland,Forest
13542,Water,Water,Water,NULL,Water,Water,Bareland,Water
13543,Water,Water,Water,NULL,Water,Water,Water,Grassland
13544,Water,Water,Water,NULL,Water,Water,Water,Cropland
13545,Water,Water,Water,NULL,Water,Water,Water,Wetland
13546,Water,Water,Water,NULL,Water,Water,Water,Bareland
13547,Water,Water,Water,NULL,Water,Water,Water,Built-up
13548,Water,Water,Water,NULL,Water,Water,Water,Water
13549,Water,Water,Water,NULL,Water,Water,Water,Forest
13550,Water,Water,Water,NULL,Water,Water,Forest,Grassland
13551,Water,Water,Water,NULL,Water,Water,Forest,Water
13552,Water,Water,Water,NULL,Water,Water,Forest,Forest
13553,Water,Water,Water,NULL,Water,Forest,NULL,Grassland
13554,Water,Water,Water,NULL,Water,Forest,NULL,Water
13555,Water,Water,Water,NULL,Water,Forest,NULL,Forest
13556,Water,Water,Water,NULL,Water,Forest,Wetland,Water
13557,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
13558,Water,Water,Water,NULL,Water,Forest,Water,Grassland
13559,Water,Water,Water,NULL,Water,Forest,Water,Cropland
13560,Water,Water,Water,NULL,Water,Forest,Water,Water
13561,Water,Water,Water,NULL,Water,Forest,Water,Forest
13562,Water,Water,Water,NULL,Water,Forest,Forest,Water
13563,Water,Water,Water,NULL,Water,Forest,Forest,Forest
13564,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
13565,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
13566,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
13567,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
13568,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
13569,Water,Water,Water,Non_Water,Water,NULL,Grassland,Grassland
13570,Water,Water,Water,Non_Water,Water,NULL,Grassland,Water
13571,Water,Water,Water,Non_Water,Water,NULL,Grassland,Forest
13572,Water,Water,Water,Non_Water,Water,NULL,Wetland,Grassland
13573,Water,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
13574,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
13575,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
13576,Water,Water,Water,Non_Water,Water,NULL,Bareland,Grassland
13577,Water,Water,Water,Non_Water,Water,NULL,Bareland,Water
13578,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
13579,Water,Water,Water,Non_Water,Water,NULL,Water,Cropland
13580,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
13581,Water,Water,Water,Non_Water,Water,NULL,Water,Bareland
13582,Water,Water,Water,Non_Water,Water,NULL,Water,Built-up
13583,Water,Water,Water,Non_Water,Water,NULL,Water,Water
13584,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
13585,Water,Water,Water,Non_Water,Water,NULL,Forest,Grassland
13586,Water,Water,Water,Non_Water,Water,NULL,Forest,Cropland
13587,Water,Water,Water,Non_Water,Water,NULL,Forest,Water
13588,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
13589,Water,Water,Water,Non_Water,Water,Shrubland,NULL,Grassland
13590,Water,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
13591,Water,Water,Water,Non_Water,Water,Shrubland,Water,Water
13592,Water,Water,Water,Non_Water,Water,Grassland,NULL,Grassland
13593,Water,Water,Water,Non_Water,Water,Grassland,NULL,Water
13594,Water,Water,Water,Non_Water,Water,Grassland,NULL,Forest
13595,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
13596,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Water
13597,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
13598,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
13599,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
13600,Water,Water,Water,Non_Water,Water,Grassland,Water,Cropland
13601,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
13602,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
13603,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
13604,Water,Water,Water,Non_Water,Water,Cropland,NULL,Grassland
13605,Water,Water,Water,Non_Water,Water,Cropland,NULL,Water
13606,Water,Water,Water,Non_Water,Water,Cropland,Water,Grassland
13607,Water,Water,Water,Non_Water,Water,Cropland,Water,Water
13608,Water,Water,Water,Non_Water,Water,Wetland,NULL,Grassland
13609,Water,Water,Water,Non_Water,Water,Wetland,NULL,Wetland
13610,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
13611,Water,Water,Water,Non_Water,Water,Wetland,NULL,Forest
13612,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
13613,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Water
13614,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
13615,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
13616,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
13617,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
13618,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
13619,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
13620,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
13621,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
13622,Water,Water,Water,Non_Water,Water,Wetland,Forest,Grassland
13623,Water,Water,Water,Non_Water,Water,Wetland,Forest,Water
13624,Water,Water,Water,Non_Water,Water,Wetland,Forest,Forest
13625,Water,Water,Water,Non_Water,Water,Bareland,NULL,Grassland
13626,Water,Water,Water,Non_Water,Water,Bareland,NULL,Wetland
13627,Water,Water,Water,Non_Water,Water,Bareland,NULL,Water
13628,Water,Water,Water,Non_Water,Water,Bareland,NULL,Forest
13629,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Grassland
13630,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Water
13631,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Grassland
13632,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
13633,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
13634,Water,Water,Water,Non_Water,Water,Bareland,Water,Wetland
13635,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
13636,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
13637,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
13638,Water,Water,Water,Non_Water,Water,Bareland,Forest,Water
13639,Water,Water,Water,Non_Water,Water,Built-up,NULL,Water
13640,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
13641,Water,Water,Water,Non_Water,Water,Water,NULL,Cropland
13642,Water,Water,Water,Non_Water,Water,Water,NULL,Wetland
13643,Water,Water,Water,Non_Water,Water,Water,NULL,Water
13644,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
13645,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
13646,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
13647,Water,Water,Water,Non_Water,Water,Water,Wetland,Cropland
13648,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
13649,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
13650,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
13651,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
13652,Water,Water,Water,Non_Water,Water,Water,Water,NULL
13653,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
13654,Water,Water,Water,Non_Water,Water,Water,Water,Cropland
13655,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
13656,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
13657,Water,Water,Water,Non_Water,Water,Water,Water,Water
13658,Water,Water,Water,Non_Water,Water,Water,Water,Forest
13659,Water,Water,Water,Non_Water,Water,Water,Forest,Grassland
13660,Water,Water,Water,Non_Water,Water,Water,Forest,Wetland
13661,Water,Water,Water,Non_Water,Water,Water,Forest,Water
13662,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
13663,Water,Water,Water,Non_Water,Water,Forest,NULL,Grassland
13664,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
13665,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
13666,Water,Water,Water,Non_Water,Water,Forest,Wetland,Grassland
13667,Water,Water,Water,Non_Water,Water,Forest,Wetland,Cropland
13668,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
13669,Water,Water,Water,Non_Water,Water,Forest,Water,Grassland
13670,Water,Water,Water,Non_Water,Water,Forest,Water,Cropland
13671,Water,Water,Water,Non_Water,Water,Forest,Water,Wetland
13672,Water,Water,Water,Non_Water,Water,Forest,Water,Water
13673,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
13674,Water,Water,Water,Non_Water,Water,Forest,Forest,Grassland
13675,Water,Water,Water,Non_Water,Water,Forest,Forest,Wetland
13676,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
13677,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
13678,Water,Water,Water,Water,Water,NULL,NULL,Grassland
13679,Water,Water,Water,Water,Water,NULL,NULL,Cropland
13680,Water,Water,Water,Water,Water,NULL,NULL,Water
13681,Water,Water,Water,Water,Water,NULL,NULL,Forest
13682,Water,Water,Water,Water,Water,NULL,Grassland,Water
13683,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
13684,Water,Water,Water,Water,Water,NULL,Wetland,Water
13685,Water,Water,Water,Water,Water,NULL,Bareland,Grassland
13686,Water,Water,Water,Water,Water,NULL,Water,NULL
13687,Water,Water,Water,Water,Water,NULL,Water,Grassland
13688,Water,Water,Water,Water,Water,NULL,Water,Cropland
13689,Water,Water,Water,Water,Water,NULL,Water,Wetland
13690,Water,Water,Water,Water,Water,NULL,Water,Bareland
13691,Water,Water,Water,Water,Water,NULL,Water,Built-up
13692,Water,Water,Water,Water,Water,NULL,Water,Water
13693,Water,Water,Water,Water,Water,NULL,Water,Forest
13694,Water,Water,Water,Water,Water,NULL,Forest,Water
13695,Water,Water,Water,Water,Water,NULL,Forest,Forest
13696,Water,Water,Water,Water,Water,Shrubland,Water,Water
13697,Water,Water,Water,Water,Water,Grassland,NULL,Grassland
13698,Water,Water,Water,Water,Water,Grassland,NULL,Wetland
13699,Water,Water,Water,Water,Water,Grassland,NULL,Water
13700,Water,Water,Water,Water,Water,Grassland,NULL,Forest
13701,Water,Water,Water,Water,Water,Grassland,Grassland,Water
13702,Water,Water,Water,Water,Water,Grassland,Wetland,Bareland
13703,Water,Water,Water,Water,Water,Grassland,Wetland,Water
13704,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
13705,Water,Water,Water,Water,Water,Grassland,Water,Grassland
13706,Water,Water,Water,Water,Water,Grassland,Water,Cropland
13707,Water,Water,Water,Water,Water,Grassland,Water,Wetland
13708,Water,Water,Water,Water,Water,Grassland,Water,Bareland
13709,Water,Water,Water,Water,Water,Grassland,Water,Water
13710,Water,Water,Water,Water,Water,Grassland,Water,Forest
13711,Water,Water,Water,Water,Water,Grassland,Forest,Water
13712,Water,Water,Water,Water,Water,Cropland,Water,Bareland
13713,Water,Water,Water,Water,Water,Cropland,Water,Water
13714,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
13715,Water,Water,Water,Water,Water,Wetland,NULL,Wetland
13716,Water,Water,Water,Water,Water,Wetland,NULL,Water
13717,Water,Water,Water,Water,Water,Wetland,NULL,Forest
13718,Water,Water,Water,Water,Water,Wetland,Grassland,Water
13719,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
13720,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
13721,Water,Water,Water,Water,Water,Wetland,Wetland,Water
13722,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
13723,Water,Water,Water,Water,Water,Wetland,Water,Grassland
13724,Water,Water,Water,Water,Water,Wetland,Water,Cropland
13725,Water,Water,Water,Water,Water,Wetland,Water,Wetland
13726,Water,Water,Water,Water,Water,Wetland,Water,Water
13727,Water,Water,Water,Water,Water,Wetland,Water,Forest
13728,Water,Water,Water,Water,Water,Wetland,Forest,Water
13729,Water,Water,Water,Water,Water,Wetland,Forest,Forest
13730,Water,Water,Water,Water,Water,Bareland,NULL,Grassland
13731,Water,Water,Water,Water,Water,Bareland,NULL,Water
13732,Water,Water,Water,Water,Water,Bareland,Grassland,Water
13733,Water,Water,Water,Water,Water,Bareland,Wetland,Water
13734,Water,Water,Water,Water,Water,Bareland,Built-up,Bareland
13735,Water,Water,Water,Water,Water,Bareland,Built-up,Water
13736,Water,Water,Water,Water,Water,Bareland,Water,Grassland
13737,Water,Water,Water,Water,Water,Bareland,Water,Wetland
13738,Water,Water,Water,Water,Water,Bareland,Water,Bareland
13739,Water,Water,Water,Water,Water,Bareland,Water,Built-up
13740,Water,Water,Water,Water,Water,Bareland,Water,Water
13741,Water,Water,Water,Water,Water,Bareland,Water,Forest
13742,Water,Water,Water,Water,Water,Bareland,Forest,Water
13743,Water,Water,Water,Water,Water,Built-up,Built-up,Water
13744,Water,Water,Water,Water,Water,Built-up,Water,Water
13745,Water,Water,Water,Water,Water,Water,NULL,Grassland
13746,Water,Water,Water,Water,Water,Water,NULL,Cropland
13747,Water,Water,Water,Water,Water,Water,NULL,Wetland
13748,Water,Water,Water,Water,Water,Water,NULL,Bareland
13749,Water,Water,Water,Water,Water,Water,NULL,Water
13750,Water,Water,Water,Water,Water,Water,NULL,Forest
13751,Water,Water,Water,Water,Water,Water,Grassland,Water
13752,Water,Water,Water,Water,Water,Water,Wetland,Water
13753,Water,Water,Water,Water,Water,Water,Wetland,Forest
13754,Water,Water,Water,Water,Water,Water,Built-up,Grassland
13755,Water,Water,Water,Water,Water,Water,Built-up,Water
13756,Water,Water,Water,Water,Water,Water,Water,Grassland
13757,Water,Water,Water,Water,Water,Water,Water,Cropland
13758,Water,Water,Water,Water,Water,Water,Water,Wetland
13759,Water,Water,Water,Water,Water,Water,Water,Bareland
13760,Water,Water,Water,Water,Water,Water,Water,Built-up
13761,Water,Water,Water,Water,Water,Water,Water,Water
13762,Water,Water,Water,Water,Water,Water,Water,Forest
13763,Water,Water,Water,Water,Water,Water,Forest,Grassland
13764,Water,Water,Water,Water,Water,Water,Forest,Cropland
13765,Water,Water,Water,Water,Water,Water,Forest,Wetland
13766,Water,Water,Water,Water,Water,Water,Forest,Water
13767,Water,Water,Water,Water,Water,Water,Forest,Forest
13768,Water,Water,Water,Water,Water,Forest,NULL,Water
13769,Water,Water,Water,Water,Water,Forest,NULL,Forest
13770,Water,Water,Water,Water,Water,Forest,Wetland,Forest
13771,Water,Water,Water,Water,Water,Forest,Water,Grassland
13772,Water,Water,Water,Water,Water,Forest,Water,Wetland
13773,Water,Water,Water,Water,Water,Forest,Water,Water
13774,Water,Water,Water,Water,Water,Forest,Water,Forest
13775,Water,Water,Water,Water,Water,Forest,Forest,Water
13776,Water,Water,Water,Water,Water,Forest,Forest,Forest
13777,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
13778,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
13779,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
13780,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
13781,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13782,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
13783,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
13784,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13785,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
13786,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
13787,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
13788,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
13789,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Cropland
13790,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
13791,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Bareland
13792,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
13793,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
13794,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
13795,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
13796,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13797,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
13798,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13799,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
13800,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
13801,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
13802,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
13803,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
13804,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
13805,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
13806,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
13807,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
13808,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
13809,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
13810,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
13811,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
13812,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
13813,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
13814,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
13815,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
13816,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
13817,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
13818,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
13819,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Water
13820,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
13821,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Cropland
13822,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
13823,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
13824,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
13825,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
13826,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
13827,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
13828,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
13829,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
13830,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
13831,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
13832,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
13833,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
13834,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
13835,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
13836,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
