Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNQ_M_R
2030,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2031,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2032,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2033,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2034,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2035,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2036,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2037,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2038,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2039,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2040,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Built-up
2041,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2042,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2043,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2044,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
2045,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2046,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2047,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2048,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2049,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
2050,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
2051,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2052,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2053,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2054,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2055,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2056,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2057,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2058,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
2059,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2060,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2061,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2062,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2063,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2064,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
2065,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
2066,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
2067,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
2068,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2069,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
2070,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
2071,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2072,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
2073,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2074,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2075,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2076,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
2077,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
2078,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
2079,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2080,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2081,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2082,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2083,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
2084,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2085,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2086,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
2087,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
2088,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2089,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2090,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2091,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2092,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
2093,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2094,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2095,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2096,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2097,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
2098,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
2099,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2100,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2101,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
2102,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
2103,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
2104,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
2105,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2106,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
2107,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
2108,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2109,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2110,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2111,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2112,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2113,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2114,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2115,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2116,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
2117,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2118,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2119,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
2120,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2121,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2122,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2123,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
2124,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2125,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2126,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2127,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2128,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2129,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2130,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2131,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2132,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2133,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2134,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2135,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2136,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2137,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2138,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2139,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2140,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2141,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2142,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2143,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2144,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2145,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2146,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2147,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2148,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2149,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2150,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2151,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2152,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2153,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2154,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2155,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2156,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2157,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2158,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2159,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2160,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2161,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2162,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2163,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2164,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
2165,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2166,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2167,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
2168,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
2169,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2170,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2171,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2172,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2173,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2174,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2175,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
2176,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2177,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2178,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
2179,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2180,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2181,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
2182,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
2183,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2184,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2185,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2186,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2187,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2188,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2189,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2190,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2191,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2192,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2193,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2194,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2195,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2196,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
2197,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
2198,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
2199,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2200,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2201,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2202,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2203,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2204,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2205,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2206,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2207,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2208,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2209,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2210,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2211,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2212,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2213,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2214,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2215,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2216,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2217,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2218,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2219,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2220,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2221,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2222,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2223,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
2224,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2225,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2226,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2227,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2228,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
2229,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2230,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2231,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2232,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2233,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2234,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2235,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2236,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2237,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2238,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2239,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2240,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2241,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2242,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2243,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
2244,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2245,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2246,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2247,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2248,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2249,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2250,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2251,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2252,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2253,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2254,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2255,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2256,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2257,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2258,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2259,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2260,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2261,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2262,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2263,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2264,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2265,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2266,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2267,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2268,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2269,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2270,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2271,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2272,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
2273,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2274,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2275,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2276,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2277,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2278,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2279,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2280,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2281,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2282,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2283,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2284,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2285,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2286,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Wetland
2287,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2288,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2289,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2290,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2291,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2292,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2293,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2294,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Wetland
2295,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2296,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2297,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2298,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2299,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2300,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2301,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2302,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2303,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2304,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2305,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2306,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
2307,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
2308,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2309,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2310,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2311,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
2312,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2313,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2314,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2315,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2316,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
2317,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2318,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2319,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2320,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2321,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2322,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2323,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2324,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2325,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2326,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
2327,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2328,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2329,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2330,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2331,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
2332,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2333,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2334,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2335,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2336,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
2337,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2338,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
2339,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
2340,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2341,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2342,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2343,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2344,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2345,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
2346,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2347,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2348,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
