Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXP_M_R
15707,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
15708,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
15709,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
15710,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
15711,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
15712,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
15713,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
15714,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
15715,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
15716,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
15717,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
15718,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
15719,Bareland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
15720,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
15721,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
15722,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
15723,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
15724,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
15725,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
15726,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
15727,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
15728,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
15729,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
15730,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
15731,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
15732,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
15733,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
15734,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
15735,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
15736,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
15737,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15738,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
15739,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
15740,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
15741,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15742,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15743,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15744,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
15745,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15746,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
15747,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
15748,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
15749,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15750,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
15751,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
15752,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
15753,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
15754,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
15755,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
15756,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
15757,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Built-up
15758,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
15759,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
15760,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
15761,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
15762,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
15763,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
15764,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
15765,Bareland,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
15766,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
15767,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
15768,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
15769,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
15770,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
15771,Bareland,NULL,NULL,Water,Non_Wetland,Water,Bareland,Built-up
15772,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
15773,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
15774,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
15775,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
15776,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
15777,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
15778,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
15779,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15780,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
15781,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
15782,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
15783,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
15784,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
15785,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
15786,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
15787,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
15788,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
15789,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
15790,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
15791,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
15792,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
15793,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
15794,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
15795,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
15796,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
15797,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
15798,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
15799,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15800,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
15801,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
15802,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
15803,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15804,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15805,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15806,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15807,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15808,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15809,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15810,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15811,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
15812,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15813,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
15814,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
15815,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
15816,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
15817,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
15818,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
15819,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
15820,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
15821,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15822,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15823,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15824,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
15825,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15826,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
15827,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15828,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15829,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
15830,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
15831,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
15832,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
15833,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15834,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
15835,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
15836,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
15837,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15838,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
15839,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
15840,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
15841,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
15842,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
15843,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
15844,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
15845,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
15846,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
15847,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
15848,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
15849,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
15850,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
15851,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
15852,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
15853,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
15854,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15855,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15856,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
15857,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15858,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
15859,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15860,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
15861,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15862,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
15863,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15864,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
15865,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
15866,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
15867,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15868,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
15869,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
15870,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
15871,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
15872,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
15873,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
15874,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
15875,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
15876,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
15877,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
15878,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
15879,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15880,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
15881,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15882,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15883,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15884,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
15885,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Built-up
15886,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
15887,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15888,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15889,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15890,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15891,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
15892,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
15893,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
15894,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
15895,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
15896,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
15897,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
15898,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
15899,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
15900,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
15901,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
15902,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
15903,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
15904,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
15905,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
15906,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
15907,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
15908,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
15909,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
15910,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
15911,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Water
15912,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
15913,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
15914,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
15915,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
15916,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
15917,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
15918,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
15919,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
15920,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
15921,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
15922,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
15923,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
15924,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
15925,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15926,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
15927,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
15928,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
15929,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
15930,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
15931,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
15932,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
15933,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
15934,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Bareland
15935,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
15936,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
15937,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
15938,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
15939,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
15940,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
15941,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15942,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
15943,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
15944,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15945,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15946,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15947,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15948,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15949,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15950,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15951,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
15952,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15953,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
15954,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
15955,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
15956,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
15957,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
15958,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
15959,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15960,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15961,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15962,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15963,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
15964,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15965,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15966,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
15967,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
15968,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
15969,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15970,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
15971,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
15972,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
15973,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
15974,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
15975,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
15976,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
15977,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
15978,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
15979,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
15980,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
15981,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
15982,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15983,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15984,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
15985,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
15986,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15987,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15988,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
15989,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
15990,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
15991,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15992,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
15993,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15994,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Cropland
15995,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
15996,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
15997,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
15998,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
15999,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
16000,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
16001,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
16002,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
16003,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
16004,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
16005,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16006,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
16007,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
16008,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
16009,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
16010,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
16011,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
16012,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16013,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
16014,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
16015,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
16016,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
16017,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
16018,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
16019,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
16020,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
16021,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
16022,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
