Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPB_M_R
1592,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1593,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
1594,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1595,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
1596,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
1597,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
1598,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Forest
1599,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1600,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
1601,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Water
1602,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Forest
1603,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Wetland,Grassland
1604,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Wetland,Built-up
1605,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
1606,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Built-up
1607,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
1608,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Wetland
1609,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
1610,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
1611,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
1612,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
1613,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Forest
1614,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
1615,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Grassland
1616,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
1617,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Grassland
1618,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
1619,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Grassland
1620,NULL,Built-up,Water,NULL,Water,Bareland,Wetland,Forest
1621,NULL,Built-up,Water,NULL,Water,Water,Bareland,Grassland
1622,NULL,Built-up,Water,NULL,Water,Water,Water,Grassland
1623,NULL,Built-up,Water,Non_Water,Water,Grassland,Water,Grassland
1624,NULL,Built-up,Water,Non_Water,Water,Wetland,Wetland,Grassland
1625,NULL,Built-up,Water,Non_Water,Water,Wetland,Bareland,Grassland
1626,NULL,Built-up,Water,Non_Water,Water,Wetland,Water,Grassland
1627,NULL,Built-up,Water,Non_Water,Water,Bareland,Water,Grassland
1628,NULL,Built-up,Water,Water,Water,Grassland,Wetland,Grassland
1629,NULL,Built-up,Water,Water,Water,Wetland,Wetland,Grassland
1630,NULL,Built-up,Water,Water,Water,Wetland,Wetland,Wetland
1631,NULL,Built-up,Water,Water,Water,Wetland,Wetland,Forest
1632,NULL,Built-up,Water,Water,Water,Wetland,Bareland,Grassland
1633,NULL,Built-up,Water,Water,Water,Wetland,Bareland,Forest
1634,NULL,Built-up,Water,Water,Water,Wetland,Built-up,Water
1635,NULL,Built-up,Water,Water,Water,Wetland,Water,Grassland
1636,NULL,Built-up,Water,Water,Water,Wetland,Water,Wetland
1637,NULL,Built-up,Water,Water,Water,Wetland,Water,Water
1638,NULL,Built-up,Water,Water,Water,Bareland,Wetland,Grassland
1639,NULL,Built-up,Water,Water,Water,Bareland,Wetland,Water
1640,NULL,Built-up,Water,Water,Water,Bareland,Wetland,Forest
1641,NULL,Built-up,Water,Water,Water,Bareland,Water,Wetland
1642,NULL,Built-up,Water,Water,Water,Bareland,Water,Water
1643,NULL,Built-up,Water,Water,Water,Bareland,Water,Forest
1644,NULL,Built-up,Water,Water,Water,Built-up,Wetland,Grassland
1645,NULL,Built-up,Water,Water,Water,Built-up,Bareland,Forest
1646,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
1647,NULL,Built-up,Water,Water,Water,Built-up,Water,Forest
1648,NULL,Built-up,Water,Water,Water,Water,Wetland,Grassland
1649,NULL,Built-up,Water,Water,Water,Water,Bareland,Grassland
1650,NULL,Built-up,Water,Water,Water,Water,Built-up,Forest
1651,NULL,Built-up,Water,Water,Water,Water,Water,Grassland
1652,NULL,Built-up,Water,Water,Water,Water,Water,Wetland
1653,NULL,Built-up,Water,Water,Water,Water,Water,Water
1654,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1655,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1656,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1657,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1658,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1659,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1660,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1661,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1662,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1663,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
1664,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1665,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1666,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1667,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1668,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1669,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1670,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1671,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1672,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1673,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1674,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1675,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1676,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1677,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1678,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
1679,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1680,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1681,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1682,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1683,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1684,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1685,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1686,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1687,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1688,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1689,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1690,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1691,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1692,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1693,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1694,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1695,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1696,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1697,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1698,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1699,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1700,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
1701,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1702,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
1703,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1704,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1705,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1706,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1707,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1708,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1709,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1710,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1711,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1712,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1713,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1714,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1715,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1716,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1717,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1718,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1719,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1720,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1721,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1722,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
1723,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Wetland,Forest
1724,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1725,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1726,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1727,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
1728,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1729,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1730,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
1731,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Built-up,Grassland
1732,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1733,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1734,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1735,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Built-up
1736,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1737,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
1738,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Bareland,Wetland
1739,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
1740,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Built-up,Grassland
1741,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1742,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Forest
1743,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1744,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
1745,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1746,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1747,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1748,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Built-up,Grassland
1749,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1750,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Water,Forest
1751,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Wetland,Grassland
1752,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Wetland,Forest
1753,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Bareland,Grassland
1754,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Grassland
1755,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Built-up
1756,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Forest
1757,NULL,Built-up,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1758,NULL,Built-up,Forest,Water,Non_Wetland,Water,Bareland,Grassland
1759,NULL,Built-up,Forest,Water,Non_Wetland,Water,Built-up,Forest
1760,NULL,Built-up,Forest,Water,Non_Wetland,Water,Water,Grassland
1761,NULL,Built-up,Forest,Water,Non_Wetland,Water,Water,Built-up
1762,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1763,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1764,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1765,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1766,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1767,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1768,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1769,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1770,NULL,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1771,NULL,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1772,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1773,NULL,Water,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
1774,NULL,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
1775,NULL,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1776,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1777,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1778,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1779,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1780,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1781,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1782,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1783,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1784,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1785,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1786,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1787,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
1788,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1789,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1790,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1791,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1792,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1793,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1794,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1795,NULL,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
1796,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1797,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1798,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1799,NULL,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1800,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1801,NULL,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1802,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1803,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1804,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1805,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1806,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
1807,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
1808,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1809,NULL,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1810,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1811,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1812,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1813,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1814,NULL,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
1815,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1816,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
1817,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1818,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
1819,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
1820,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1821,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1822,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1823,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1824,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1825,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1826,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
1827,NULL,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
1828,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1829,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
1830,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1831,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1832,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1833,NULL,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
1834,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1835,NULL,Water,Water,Non_Water,Water,Wetland,Water,Water
1836,NULL,Water,Water,Water,Water,Grassland,Water,Grassland
1837,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
1838,NULL,Water,Water,Water,Water,Built-up,Water,Water
1839,NULL,Water,Water,Water,Water,Water,Wetland,Grassland
1840,NULL,Water,Water,Water,Water,Water,Water,Grassland
1841,NULL,Water,Water,Water,Water,Water,Water,Wetland
1842,NULL,Water,Water,Water,Water,Water,Water,Water
1843,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1844,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1845,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1846,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1847,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1848,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1849,NULL,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1850,NULL,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1851,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1852,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1853,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1854,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1855,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1856,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1857,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1858,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1859,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1860,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1861,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1862,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1863,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1864,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1865,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1866,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1867,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1868,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1869,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1870,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1871,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1872,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1873,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1874,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1875,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1876,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1877,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1878,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1879,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1880,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1881,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1882,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1883,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1884,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1885,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1886,NULL,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1887,NULL,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
1888,NULL,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1889,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
1890,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1891,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1892,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1893,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1894,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1895,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1896,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1897,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1898,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1899,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1900,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1901,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1902,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1903,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1904,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1905,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1906,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1907,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1908,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1909,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1910,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1911,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1912,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1913,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1914,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
1915,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1916,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1917,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1918,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1919,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1920,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1921,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1922,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1923,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
