Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLK_M_R
5084,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
5085,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
5086,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
5087,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5088,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
5089,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
5090,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
5091,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
5092,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,NULL
5093,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5094,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5095,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Water
5096,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
5097,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Water
5098,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
5099,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
5100,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
5101,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5102,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
5103,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
5104,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
5105,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
5106,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
5107,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
5108,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
5109,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
5110,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
5111,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
5112,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
5113,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
5114,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
5115,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
5116,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
5117,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
5118,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
5119,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
5120,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
5121,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
5122,Water,NULL,Wetland,Water,Wetland,Water,Water,NULL
5123,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
5124,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5125,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
5126,Water,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,NULL
5127,Water,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
5128,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5129,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
5130,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
5131,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
5132,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
5133,Water,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
5134,Water,NULL,Water,NULL,Water,Shrubland,Bareland,Grassland
5135,Water,NULL,Water,NULL,Water,Shrubland,Water,NULL
5136,Water,NULL,Water,NULL,Water,Shrubland,Water,Water
5137,Water,NULL,Water,NULL,Water,Shrubland,Water,Forest
5138,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Water
5139,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
5140,Water,NULL,Water,NULL,Water,Wetland,Wetland,NULL
5141,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
5142,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
5143,Water,NULL,Water,NULL,Water,Wetland,Forest,NULL
5144,Water,NULL,Water,NULL,Water,Bareland,Water,NULL
5145,Water,NULL,Water,NULL,Water,Water,Shrubland,NULL
5146,Water,NULL,Water,NULL,Water,Water,Shrubland,Bareland
5147,Water,NULL,Water,NULL,Water,Water,Wetland,NULL
5148,Water,NULL,Water,NULL,Water,Water,Wetland,Water
5149,Water,NULL,Water,NULL,Water,Water,Water,Water
5150,Water,NULL,Water,NULL,Water,Forest,Shrubland,Forest
5151,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
5152,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
5153,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
5154,Water,NULL,Water,Water,Water,Shrubland,Water,NULL
5155,Water,NULL,Water,Water,Water,Shrubland,Water,Wetland
5156,Water,NULL,Water,Water,Water,Shrubland,Water,Water
5157,Water,NULL,Water,Water,Water,Shrubland,Water,Forest
5158,Water,NULL,Water,Water,Water,Water,Shrubland,NULL
5159,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5160,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5161,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
5162,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5163,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5164,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
5165,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
5166,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5167,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
5168,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5169,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5170,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5171,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5172,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
5173,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5174,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5175,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
5176,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
5177,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
5178,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
5179,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5180,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5181,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
5182,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
5183,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5184,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5185,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
5186,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5187,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
5188,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5189,Water,Built-up,Water,Water,Water,Shrubland,Water,Water
5190,Water,Built-up,Water,Water,Water,Water,Water,Water
5191,Water,Built-up,Water,Water,Water,Water,Water,Forest
5192,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
5193,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5194,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5195,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
5196,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5197,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
5198,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
5199,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
5200,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
5201,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
5202,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
5203,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5204,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
5205,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
5206,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
5207,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5208,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
5209,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5210,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
5211,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
5212,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5213,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
5214,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5215,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
5216,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
5217,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
5218,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
5219,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5220,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
5221,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5222,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
5223,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5224,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5225,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5226,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
5227,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5228,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Bareland
5229,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
5230,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
5231,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5232,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5233,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5234,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
5235,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
5236,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
5237,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
5238,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
5239,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
5240,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5241,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
5242,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5243,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
5244,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
5245,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
5246,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5247,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5248,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5249,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
5250,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5251,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5252,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5253,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
5254,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5255,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5256,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Water
5257,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
5258,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
5259,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
5260,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
5261,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
5262,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5263,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
5264,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5265,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
5266,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5267,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
5268,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
5269,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5270,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5271,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5272,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
5273,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
5274,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5275,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
5276,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
5277,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
5278,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5279,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
5280,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5281,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
5282,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
5283,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
5284,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
5285,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
5286,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5287,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
5288,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5289,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5290,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
5291,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
5292,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5293,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
5294,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
5295,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5296,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
5297,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
5298,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5299,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
5300,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5301,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
5302,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5303,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
5304,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5305,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
5306,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5307,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5308,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
5309,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
5310,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5311,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
5312,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5313,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
5314,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
5315,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
5316,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
5317,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5318,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
5319,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
5320,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5321,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
5322,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5323,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
5324,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Water
5325,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
5326,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
5327,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5328,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
5329,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
5330,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
5331,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
5332,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
5333,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
5334,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
5335,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
5336,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5337,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
5338,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
5339,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5340,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
5341,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,NULL
5342,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
5343,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
5344,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Water
5345,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5346,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
5347,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
5348,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Water
5349,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Water
5350,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5351,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
5352,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
5353,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
5354,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
5355,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
5356,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
5357,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
5358,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
5359,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5360,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
5361,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
5362,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
5363,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
5364,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
5365,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
5366,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Bareland
5367,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
5368,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
5369,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
5370,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
5371,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
5372,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
5373,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
5374,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
5375,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
5376,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
5377,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
5378,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
5379,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
5380,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
5381,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
5382,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
5383,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
5384,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
5385,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
5386,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
5387,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
5388,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
5389,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
5390,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
5391,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
5392,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
5393,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
5394,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
5395,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
5396,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
5397,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
5398,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
5399,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
5400,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Bareland
5401,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
5402,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
5403,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
5404,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
5405,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5406,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
5407,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
5408,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
5409,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
5410,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5411,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5412,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
5413,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5414,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
5415,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5416,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
5417,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
5418,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
5419,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
5420,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
5421,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
5422,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
5423,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
5424,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
5425,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
5426,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
5427,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
5428,Water,Water,Wetland,Water,Wetland,Water,Water,Water
5429,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
5430,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,NULL
5431,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
5432,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
5433,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5434,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
