Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTA_M_R
13209,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
13210,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
13211,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
13212,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Built-up
13213,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
13214,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13215,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
13216,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
13217,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13218,Bareland,Water,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
13219,Bareland,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
13220,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
13221,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13222,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
13223,Bareland,Water,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
13224,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
13225,Bareland,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
13226,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13227,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
13228,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13229,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
13230,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
13231,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
13232,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
13233,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
13234,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
13235,Bareland,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
13236,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
13237,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13238,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13239,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
13240,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
13241,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
13242,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
13243,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
13244,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
13245,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
13246,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
13247,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
13248,Bareland,Water,Water,Water,Water,Water,Water,Water
13249,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
13250,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13251,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
13252,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13253,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
13254,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
13255,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
13256,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
13257,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
13258,Bareland,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
13259,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13260,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
13261,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
13262,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
13263,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
13264,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
13265,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13266,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13267,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13268,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
13269,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13270,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
13271,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
13272,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13273,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
13274,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13275,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13276,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13277,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
13278,Bareland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
13279,Bareland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13280,Bareland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13281,Bareland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13282,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13283,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
13284,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13285,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13286,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
13287,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
13288,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
13289,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
13290,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
13291,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
13292,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13293,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13294,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13295,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13296,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13297,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13298,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
13299,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13300,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13301,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13302,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
13303,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13304,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13305,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
13306,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13307,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13308,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
13309,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
13310,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13311,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
13312,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13313,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
13314,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
13315,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
13316,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13317,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13318,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Bareland
13319,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
13320,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
13321,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13322,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
13323,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
13324,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
13325,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
13326,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
13327,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13328,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
13329,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
13330,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
13331,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
13332,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
13333,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13334,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13335,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13336,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
13337,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13338,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
13339,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13340,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13341,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
13342,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
13343,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
13344,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13345,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
13346,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
13347,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
13348,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
13349,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
13350,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
13351,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
13352,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
13353,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
13354,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
13355,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
13356,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
13357,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
13358,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
13359,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
13360,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
13361,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13362,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13363,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13364,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
13365,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
13366,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
13367,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
13368,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13369,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13370,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13371,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13372,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13373,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
13374,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13375,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13376,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
13377,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
13378,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
13379,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
13380,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
13381,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
13382,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
13383,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
13384,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
13385,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
13386,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13387,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13388,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
13389,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
13390,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13391,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
13392,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
13393,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
13394,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13395,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
13396,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
13397,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
13398,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
13399,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
13400,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
13401,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
13402,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
13403,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
13404,Water,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
13405,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
13406,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13407,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13408,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13409,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
13410,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13411,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
13412,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13413,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13414,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
13415,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13416,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
13417,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
13418,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
13419,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
13420,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
13421,Water,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
13422,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
13423,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
13424,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
13425,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
13426,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
13427,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
13428,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
13429,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
13430,Water,NULL,NULL,Water,Non_Wetland,Built-up,Water,Water
13431,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
13432,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
13433,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
13434,Water,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
13435,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
13436,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
13437,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
13438,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13439,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13440,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
13441,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13442,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
13443,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
13444,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13445,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
13446,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13447,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13448,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13449,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13450,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
13451,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13452,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
13453,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13454,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
13455,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
13456,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13457,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13458,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13459,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13460,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13461,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
13462,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
13463,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
13464,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
13465,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13466,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
13467,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13468,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
13469,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13470,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
13471,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
13472,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13473,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13474,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13475,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
13476,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
13477,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
13478,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
13479,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
13480,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
13481,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
13482,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
13483,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
13484,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
13485,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
13486,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
13487,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
13488,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
13489,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13490,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
13491,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13492,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13493,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13494,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13495,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13496,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13497,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13498,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
13499,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
13500,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
13501,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13502,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13503,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
13504,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
13505,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
13506,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
13507,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
13508,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
13509,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
13510,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
13511,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
13512,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
13513,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
13514,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
13515,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
13516,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
13517,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
