Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLQ_M_R
1238,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1239,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1240,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1241,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1242,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
1243,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1244,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1245,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
1246,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1247,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1248,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1249,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1250,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1251,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
1252,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1253,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1254,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1255,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1256,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1257,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1258,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1259,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1260,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1261,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1262,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
1263,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1264,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1265,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1266,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1267,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1268,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1269,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1270,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1271,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1272,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1273,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1274,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
1275,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1276,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1277,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1278,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1279,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
1280,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1281,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1282,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
1283,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1284,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1285,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1286,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1287,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1288,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1289,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1290,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1291,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1292,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
1293,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1294,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1295,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1296,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1297,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1298,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1299,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1300,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1301,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1302,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1303,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1304,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1305,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1306,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1307,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1308,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1309,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1310,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1311,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1312,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1313,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1314,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1315,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1316,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1317,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1318,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1319,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1320,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1321,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1322,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1323,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1324,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
1325,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
1326,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1327,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1328,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1329,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
1330,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1331,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1332,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1333,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1334,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1335,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1336,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1337,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1338,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1339,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1340,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1341,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1342,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1343,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1344,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1345,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1346,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1347,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1348,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1349,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1350,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1351,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1352,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1353,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1354,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1355,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1356,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1357,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1358,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1359,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1360,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1361,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1362,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1363,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1364,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1365,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1366,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1367,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1368,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1369,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
1370,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1371,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
1372,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
1373,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1374,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1375,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1376,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1377,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1378,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1379,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
1380,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1381,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1382,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1383,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1384,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1385,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1386,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1387,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1388,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1389,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1390,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1391,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1392,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1393,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1394,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1395,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1396,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1397,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1398,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1399,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1400,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1401,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1402,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1403,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1404,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1405,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1406,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1407,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1408,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1409,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1410,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
1411,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
1412,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
1413,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1414,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1415,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
1416,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
1417,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1418,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1419,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1420,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
1421,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1422,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
1423,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
1424,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1425,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
1426,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1427,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
1428,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
1429,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1430,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1431,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1432,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1433,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1434,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1435,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
1436,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
1437,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1438,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1439,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1440,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1441,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
1442,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Built-up,Cropland
1443,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Built-up,Forest
1444,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
1445,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1446,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Cropland
1447,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
1448,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
1449,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1450,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1451,NULL,Cropland,Cropland,Water,Non_Wetland,Built-up,Grassland,Cropland
1452,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1453,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1454,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1455,NULL,Cropland,Wetland,NULL,Wetland,NULL,Built-up,Cropland
1456,NULL,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Grassland
1457,NULL,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Cropland
1458,NULL,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
1459,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1460,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1461,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1462,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1463,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Cropland
1464,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1465,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1466,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
1467,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1468,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1469,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1470,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
1471,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
1472,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Built-up,Water
1473,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1474,NULL,Cropland,Bareland,NULL,Non_Wetland,Water,Built-up,Water
1475,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1476,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1477,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1478,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1479,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1480,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1481,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1482,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1483,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1484,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1485,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1486,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1487,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
1488,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1489,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1490,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1491,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
1492,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1493,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1494,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1495,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1496,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
1497,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
1498,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
1499,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Cropland
1500,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
1501,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1502,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1503,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1504,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1505,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1506,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1507,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1508,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1509,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1510,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1511,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1512,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1513,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
1514,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1515,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1516,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1517,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
1518,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1519,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1520,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
1521,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
1522,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1523,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
1524,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
1525,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
1526,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
1527,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
1528,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
1529,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Water,Grassland
1530,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Water,Cropland
1531,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Cropland
1532,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
1533,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
1534,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1535,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1536,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1537,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1538,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1539,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1540,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1541,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1542,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1543,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1544,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1545,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1546,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1547,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1548,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1549,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1550,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1551,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1552,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1553,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
