Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFF_M_R
11182,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
11183,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
11184,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
11185,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
11186,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
11187,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
11188,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
11189,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
11190,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Cropland
11191,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
11192,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
11193,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
11194,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11195,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
11196,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
11197,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Forest
11198,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
11199,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
11200,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
11201,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
11202,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Forest
11203,Water,Cropland,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
11204,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11205,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11206,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11207,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11208,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11209,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11210,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11211,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11212,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11213,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
11214,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11215,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11216,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
11217,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
11218,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11219,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11220,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11221,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,NULL
11222,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11223,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
11224,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
11225,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11226,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
11227,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
11228,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11229,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11230,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
11231,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Water
11232,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11233,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11234,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
11235,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11236,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11237,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
11238,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11239,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11240,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11241,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11242,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11243,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11244,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11245,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11246,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11247,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11248,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
11249,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Water
11250,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
11251,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
11252,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
11253,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
11254,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
11255,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11256,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
11257,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11258,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11259,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
11260,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11261,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
11262,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
11263,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
11264,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
11265,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
11266,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
11267,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
11268,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
11269,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
11270,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11271,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11272,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
11273,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11274,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
11275,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
11276,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11277,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11278,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11279,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
11280,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11281,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11282,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
11283,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
11284,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
11285,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11286,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11287,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11288,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11289,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
11290,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11291,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
11292,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
11293,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11294,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
11295,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
11296,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11297,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11298,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11299,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
11300,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11301,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11302,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
11303,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
11304,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
11305,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
11306,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
11307,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Water
11308,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11309,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
11310,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
11311,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Forest,Forest
11312,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11313,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11314,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
11315,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
11316,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
11317,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Water
11318,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11319,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11320,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11321,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11322,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
11323,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
11324,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11325,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
11326,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
11327,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11328,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
11329,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11330,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
11331,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11332,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
11333,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
11334,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11335,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11336,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11337,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
11338,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
11339,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11340,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
11341,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
11342,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
11343,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
11344,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
11345,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
11346,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
11347,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
11348,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
11349,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
11350,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
11351,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Water
11352,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
11353,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Built-up,Water
11354,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
11355,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
11356,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Bareland
11357,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
11358,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Forest
11359,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
11360,Water,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Forest
11361,Water,Cropland,Cropland,Water,Non_Wetland,Cropland,Water,Grassland
11362,Water,Cropland,Cropland,Water,Non_Wetland,Cropland,Water,Water
11363,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
11364,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Water
11365,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
11366,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
11367,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
11368,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
11369,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
11370,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Water
11371,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
11372,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
11373,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Water
11374,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
11375,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
11376,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
11377,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
11378,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Built-up
11379,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
11380,Water,Cropland,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
11381,Water,Cropland,Cropland,Water,Non_Wetland,Built-up,Built-up,Bareland
11382,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
11383,Water,Cropland,Cropland,Water,Non_Wetland,Water,Bareland,Water
11384,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
11385,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
11386,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
11387,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
11388,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
11389,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
11390,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Cropland
11391,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Cropland
11392,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
11393,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
11394,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Cropland
11395,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11396,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Water
11397,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
11398,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Cropland
11399,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
11400,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
11401,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
11402,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
11403,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
11404,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
11405,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
11406,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
11407,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
11408,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
11409,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Water
11410,Water,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Forest
11411,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
11412,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
11413,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
11414,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
11415,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
11416,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
11417,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
11418,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
11419,Water,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
11420,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
11421,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
11422,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
11423,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
11424,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
11425,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
11426,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
11427,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
11428,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
11429,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11430,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
11431,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Water
11432,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
11433,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
11434,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
11435,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
11436,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
11437,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
11438,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
11439,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
11440,Water,Cropland,Wetland,Water,Wetland,NULL,Grassland,Grassland
11441,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,Wetland
11442,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,Forest
11443,Water,Cropland,Wetland,Water,Wetland,NULL,Water,NULL
11444,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
11445,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Cropland
11446,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Water
11447,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Grassland
11448,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Water
11449,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Forest
11450,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
11451,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
11452,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Cropland
11453,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
11454,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Forest
11455,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
11456,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
11457,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
11458,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Forest
11459,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Grassland
11460,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Water
11461,Water,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
11462,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
11463,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Cropland
11464,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
11465,Water,Cropland,Wetland,Water,Wetland,Built-up,Built-up,Water
11466,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
11467,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
11468,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
11469,Water,Cropland,Wetland,Water,Wetland,Water,Water,Cropland
11470,Water,Cropland,Wetland,Water,Wetland,Water,Water,Bareland
11471,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
11472,Water,Cropland,Wetland,Water,Wetland,Forest,NULL,Forest
11473,Water,Cropland,Wetland,Water,Wetland,Forest,Forest,Forest
11474,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
11475,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
11476,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
11477,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
11478,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
11479,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
11480,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
11481,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Grassland
11482,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Water
11483,Water,Cropland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
11484,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
11485,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Forest
11486,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
11487,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11488,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
11489,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
11490,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
11491,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
11492,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11493,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
11494,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11495,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11496,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11497,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
11498,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
11499,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
11500,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11501,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11502,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
11503,Water,Cropland,Built-up,NULL,Non_Wetland,Forest,Water,Bareland
