Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLR_M_R
1648,NULL,Wetland,Wetland,Water,Wetland,Grassland,Forest,Wetland
1649,NULL,Wetland,Wetland,Water,Wetland,Grassland,Forest,Water
1650,NULL,Wetland,Wetland,Water,Wetland,Grassland,Forest,Forest
1651,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1652,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1653,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1654,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1655,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1656,NULL,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
1657,NULL,Wetland,Wetland,Water,Wetland,Wetland,Forest,Water
1658,NULL,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1659,NULL,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Water
1660,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
1661,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
1662,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1663,NULL,Wetland,Wetland,Water,Wetland,Water,Forest,Water
1664,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
1665,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1666,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1667,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1668,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1669,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1670,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1671,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1672,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Water
1673,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1674,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1675,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1676,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1677,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1678,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1679,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
1680,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1681,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1682,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1683,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1684,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1685,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,NULL
1686,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
1687,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Water
1688,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1689,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1690,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1691,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1692,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1693,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1694,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1695,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1696,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
1697,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1698,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
1699,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Water
1700,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1701,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1702,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1703,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1704,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1705,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1706,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1707,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1708,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1709,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1710,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
1711,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1712,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1713,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1714,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1715,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1716,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
1717,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1718,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
1719,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1720,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1721,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
1722,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1723,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
1724,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
1725,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1726,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1727,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Forest,Wetland
1728,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1729,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1730,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1731,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1732,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1733,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1734,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1735,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
1736,NULL,Wetland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1737,NULL,Wetland,Water,NULL,Water,NULL,Wetland,Water
1738,NULL,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
1739,NULL,Wetland,Water,NULL,Water,Grassland,Water,Water
1740,NULL,Wetland,Water,NULL,Water,Grassland,Forest,Grassland
1741,NULL,Wetland,Water,NULL,Water,Grassland,Forest,Water
1742,NULL,Wetland,Water,NULL,Water,Bareland,Forest,Grassland
1743,NULL,Wetland,Water,NULL,Water,Bareland,Forest,Forest
1744,NULL,Wetland,Water,NULL,Water,Water,Water,Water
1745,NULL,Wetland,Water,NULL,Water,Water,Forest,Grassland
1746,NULL,Wetland,Water,NULL,Water,Water,Forest,Water
1747,NULL,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
1748,NULL,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
1749,NULL,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
1750,NULL,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
1751,NULL,Wetland,Water,Non_Water,Water,Grassland,Forest,Grassland
1752,NULL,Wetland,Water,Non_Water,Water,Grassland,Forest,Forest
1753,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
1754,NULL,Wetland,Water,Non_Water,Water,Bareland,Wetland,Grassland
1755,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1756,NULL,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1757,NULL,Wetland,Water,Non_Water,Water,Water,Water,Water
1758,NULL,Wetland,Water,Non_Water,Water,Water,Water,Forest
1759,NULL,Wetland,Water,Non_Water,Water,Water,Forest,Forest
1760,NULL,Wetland,Water,Water,Water,Grassland,Grassland,Grassland
1761,NULL,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
1762,NULL,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
1763,NULL,Wetland,Water,Water,Water,Grassland,Forest,Grassland
1764,NULL,Wetland,Water,Water,Water,Grassland,Forest,Wetland
1765,NULL,Wetland,Water,Water,Water,Grassland,Forest,Water
1766,NULL,Wetland,Water,Water,Water,Grassland,Forest,Forest
1767,NULL,Wetland,Water,Water,Water,Wetland,Grassland,Water
1768,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Water
1769,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
1770,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
1771,NULL,Wetland,Water,Water,Water,Wetland,Forest,Grassland
1772,NULL,Wetland,Water,Water,Water,Wetland,Forest,Water
1773,NULL,Wetland,Water,Water,Water,Water,Water,Bareland
1774,NULL,Wetland,Water,Water,Water,Water,Water,Water
1775,NULL,Wetland,Water,Water,Water,Water,Forest,Grassland
1776,NULL,Wetland,Water,Water,Water,Water,Forest,Water
1777,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1778,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1779,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1780,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1781,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1782,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1783,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1784,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1785,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1786,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1787,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1788,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1789,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1790,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1791,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1792,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1793,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1794,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1795,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1796,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1797,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1798,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1799,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1800,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1801,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1802,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1803,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1804,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1805,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1806,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
1807,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
1808,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1809,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1810,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1811,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1812,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1813,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1814,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1815,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1816,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1817,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1818,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1819,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1820,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1821,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1822,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1823,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1824,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
1825,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1826,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1827,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
1828,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1829,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1830,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1831,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1832,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1833,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1834,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1835,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1836,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1837,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1838,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1839,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1840,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1841,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1842,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1843,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1844,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1845,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1846,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1847,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1848,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1849,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1850,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1851,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1852,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1853,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1854,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
1855,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1856,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1857,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1858,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1859,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1860,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1861,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1862,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1863,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1864,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1865,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
1866,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1867,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1868,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1869,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
1870,NULL,Bareland,Water,NULL,Water,Bareland,Grassland,Forest
1871,NULL,Bareland,Water,NULL,Water,Bareland,Built-up,Bareland
1872,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
1873,NULL,Bareland,Water,Water,Water,Built-up,Built-up,Bareland
1874,NULL,Bareland,Water,Water,Water,Water,Bareland,Water
1875,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1876,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1877,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1878,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1879,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1880,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1881,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1882,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
1883,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1884,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1885,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
1886,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1887,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1888,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1889,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
1890,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1891,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
1892,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1893,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1894,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
1895,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1896,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1897,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1898,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1899,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1900,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1901,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1902,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1903,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1904,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1905,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1906,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
1907,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1908,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1909,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1910,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1911,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1912,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1913,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1914,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
1915,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1916,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1917,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1918,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1919,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1920,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
1921,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
1922,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1923,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1924,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
1925,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1926,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1927,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1928,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
1929,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1930,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Water,Bareland
1931,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Forest
1932,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1933,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1934,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1935,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1936,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1937,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1938,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1939,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1940,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
1941,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1942,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1943,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1944,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1945,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1946,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1947,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1948,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1949,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1950,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1951,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1952,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1953,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1954,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1955,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
1956,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1957,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1958,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1959,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1960,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1961,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1962,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1963,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1964,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1965,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
1966,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
1967,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1968,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1969,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1970,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1971,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1972,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1973,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1974,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1975,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1976,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
