Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMM_M_R
6921,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6922,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
6923,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6924,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6925,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6926,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6927,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6928,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6929,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6930,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
6931,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6932,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6933,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6934,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6935,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6936,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6937,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6938,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6939,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6940,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6941,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6942,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6943,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6944,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6945,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6946,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
6947,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6948,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6949,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6950,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6951,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6952,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6953,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6954,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6955,Bareland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6956,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6957,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6958,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6959,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6960,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6961,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6962,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6963,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6964,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6965,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6966,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6967,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6968,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6969,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6970,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6971,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6972,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
6973,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6974,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6975,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6976,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6977,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6978,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6979,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6980,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
6981,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6982,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6983,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6984,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6985,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6986,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6987,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6988,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6989,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Built-up,Forest
6990,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
6991,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6992,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6993,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6994,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6995,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6996,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
6997,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6998,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6999,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7000,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7001,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
7002,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7003,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
7004,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
7005,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
7006,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
7007,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
7008,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
7009,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7010,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7011,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7012,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7013,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7014,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7015,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7016,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7017,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7018,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7019,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7020,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
7021,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
7022,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
7023,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7024,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
7025,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7026,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7027,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
7028,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7029,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7030,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
7031,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
7032,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
7033,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
7034,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7035,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7036,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7037,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
7038,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7039,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7040,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
7041,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
7042,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
7043,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
7044,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
7045,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
7046,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7047,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
7048,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
7049,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
7050,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
7051,Water,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
7052,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7053,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
7054,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7055,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
7056,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
7057,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
7058,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7059,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7060,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
7061,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
7062,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
7063,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
7064,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
7065,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
7066,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
7067,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
7068,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
7069,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Bareland
7070,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
7071,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
7072,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
7073,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
7074,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
7075,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
7076,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
7077,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
7078,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
7079,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
7080,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
7081,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
7082,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
7083,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
7084,Water,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Water
7085,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
7086,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Bareland
7087,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
7088,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
7089,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
7090,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7091,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7092,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
7093,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
7094,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Bareland
7095,Water,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Bareland
7096,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
7097,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7098,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
7099,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
7100,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
7101,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
7102,Water,NULL,Water,NULL,Water,Shrubland,Water,Forest
7103,Water,NULL,Water,NULL,Water,Water,Shrubland,Grassland
7104,Water,NULL,Water,NULL,Water,Water,Shrubland,Water
7105,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
7106,Water,NULL,Water,NULL,Water,Water,Water,Bareland
7107,Water,NULL,Water,NULL,Water,Water,Water,Water
7108,Water,NULL,Water,NULL,Water,Water,Water,Forest
7109,Water,NULL,Water,NULL,Water,Forest,Shrubland,Forest
7110,Water,NULL,Water,NULL,Water,Forest,Forest,Forest
7111,Water,NULL,Water,Non_Water,Water,Water,Water,Water
7112,Water,NULL,Water,Water,Water,Shrubland,Water,Grassland
7113,Water,NULL,Water,Water,Water,Shrubland,Water,Wetland
7114,Water,NULL,Water,Water,Water,Shrubland,Water,Forest
7115,Water,NULL,Water,Water,Water,Grassland,Water,Forest
7116,Water,NULL,Water,Water,Water,Water,Shrubland,Water
7117,Water,NULL,Water,Water,Water,Water,Water,Grassland
7118,Water,NULL,Water,Water,Water,Water,Water,Bareland
7119,Water,NULL,Water,Water,Water,Water,Water,Water
7120,Water,NULL,Water,Water,Water,Water,Water,Forest
7121,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7122,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7123,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7124,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7125,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
7126,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7127,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7128,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7129,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7130,Water,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7131,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7132,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
7133,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
7134,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7135,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
7136,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7137,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
7138,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
7139,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
7140,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
7141,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7142,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7143,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7144,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
7145,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
7146,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
7147,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
7148,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
7149,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7150,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7151,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7152,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7153,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7154,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7155,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7156,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7157,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7158,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7159,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7160,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7161,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
7162,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
7163,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
7164,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7165,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7166,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
7167,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
7168,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7169,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7170,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7171,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7172,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7173,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7174,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7175,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
7176,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
7177,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7178,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
7179,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
7180,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
7181,Water,Cropland,Water,NULL,Water,Wetland,Water,Water
7182,Water,Cropland,Water,NULL,Water,Water,NULL,Grassland
7183,Water,Cropland,Water,Non_Water,Water,Shrubland,Water,Grassland
7184,Water,Cropland,Water,Water,Water,Wetland,Water,Bareland
7185,Water,Cropland,Water,Water,Water,Wetland,Water,Water
7186,Water,Cropland,Water,Water,Water,Water,Water,Bareland
7187,Water,Cropland,Water,Water,Water,Water,Water,Water
7188,Water,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
7189,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7190,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7191,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
7192,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7193,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
7194,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7195,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
7196,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
7197,Water,Wetland,Water,NULL,Water,Wetland,Shrubland,Forest
7198,Water,Wetland,Water,NULL,Water,Wetland,Water,NULL
7199,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
7200,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
7201,Water,Wetland,Water,Water,Water,Water,Water,Wetland
7202,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7203,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7204,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7205,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7206,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7207,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
7208,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7209,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7210,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7211,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
7212,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7213,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7214,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
7215,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7216,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
7217,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
7218,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
7219,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
7220,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
7221,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
7222,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
7223,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
7224,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7225,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7226,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
7227,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
7228,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
7229,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7230,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
7231,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7232,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
7233,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
7234,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
7235,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Cropland
7236,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
7237,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
7238,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
7239,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
7240,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
7241,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
7242,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7243,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
7244,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
7245,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
7246,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
7247,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
7248,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
7249,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
7250,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
7251,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7252,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
7253,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
7254,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
7255,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
7256,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
7257,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7258,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7259,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
7260,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
