Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHU_M_R
1214,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1215,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1216,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1217,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1218,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1219,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1220,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1221,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1222,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1223,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1224,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
1225,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1226,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1227,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1228,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1229,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1230,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
1231,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
1232,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1233,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1234,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1235,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1236,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Water
1237,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1238,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1239,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1240,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Water
1241,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
1242,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1243,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
1244,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
1245,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
1246,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1247,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1248,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1249,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1250,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1251,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1252,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1253,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1254,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Water
1255,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1256,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1257,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1258,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
1259,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
1260,Wetland,Wetland,Water,Water,Water,NULL,Water,Grassland
1261,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1262,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1263,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
1264,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1265,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1266,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1267,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
1268,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
1269,Wetland,Wetland,Water,Water,Water,Bareland,Water,Grassland
1270,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1271,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1272,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
1273,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
1274,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
1275,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1276,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
1277,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1278,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1279,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1280,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1281,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1282,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1283,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1284,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1285,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1286,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1287,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1288,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1289,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1290,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1291,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1292,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1293,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1294,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1295,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1296,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1297,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1298,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
1299,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1300,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1301,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
1302,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
1303,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1304,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1305,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1306,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1307,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1308,Wetland,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
1309,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1310,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1311,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1312,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1313,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
1314,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1315,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1316,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1317,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1318,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1319,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1320,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1321,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1322,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1323,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1324,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1325,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1326,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1327,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1328,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1329,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1330,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1331,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1332,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1333,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
1334,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1335,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1336,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1337,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1338,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1339,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1340,Wetland,Water,Water,NULL,Water,Water,Water,Forest
1341,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Forest
1342,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
1343,Wetland,Water,Water,Water,Water,Wetland,Water,Water
1344,Wetland,Water,Water,Water,Water,Water,Wetland,Water
1345,Wetland,Water,Water,Water,Water,Water,Water,Grassland
1346,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1347,Wetland,Water,Water,Water,Water,Water,Water,Water
1348,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1349,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1350,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1351,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1352,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1353,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1354,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1355,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1356,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1357,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1358,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1359,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1360,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1361,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1362,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1363,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1364,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1365,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1366,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1367,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1368,Wetland,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
1369,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Forest
1370,Wetland,Forest,Water,Water,Water,Wetland,Water,Grassland
1371,Wetland,Forest,Water,Water,Water,Wetland,Water,Water
1372,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
1373,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1374,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1375,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1376,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1377,Wetland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1378,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1379,Bareland,NULL,Water,Water,Water,Wetland,Water,Grassland
1380,Bareland,NULL,Water,Water,Water,Water,Water,Grassland
1381,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1382,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1383,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1384,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1385,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1386,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1387,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1388,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1389,Bareland,Water,Water,Water,Water,Water,Water,Grassland
1390,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1391,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1392,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1393,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1394,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1395,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1396,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1397,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1398,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1399,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1400,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1401,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1402,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
1403,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1404,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1405,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1406,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1407,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1408,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1409,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1410,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1411,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1412,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1413,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
1414,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1415,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1416,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1417,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1418,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1419,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1420,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1421,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1422,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1423,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Water
1424,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1425,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1426,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
1427,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1428,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1429,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1430,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1431,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1432,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1433,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1434,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1435,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1436,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1437,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1438,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1439,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
1440,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1441,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1442,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1443,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1444,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1445,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1446,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1447,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1448,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1449,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1450,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1451,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1452,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1453,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1454,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1455,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1456,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1457,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1458,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1459,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1460,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1461,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1462,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1463,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1464,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1465,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1466,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1467,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1468,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1469,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1470,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1471,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1472,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1473,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1474,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1475,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
1476,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1477,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1478,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1479,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1480,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1481,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1482,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1483,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1484,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1485,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1486,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1487,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1488,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1489,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1490,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1491,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1492,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1493,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1494,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1495,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1496,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1497,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1498,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1499,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
1500,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1501,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1502,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1503,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1504,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1505,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1506,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
1507,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1508,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1509,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
1510,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1511,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1512,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
1513,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
1514,Water,NULL,Water,NULL,Water,Water,Water,Water
1515,Water,NULL,Water,NULL,Water,Water,Water,Forest
1516,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1517,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1518,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1519,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1520,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
1521,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
1522,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1523,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1524,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
1525,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
1526,Water,NULL,Water,Non_Water,Water,Water,Water,Water
1527,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
1528,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1529,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1530,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
1531,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
1532,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
1533,Water,NULL,Water,Water,Water,Wetland,Water,Water
1534,Water,NULL,Water,Water,Water,Wetland,Water,Forest
1535,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
1536,Water,NULL,Water,Water,Water,Bareland,Water,Forest
1537,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
1538,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
1539,Water,NULL,Water,Water,Water,Water,Wetland,Water
1540,Water,NULL,Water,Water,Water,Water,Water,Grassland
1541,Water,NULL,Water,Water,Water,Water,Water,Wetland
1542,Water,NULL,Water,Water,Water,Water,Water,Water
1543,Water,NULL,Water,Water,Water,Water,Water,Forest
1544,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1545,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1546,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1547,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
1548,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1549,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1550,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1551,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1552,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1553,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1554,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1555,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1556,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1557,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1558,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1559,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
1560,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
