Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEA_M_R
7161,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
7162,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7163,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
7164,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7165,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7166,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7167,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
7168,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7169,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
7170,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7171,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
7172,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
7173,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7174,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7175,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7176,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
7177,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7178,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
7179,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7180,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7181,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
7182,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7183,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7184,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7185,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
7186,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7187,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7188,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7189,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7190,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7191,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7192,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
7193,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7194,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
7195,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7196,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7197,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7198,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7199,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
7200,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
7201,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7202,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7203,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7204,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
7205,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
7206,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7207,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
7208,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
7209,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
7210,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
7211,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
7212,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
7213,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
7214,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7215,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
7216,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7217,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7218,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7219,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7220,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
7221,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7222,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7223,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7224,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
7225,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
7226,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
7227,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
7228,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
7229,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7230,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Built-up
7231,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7232,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7233,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
7234,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
7235,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7236,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
7237,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
7238,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
7239,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
7240,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
7241,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
7242,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Built-up
7243,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
7244,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Built-up
7245,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
7246,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
7247,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7248,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
7249,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7250,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7251,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7252,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
7253,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
7254,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
7255,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
7256,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
7257,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7258,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
7259,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
7260,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7261,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
7262,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7263,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
7264,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
7265,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
7266,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Grassland
7267,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
7268,Water,Water,Grassland,Water,Non_Wetland,Forest,NULL,Water
7269,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7270,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7271,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7272,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7273,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7274,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7275,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7276,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7277,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7278,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7279,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7280,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
7281,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
7282,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
7283,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7284,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7285,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7286,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7287,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
7288,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7289,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
7290,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
7291,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7292,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
7293,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
7294,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7295,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
7296,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
7297,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7298,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
7299,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
7300,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7301,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7302,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7303,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
7304,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
7305,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7306,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
7307,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Built-up
7308,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
7309,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
7310,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
7311,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7312,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
7313,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7314,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7315,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7316,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
7317,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
7318,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7319,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7320,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7321,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
7322,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7323,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7324,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7325,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
7326,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7327,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
7328,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7329,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7330,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
7331,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Built-up
7332,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
7333,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
7334,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7335,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
7336,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
7337,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
7338,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
7339,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7340,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
7341,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7342,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Built-up
7343,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
7344,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
7345,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
7346,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
7347,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
7348,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7349,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
7350,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
7351,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
7352,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7353,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
7354,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7355,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
7356,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
7357,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
7358,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7359,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7360,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
7361,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7362,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7363,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
7364,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
7365,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7366,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
7367,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
7368,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7369,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
7370,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
7371,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
7372,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Built-up
7373,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
7374,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
7375,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
7376,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
7377,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Water
7378,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
7379,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7380,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
7381,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7382,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
7383,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7384,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7385,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7386,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7387,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
7388,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
7389,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
7390,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7391,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7392,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7393,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7394,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
7395,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Water
7396,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
7397,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
7398,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
7399,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
7400,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
7401,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
7402,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
7403,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
7404,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
7405,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Built-up,Water
7406,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
7407,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7408,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
7409,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
7410,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Built-up
7411,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7412,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
7413,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
7414,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
7415,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
7416,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
7417,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Water
7418,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
7419,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
7420,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
7421,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7422,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
7423,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
7424,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
7425,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7426,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
7427,Water,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
7428,Water,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Water
7429,Water,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
7430,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Water
7431,Water,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Water
7432,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7433,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
7434,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
7435,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
7436,Water,Water,Cropland,Water,Non_Wetland,Cropland,Water,Grassland
7437,Water,Water,Cropland,Water,Non_Wetland,Cropland,Water,Water
7438,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
7439,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Water
7440,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
7441,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
7442,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
7443,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
7444,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
7445,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
7446,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
7447,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Built-up
7448,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7449,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
7450,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
7451,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
7452,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
7453,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
7454,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
7455,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
7456,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Water
7457,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
7458,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
7459,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
7460,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
7461,Water,Water,Cropland,Water,Non_Wetland,Forest,Wetland,Water
7462,Water,Water,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
7463,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
7464,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
7465,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
7466,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
7467,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Bareland
7468,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
7469,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
7470,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
7471,Water,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
7472,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
7473,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
7474,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Bareland
7475,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
7476,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
7477,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
7478,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
7479,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
7480,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7481,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
7482,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
7483,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
7484,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
7485,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
7486,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
7487,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
7488,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
7489,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
7490,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
7491,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
7492,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
7493,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
7494,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
7495,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
7496,Water,Water,Wetland,NULL,Wetland,Water,Water,Cropland
7497,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
7498,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
7499,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
7500,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
7501,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
