Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCN_M_R
6301,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
6302,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
6303,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
6304,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
6305,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
6306,Water,Wetland,Forest,Water,Non_Wetland,Water,Forest,Water
6307,Water,Bareland,Wetland,Water,Wetland,Water,NULL,Water
6308,Water,Bareland,Water,Water,Water,Water,NULL,Water
6309,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6310,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6311,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6312,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6313,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6314,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6315,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6316,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6317,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6318,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
6319,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
6320,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
6321,Water,Built-up,Water,NULL,Water,Wetland,Water,Grassland
6322,Water,Built-up,Water,Water,Water,Built-up,Built-up,Bareland
6323,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6324,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6325,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6326,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
6327,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6328,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
6329,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6330,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6331,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
6332,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6333,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
6334,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6335,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
6336,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
6337,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6338,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
6339,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6340,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6341,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
6342,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6343,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6344,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
6345,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6346,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6347,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6348,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
6349,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
6350,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
6351,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6352,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6353,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
6354,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
6355,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6356,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6357,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
6358,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6359,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6360,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6361,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
6362,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6363,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6364,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
6365,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6366,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
6367,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
6368,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
6369,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
6370,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6371,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
6372,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
6373,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
6374,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6375,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
6376,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
6377,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
6378,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6379,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
6380,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
6381,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
6382,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
6383,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6384,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
6385,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6386,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6387,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
6388,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6389,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
6390,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
6391,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6392,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
6393,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
6394,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6395,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6396,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
6397,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
6398,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
6399,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
6400,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
6401,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
6402,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
6403,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
6404,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
6405,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6406,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6407,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
6408,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6409,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
6410,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
6411,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
6412,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Water
6413,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
6414,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
6415,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
6416,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
6417,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
6418,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Forest
6419,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
6420,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
6421,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
6422,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
6423,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
6424,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
6425,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
6426,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
6427,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
6428,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
6429,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Bareland
6430,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
6431,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
6432,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
6433,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
6434,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
6435,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
6436,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
6437,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
6438,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
6439,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
6440,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
6441,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
6442,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6443,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
6444,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6445,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6446,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
6447,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6448,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6449,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6450,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6451,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
6452,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6453,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6454,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6455,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6456,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6457,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
6458,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6459,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6460,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6461,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
6462,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
6463,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
6464,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6465,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
6466,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6467,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6468,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6469,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6470,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6471,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
6472,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6473,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6474,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6475,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6476,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6477,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
6478,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
6479,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
6480,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
6481,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6482,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6483,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6484,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6485,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6486,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6487,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6488,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
6489,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6490,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6491,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
6492,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6493,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6494,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6495,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6496,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6497,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
6498,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6499,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6500,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6501,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6502,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
6503,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
6504,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
6505,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6506,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6507,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
6508,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
6509,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Built-up
6510,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6511,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6512,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6513,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
6514,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6515,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6516,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6517,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
6518,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6519,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
6520,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
6521,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6522,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
6523,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
6524,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6525,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6526,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6527,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6528,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6529,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6530,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
6531,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6532,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
6533,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6534,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6535,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6536,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6537,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6538,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6539,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
6540,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
6541,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
6542,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
6543,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6544,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6545,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
6546,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6547,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
6548,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6549,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6550,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
6551,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6552,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
6553,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
6554,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
6555,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
6556,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6557,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
6558,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6559,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6560,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
6561,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
6562,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
6563,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
6564,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
6565,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
6566,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
6567,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6568,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
6569,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
6570,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
6571,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6572,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
6573,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6574,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
6575,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
6576,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
6577,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
6578,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
6579,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
6580,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
6581,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
6582,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
6583,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
6584,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
6585,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
6586,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
6587,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
6588,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
6589,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
6590,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
6591,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6592,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6593,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
6594,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
6595,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
6596,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
6597,Water,Water,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
6598,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6599,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6600,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6601,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6602,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6603,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
6604,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
6605,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Water
6606,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
6607,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6608,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6609,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
6610,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6611,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
6612,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6613,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
6614,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
6615,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6616,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
6617,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
6618,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
6619,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
6620,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
6621,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
6622,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6623,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6624,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6625,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6626,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
