Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCG_M_R
2051,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2052,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2053,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2054,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2055,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2056,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2057,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2058,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2059,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2060,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2061,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2062,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2063,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2064,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2065,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2066,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2067,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2068,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2069,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2070,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2071,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2072,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2073,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2074,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2075,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2076,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2077,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2078,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2079,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2080,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
2081,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2082,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2083,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2084,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2085,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2086,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2087,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2088,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2089,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2090,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2091,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2092,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2093,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2094,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2095,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2096,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2097,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2098,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2099,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2100,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2101,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2102,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
2103,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2104,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
2105,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
2106,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
2107,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
2108,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2109,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
2110,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
2111,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
2112,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2113,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2114,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2115,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2116,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2117,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2118,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2119,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2120,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2121,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2122,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2123,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2124,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2125,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2126,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2127,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2128,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2129,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2130,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2131,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2132,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2133,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2134,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2135,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2136,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2137,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2138,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2139,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2140,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2141,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2142,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2143,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2144,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2145,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2146,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2147,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2148,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2149,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2150,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2151,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2152,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2153,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2154,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2155,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2156,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2157,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2158,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2159,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2160,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2161,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2162,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2163,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2164,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2165,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2166,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2167,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2168,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2169,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2170,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2171,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2172,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2173,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2174,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2175,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2176,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2177,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2178,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2179,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2180,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2181,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2182,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2183,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2184,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2185,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2186,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2187,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2188,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2189,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2190,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2191,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2192,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2193,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2194,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2195,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2196,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2197,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2198,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2199,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2200,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2201,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2202,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2203,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2204,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2205,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2206,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2207,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2208,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
2209,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2210,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2211,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2212,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
2213,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
2214,Water,NULL,Water,NULL,Water,NULL,NULL,Water
2215,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
2216,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2217,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
2218,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2219,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
2220,Water,NULL,Water,Water,Water,NULL,NULL,Water
2221,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2222,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2223,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2224,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2225,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2226,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2227,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2228,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2229,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2230,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2231,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2232,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2233,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2234,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2235,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2236,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2237,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2238,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2239,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2240,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2241,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2242,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2243,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2244,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2245,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2246,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2247,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2248,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2249,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2250,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2251,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2252,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2253,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2254,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2255,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2256,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2257,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2258,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2259,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2260,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2261,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2262,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2263,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2264,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2265,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2266,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2267,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2268,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2269,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2270,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2271,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2272,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2273,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2274,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2275,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2276,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2277,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2278,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2279,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2280,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2281,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2282,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2283,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2284,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2285,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2286,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2287,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2288,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2289,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2290,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2291,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2292,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2293,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2294,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2295,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2296,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2297,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2298,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2299,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2300,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2301,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2302,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
2303,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
2304,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2305,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2306,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
2307,Water,Cropland,Water,Water,Water,NULL,NULL,Water
2308,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
2309,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2310,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2311,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2312,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2313,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2314,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2315,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2316,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2317,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2318,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2319,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2320,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2321,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2322,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2323,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2324,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2325,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2326,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2327,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2328,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2329,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2330,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2331,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2332,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2333,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2334,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2335,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2336,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2337,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2338,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2339,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2340,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2341,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2342,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2343,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2344,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2345,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2346,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2347,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2348,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2349,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2350,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2351,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2352,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2353,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2354,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2355,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2356,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2357,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2358,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2359,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2360,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2361,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2362,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2363,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2364,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2365,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2366,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2367,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2368,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2369,Water,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
2370,Water,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2371,Water,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2372,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
2373,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
2374,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
2375,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
2376,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2377,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2378,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
2379,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
2380,Water,Wetland,Water,Water,Water,NULL,NULL,Water
2381,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
2382,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2383,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2384,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2385,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2386,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2387,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2388,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2389,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2390,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2391,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2392,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2393,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2394,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2395,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2396,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2397,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2398,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
