Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWQ_M_R
11337,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
11338,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
11339,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
11340,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
11341,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
11342,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
11343,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
11344,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
11345,Water,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
11346,Water,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11347,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,NULL
11348,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
11349,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
11350,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
11351,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
11352,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
11353,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11354,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
11355,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
11356,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
11357,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
11358,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11359,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11360,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11361,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11362,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11363,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11364,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Bareland
11365,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
11366,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
11367,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
11368,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11369,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
11370,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
11371,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
11372,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
11373,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
11374,Water,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
11375,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
11376,Water,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
11377,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
11378,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
11379,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
11380,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
11381,Water,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
11382,Water,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
11383,Water,NULL,NULL,Water,Non_Wetland,Forest,Water,Forest
11384,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11385,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11386,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
11387,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
11388,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11389,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11390,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
11391,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11392,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11393,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
11394,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
11395,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11396,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
11397,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
11398,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
11399,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11400,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11401,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11402,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11403,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11404,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
11405,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11406,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11407,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11408,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11409,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
11410,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
11411,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
11412,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
11413,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11414,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11415,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11416,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11417,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11418,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
11419,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11420,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11421,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
11422,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
11423,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
11424,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11425,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11426,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11427,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11428,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11429,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11430,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11431,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
11432,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11433,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
11434,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
11435,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
11436,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11437,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
11438,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11439,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
11440,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
11441,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
11442,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
11443,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
11444,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
11445,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
11446,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11447,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11448,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
11449,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11450,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
11451,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11452,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
11453,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
11454,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11455,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
11456,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11457,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11458,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
11459,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11460,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11461,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
11462,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
11463,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
11464,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11465,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
11466,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11467,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11468,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
11469,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11470,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
11471,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
11472,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11473,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
11474,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
11475,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
11476,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
11477,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
11478,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
11479,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11480,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11481,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
11482,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
11483,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
11484,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
11485,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11486,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
11487,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
11488,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
11489,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
11490,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
11491,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
11492,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
11493,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
11494,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11495,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
11496,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
11497,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
11498,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
11499,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
11500,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11501,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
11502,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
11503,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
11504,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
11505,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
11506,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11507,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11508,Water,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
11509,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
11510,Water,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
11511,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11512,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11513,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11514,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11515,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11516,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11517,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11518,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11519,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11520,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11521,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11522,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
11523,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11524,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
11525,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11526,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
11527,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11528,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
11529,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11530,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11531,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
11532,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11533,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11534,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
11535,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11536,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11537,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11538,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11539,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11540,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11541,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11542,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11543,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11544,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11545,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
11546,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11547,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11548,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
11549,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
11550,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
11551,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
11552,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
11553,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11554,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11555,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11556,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11557,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11558,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
11559,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11560,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11561,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11562,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
11563,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11564,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11565,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11566,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11567,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11568,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
11569,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11570,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11571,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
11572,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
11573,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
11574,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11575,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11576,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
11577,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
11578,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
11579,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11580,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11581,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
11582,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11583,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11584,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11585,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
11586,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
11587,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
11588,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11589,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
11590,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
11591,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
11592,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
11593,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
11594,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
11595,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
11596,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11597,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
11598,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
11599,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
11600,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
11601,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11602,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11603,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
11604,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11605,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
11606,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11607,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
11608,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11609,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11610,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
11611,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
11612,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
11613,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
11614,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
11615,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Built-up
11616,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
11617,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11618,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
11619,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
11620,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11621,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Water
11622,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
11623,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11624,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
11625,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
11626,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
11627,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
11628,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11629,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
11630,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11631,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11632,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11633,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11634,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
11635,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11636,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
11637,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
11638,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
11639,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11640,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11641,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11642,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11643,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
11644,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
11645,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
11646,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11647,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
11648,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
11649,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11650,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
11651,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
11652,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
11653,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
11654,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Water
11655,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
11656,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11657,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
11658,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
11659,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
11660,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
