Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRV_M_R
1293,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1294,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1295,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1296,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1297,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1298,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1299,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1300,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1301,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1302,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1303,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1304,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1305,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1306,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1307,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1308,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1309,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1310,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1311,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1312,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1313,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1314,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1315,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1316,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1317,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1318,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1319,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1320,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1321,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1322,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1323,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1324,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1325,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1326,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1327,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
1328,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1329,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1330,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1331,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1332,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1333,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1334,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1335,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1336,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1337,Cropland,NULL,Water,Water,Water,Water,Water,Water
1338,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1339,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1340,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1341,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1342,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1343,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1344,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1345,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1346,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1347,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1348,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1349,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1350,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1351,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1352,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1353,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1354,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1355,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1356,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1357,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1358,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1359,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1360,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1361,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1362,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1363,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1364,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1365,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1366,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1367,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1368,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1369,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1370,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1371,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1372,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1373,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1374,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1375,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1376,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1377,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
1378,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1379,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1380,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1381,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1382,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1383,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1384,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1385,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1386,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1387,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1388,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1389,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1390,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1391,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1392,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1393,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1394,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1395,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1396,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1397,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1398,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1399,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1400,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1401,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1402,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1403,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1404,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1405,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1406,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1407,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1408,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1409,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1410,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1411,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1412,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1413,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1414,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1415,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1416,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1417,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1418,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1419,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1420,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1421,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1422,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1423,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1424,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1425,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1426,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1427,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1428,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1429,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1430,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1431,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1432,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1433,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1434,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1435,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1436,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1437,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1438,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1439,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1440,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1441,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1442,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1443,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
1444,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1445,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1446,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1447,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1448,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1449,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1450,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1451,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1452,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1453,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1454,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1455,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1456,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1457,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1458,Wetland,NULL,Water,NULL,Water,NULL,Wetland,Forest
1459,Wetland,NULL,Water,NULL,Water,Grassland,Water,Grassland
1460,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1461,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
1462,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1463,Wetland,NULL,Water,Water,Water,Grassland,Water,Grassland
1464,Wetland,NULL,Water,Water,Water,Grassland,Water,Wetland
1465,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1466,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1467,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
1468,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Forest
1469,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
1470,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
1471,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
1472,Wetland,NULL,Water,Water,Water,Wetland,Water,Forest
1473,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
1474,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
1475,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
1476,Wetland,NULL,Water,Water,Water,Water,Water,Water
1477,Wetland,NULL,Water,Water,Water,Water,Water,Forest
1478,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1479,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1480,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1481,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1482,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1483,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1484,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1485,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
1486,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1487,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1488,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1489,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1490,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1491,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1492,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1493,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1494,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
1495,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1496,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1497,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1498,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1499,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1500,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1501,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1502,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1503,Wetland,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
1504,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1505,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Water
1506,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
1507,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Water
1508,Wetland,Wetland,Water,Water,Water,Grassland,Water,Grassland
1509,Wetland,Wetland,Water,Water,Water,Grassland,Water,Wetland
1510,Wetland,Wetland,Water,Water,Water,Grassland,Water,Water
1511,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1512,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
1513,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1514,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
1515,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1516,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
1517,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
1518,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1519,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
1520,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1521,Wetland,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1522,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1523,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1524,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1525,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1526,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1527,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1528,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1529,Wetland,Water,Water,Water,Water,Wetland,Wetland,Wetland
1530,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
1531,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
1532,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1533,Wetland,Water,Water,Water,Water,Water,Water,Water
1534,Wetland,Water,Water,Water,Water,Water,Water,Forest
1535,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1536,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1537,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1538,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1539,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1540,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1541,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1542,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1543,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1544,Wetland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1545,Wetland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1546,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1547,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1548,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1549,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1550,Wetland,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
1551,Wetland,Forest,Water,NULL,Water,Water,Water,Wetland
1552,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
1553,Wetland,Forest,Water,Water,Water,Wetland,Water,Wetland
1554,Wetland,Forest,Water,Water,Water,Wetland,Water,Water
1555,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
1556,Wetland,Forest,Water,Water,Water,Water,Water,Water
1557,Wetland,Forest,Water,Water,Water,Water,Water,Forest
1558,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1559,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1560,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1561,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1562,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1563,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1564,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1565,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1566,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1567,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1568,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1569,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1570,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1571,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1572,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
1573,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1574,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1575,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1576,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1577,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1578,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1579,Bareland,NULL,Water,Water,Water,Bareland,Water,Bareland
1580,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1581,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1582,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1583,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1584,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1585,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1586,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1587,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1588,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1589,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1590,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1591,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1592,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1593,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1594,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1595,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
1596,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1597,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
1598,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Water,Forest
1599,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Water,Forest
1600,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1601,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
1602,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1603,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1604,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
1605,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
1606,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1607,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1608,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1609,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1610,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
