Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGR_M_R
1141,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1142,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1143,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1144,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1145,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1146,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1147,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1148,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1149,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1150,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1151,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1152,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1153,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1154,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1155,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1156,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1157,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1158,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1159,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1160,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1161,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1162,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1163,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1164,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1165,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1166,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1167,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1168,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1169,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1170,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1171,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1172,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1173,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1174,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1175,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1176,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1177,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1178,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1179,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1180,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1181,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
1182,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1183,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1184,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1185,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1186,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1187,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1188,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1189,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1190,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1191,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
1192,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1193,Water,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
1194,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
1195,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1196,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1197,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
1198,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
1199,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
1200,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1201,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1202,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1203,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1204,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1205,Water,Water,Water,NULL,Water,Wetland,Water,Water
1206,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1207,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
1208,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
1209,Water,Water,Water,NULL,Water,Bareland,Water,Water
1210,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1211,Water,Water,Water,NULL,Water,Water,Wetland,Water
1212,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1213,Water,Water,Water,NULL,Water,Water,Water,Grassland
1214,Water,Water,Water,NULL,Water,Water,Water,Water
1215,Water,Water,Water,NULL,Water,Water,Water,Forest
1216,Water,Water,Water,NULL,Water,Water,Forest,Water
1217,Water,Water,Water,NULL,Water,Water,Forest,Forest
1218,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
1219,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1220,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1221,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1222,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
1223,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
1224,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
1225,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
1226,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
1227,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1228,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1229,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1230,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1231,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1232,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
1233,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1234,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1235,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1236,Water,Water,Water,Non_Water,Water,Water,Water,Water
1237,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1238,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1239,Water,Water,Water,Water,Water,NULL,Wetland,Water
1240,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1241,Water,Water,Water,Water,Water,NULL,Water,Water
1242,Water,Water,Water,Water,Water,NULL,Water,Forest
1243,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
1244,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1245,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1246,Water,Water,Water,Water,Water,Grassland,Water,Water
1247,Water,Water,Water,Water,Water,Grassland,Water,Forest
1248,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1249,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
1250,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1251,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1252,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1253,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1254,Water,Water,Water,Water,Water,Wetland,Water,Water
1255,Water,Water,Water,Water,Water,Wetland,Water,Forest
1256,Water,Water,Water,Water,Water,Bareland,Water,Water
1257,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1258,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1259,Water,Water,Water,Water,Water,Water,Wetland,Water
1260,Water,Water,Water,Water,Water,Water,Wetland,Forest
1261,Water,Water,Water,Water,Water,Water,Water,Grassland
1262,Water,Water,Water,Water,Water,Water,Water,Wetland
1263,Water,Water,Water,Water,Water,Water,Water,Bareland
1264,Water,Water,Water,Water,Water,Water,Water,Water
1265,Water,Water,Water,Water,Water,Water,Water,Forest
1266,Water,Water,Water,Water,Water,Water,Forest,Grassland
1267,Water,Water,Water,Water,Water,Water,Forest,Water
1268,Water,Water,Water,Water,Water,Water,Forest,Forest
1269,Water,Water,Water,Water,Water,Forest,Wetland,Water
1270,Water,Water,Water,Water,Water,Forest,Water,Water
1271,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1272,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1273,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1274,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1275,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1276,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1277,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1278,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1279,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1280,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1281,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1282,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1283,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1284,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1285,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1286,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1287,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1288,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1289,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1290,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1291,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1292,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1293,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1294,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1295,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1296,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1297,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1298,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1299,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1300,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1301,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1302,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1303,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1304,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1305,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1306,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1307,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1308,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1309,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1310,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1311,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1312,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1313,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1314,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1315,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1316,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1317,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1318,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1319,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1320,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1321,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1322,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1323,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1324,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
1325,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1326,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1327,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1328,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1329,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1330,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1331,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1332,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1333,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1334,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1335,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1336,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1337,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1338,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
1339,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1340,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
1341,Water,Forest,Water,Water,Water,Wetland,Water,Water
1342,Water,Forest,Water,Water,Water,Water,Wetland,Water
1343,Water,Forest,Water,Water,Water,Water,Water,Grassland
1344,Water,Forest,Water,Water,Water,Water,Water,Water
1345,Water,Forest,Water,Water,Water,Water,Water,Forest
1346,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1347,Water,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1348,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1349,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1350,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1351,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1352,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
1353,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1354,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1355,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1356,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1357,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1358,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1359,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1360,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1361,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1362,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1363,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1364,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1365,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1366,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1367,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1368,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1369,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1370,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1371,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1372,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1373,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1374,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1375,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1376,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1377,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1378,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1379,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1380,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1381,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1382,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1383,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1384,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1385,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1386,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1387,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1388,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
1389,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1390,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1391,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1392,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1393,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1394,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1395,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1396,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1397,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1398,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1399,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1400,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1401,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1402,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1403,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1404,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1405,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1406,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1407,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1408,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1409,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1410,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1411,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1412,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1413,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1414,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1415,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1416,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1417,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1418,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1419,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1420,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1421,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1422,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1423,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1424,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1425,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1426,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1427,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1428,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1429,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1430,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1431,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1432,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1433,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1434,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1435,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
1436,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1437,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1438,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1439,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1440,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1441,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1442,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Water
1443,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1444,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1445,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1446,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1447,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1448,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1449,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1450,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1451,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1452,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1453,Forest,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
1454,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1455,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1456,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1457,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1458,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1459,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1460,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
1461,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1462,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1463,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1464,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1465,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1466,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1467,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1468,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1469,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
