Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVE_M_R
7468,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
7469,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
7470,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7471,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7472,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7473,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
7474,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7475,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7476,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7477,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
7478,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
7479,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
7480,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
7481,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
7482,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
7483,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
7484,Wetland,Forest,Wetland,NULL,Wetland,NULL,Bareland,Grassland
7485,Wetland,Forest,Wetland,NULL,Wetland,NULL,Bareland,Wetland
7486,Wetland,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
7487,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
7488,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
7489,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,Water
7490,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
7491,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
7492,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
7493,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7494,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
7495,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
7496,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
7497,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
7498,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
7499,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7500,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
7501,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
7502,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7503,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,NULL
7504,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
7505,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
7506,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
7507,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
7508,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
7509,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
7510,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Bareland
7511,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
7512,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
7513,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
7514,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
7515,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
7516,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
7517,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
7518,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
7519,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
7520,Wetland,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
7521,Wetland,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
7522,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7523,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
7524,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
7525,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
7526,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
7527,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
7528,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Water
7529,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7530,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7531,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Bareland
7532,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
7533,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
7534,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
7535,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7536,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
7537,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7538,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7539,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
7540,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7541,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
7542,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
7543,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7544,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
7545,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Bareland
7546,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
7547,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7548,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
7549,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
7550,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7551,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
7552,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
7553,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
7554,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
7555,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Bareland
7556,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7557,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
7558,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
7559,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
7560,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7561,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
7562,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
7563,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Bareland
7564,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
7565,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
7566,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7567,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
7568,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
7569,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
7570,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
7571,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
7572,Wetland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7573,Wetland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7574,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
7575,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Water
7576,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Wetland
7577,Wetland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
7578,Wetland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
7579,Wetland,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7580,Wetland,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Wetland
7581,Wetland,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
7582,Wetland,Forest,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
7583,Wetland,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
7584,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7585,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7586,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7587,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7588,Wetland,Forest,Water,NULL,Water,NULL,Wetland,Water
7589,Wetland,Forest,Water,NULL,Water,NULL,Water,Wetland
7590,Wetland,Forest,Water,NULL,Water,Wetland,NULL,Wetland
7591,Wetland,Forest,Water,NULL,Water,Wetland,Water,Wetland
7592,Wetland,Forest,Water,NULL,Water,Wetland,Water,Water
7593,Wetland,Forest,Water,NULL,Water,Wetland,Forest,Forest
7594,Wetland,Forest,Water,NULL,Water,Water,Water,Water
7595,Wetland,Forest,Water,Non_Water,Water,NULL,Wetland,Wetland
7596,Wetland,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
7597,Wetland,Forest,Water,Water,Water,NULL,Wetland,Wetland
7598,Wetland,Forest,Water,Water,Water,NULL,Wetland,Water
7599,Wetland,Forest,Water,Water,Water,Wetland,Water,Wetland
7600,Wetland,Forest,Water,Water,Water,Wetland,Water,Water
7601,Wetland,Forest,Water,Water,Water,Wetland,Water,Forest
7602,Wetland,Forest,Water,Water,Water,Water,Water,Water
7603,Wetland,Forest,Water,Water,Water,Forest,Water,Forest
7604,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
7605,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7606,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7607,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7608,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
7609,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7610,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Wetland
7611,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
7612,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7613,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7614,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
7615,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7616,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7617,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
7618,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7619,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7620,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7621,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
7622,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
7623,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7624,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7625,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7626,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
7627,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7628,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7629,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
7630,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7631,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7632,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
7633,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
7634,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7635,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
7636,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
7637,Wetland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
7638,Wetland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Water
7639,Wetland,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
7640,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7641,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7642,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
7643,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
7644,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7645,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7646,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
7647,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
7648,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
7649,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
7650,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
7651,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
7652,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
7653,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
7654,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7655,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7656,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
7657,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7658,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
7659,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7660,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7661,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
7662,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7663,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7664,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7665,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7666,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7667,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
7668,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7669,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7670,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7671,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
7672,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7673,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7674,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
7675,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
7676,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
7677,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7678,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
7679,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7680,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
7681,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
7682,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
7683,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
7684,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
7685,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7686,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7687,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7688,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
7689,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7690,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
7691,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
7692,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7693,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
7694,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7695,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7696,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
7697,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
7698,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7699,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
7700,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7701,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7702,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7703,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7704,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
7705,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7706,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7707,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7708,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7709,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7710,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7711,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7712,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7713,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7714,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7715,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
7716,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7717,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7718,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7719,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
7720,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7721,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
7722,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7723,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7724,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7725,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
7726,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
7727,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7728,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7729,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
7730,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
7731,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7732,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
7733,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
7734,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
7735,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7736,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
7737,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
7738,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7739,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7740,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7741,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
7742,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7743,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7744,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
7745,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
7746,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
7747,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7748,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7749,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7750,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7751,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
7752,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
7753,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
7754,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
7755,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7756,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7757,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
7758,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7759,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
7760,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
7761,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7762,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7763,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
7764,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7765,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
7766,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
7767,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7768,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
7769,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7770,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7771,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7772,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7773,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7774,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7775,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7776,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7777,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7778,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7779,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7780,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
7781,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7782,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7783,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
7784,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
7785,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7786,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
7787,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7788,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7789,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7790,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7791,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
7792,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7793,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7794,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7795,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7796,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
