Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMG_M_R
7913,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7914,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7915,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7916,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7917,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
7918,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7919,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
7920,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7921,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
7922,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7923,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7924,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7925,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7926,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7927,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7928,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7929,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7930,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7931,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7932,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7933,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7934,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7935,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
7936,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
7937,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7938,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7939,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
7940,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7941,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
7942,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7943,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7944,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
7945,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
7946,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7947,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7948,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
7949,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
7950,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7951,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7952,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
7953,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
7954,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7955,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
7956,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
7957,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
7958,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
7959,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7960,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7961,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7962,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7963,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7964,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7965,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7966,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7967,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7968,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7969,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7970,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7971,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7972,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7973,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7974,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7975,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
7976,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7977,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7978,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7979,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7980,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
7981,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
7982,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
7983,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
7984,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
7985,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
7986,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
7987,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
7988,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
7989,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7990,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7991,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
7992,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
7993,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7994,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7995,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7996,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7997,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7998,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7999,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8000,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
8001,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
8002,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
8003,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8004,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8005,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8006,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8007,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
8008,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8009,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8010,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8011,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8012,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8013,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
8014,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
8015,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
8016,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
8017,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
8018,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
8019,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
8020,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8021,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
8022,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8023,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
8024,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8025,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8026,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
8027,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
8028,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8029,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
8030,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
8031,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
8032,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
8033,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
8034,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
8035,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
8036,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8037,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8038,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8039,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8040,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Water
8041,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
8042,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
8043,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8044,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
8045,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
8046,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8047,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
8048,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8049,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
8050,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
8051,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8052,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8053,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
8054,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8055,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
8056,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8057,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
8058,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
8059,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
8060,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8061,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
8062,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
8063,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
8064,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
8065,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
8066,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8067,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8068,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
8069,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8070,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8071,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8072,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8073,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8074,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8075,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8076,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8077,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
8078,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
8079,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
8080,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
8081,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
8082,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
8083,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8084,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
8085,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8086,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
8087,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8088,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8089,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8090,Cropland,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
8091,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
8092,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
8093,Cropland,Built-up,Water,NULL,Water,NULL,Shrubland,Grassland
8094,Cropland,Built-up,Water,NULL,Water,NULL,Bareland,Bareland
8095,Cropland,Built-up,Water,NULL,Water,NULL,Bareland,Built-up
8096,Cropland,Built-up,Water,NULL,Water,Shrubland,NULL,Grassland
8097,Cropland,Built-up,Water,NULL,Water,Shrubland,Shrubland,Grassland
8098,Cropland,Built-up,Water,NULL,Water,Grassland,Water,NULL
8099,Cropland,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
8100,Cropland,Built-up,Water,NULL,Water,Built-up,Built-up,Cropland
8101,Cropland,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
8102,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8103,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8104,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8105,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
8106,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8107,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8108,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
8109,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
8110,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8111,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8112,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
8113,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
8114,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
8115,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8116,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8117,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8118,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8119,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8120,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8121,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
8122,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8123,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8124,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8125,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8126,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8127,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8128,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8129,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8130,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8131,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8132,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
8133,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8134,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8135,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8136,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8137,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8138,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
8139,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
8140,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8141,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
8142,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
8143,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
8144,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
8145,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8146,Cropland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8147,Cropland,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8148,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8149,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8150,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8151,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8152,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8153,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8154,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8155,Cropland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8156,Cropland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8157,Cropland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8158,Cropland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8159,Cropland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8160,Cropland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
8161,Cropland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
8162,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8163,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8164,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8165,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8166,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
8167,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8168,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8169,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8170,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
8171,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8172,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8173,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
8174,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8175,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8176,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8177,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8178,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8179,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8180,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
8181,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8182,Cropland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8183,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8184,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8185,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8186,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8187,Cropland,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
8188,Cropland,Water,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8189,Cropland,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
8190,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8191,Cropland,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
8192,Cropland,Water,Water,NULL,Water,Bareland,Water,Grassland
8193,Cropland,Water,Water,NULL,Water,Bareland,Water,Water
8194,Cropland,Water,Water,Water,Water,Bareland,Water,Water
8195,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8196,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8197,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8198,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8199,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8200,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8201,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8202,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8203,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8204,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8205,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8206,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8207,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8208,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8209,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8210,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8211,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8212,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8213,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
8214,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8215,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8216,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8217,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
8218,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8219,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8220,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8221,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8222,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8223,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8224,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8225,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
