Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYH_M_R
1441,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1442,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1443,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1444,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1445,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1446,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1447,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1448,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1449,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1450,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1451,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1452,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1453,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1454,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1455,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1456,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1457,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1458,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1459,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1460,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1461,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1462,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1463,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1464,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1465,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1466,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1467,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1468,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1469,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1470,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1471,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1472,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1473,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1474,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1475,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1476,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1477,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1478,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1479,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1480,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
1481,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1482,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1483,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1484,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1485,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1486,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1487,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1488,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1489,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1490,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1491,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1492,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1493,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1494,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
1495,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1496,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1497,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1498,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1499,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1500,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1501,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1502,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1503,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1504,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1505,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1506,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1507,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1508,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
1509,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1510,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
1511,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1512,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1513,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1514,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1515,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1516,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1517,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1518,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1519,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1520,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1521,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1522,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1523,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
1524,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1525,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1526,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1527,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1528,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1529,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1530,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1531,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1532,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1533,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1534,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1535,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
1536,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
1537,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1538,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1539,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1540,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1541,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
1542,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
1543,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1544,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1545,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
1546,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1547,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1548,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1549,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1550,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1551,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1552,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
1553,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1554,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
1555,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1556,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
1557,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
1558,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
1559,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1560,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1561,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1562,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1563,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1564,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1565,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1566,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1567,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1568,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1569,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1570,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1571,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1572,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1573,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1574,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1575,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1576,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1577,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1578,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1579,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1580,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1581,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1582,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1583,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1584,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1585,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1586,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
1587,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
1588,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
1589,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
1590,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
1591,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
1592,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
1593,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1594,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1595,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1596,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1597,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1598,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1599,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1600,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1601,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1602,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1603,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1604,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1605,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1606,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1607,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1608,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1609,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1610,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1611,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1612,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1613,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1614,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1615,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1616,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Cropland
1617,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1618,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1619,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1620,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1621,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1622,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1623,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1624,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1625,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1626,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1627,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1628,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1629,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
1630,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1631,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1632,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1633,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1634,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1635,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1636,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1637,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1638,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
1639,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1640,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1641,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
1642,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
1643,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
1644,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1645,NULL,Built-up,Water,NULL,Water,NULL,Wetland,Grassland
1646,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
1647,NULL,Built-up,Water,NULL,Water,Grassland,Wetland,Grassland
1648,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Grassland
1649,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Grassland
1650,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Bareland
1651,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Grassland
1652,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
1653,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Cropland
1654,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
1655,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Built-up
1656,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Forest
1657,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
1658,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
1659,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
1660,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
1661,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
1662,NULL,Built-up,Water,NULL,Water,Bareland,Forest,Bareland
1663,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
1664,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Cropland
1665,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
1666,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
1667,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
1668,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1669,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1670,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1671,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1672,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1673,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1674,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1675,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1676,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1677,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1678,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1679,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
1680,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1681,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1682,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1683,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1684,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1685,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1686,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1687,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1688,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1689,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1690,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1691,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1692,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1693,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1694,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1695,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1696,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
1697,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1698,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1699,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1700,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1701,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
1702,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1703,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1704,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1705,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1706,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1707,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1708,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1709,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1710,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1711,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1712,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1713,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1714,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1715,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1716,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1717,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1718,NULL,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1719,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1720,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
1721,NULL,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1722,NULL,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
1723,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1724,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1725,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1726,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1727,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1728,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1729,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1730,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1731,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1732,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1733,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1734,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1735,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1736,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
1737,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1738,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1739,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1740,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1741,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1742,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1743,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1744,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1745,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
1746,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1747,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1748,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1749,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1750,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1751,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1752,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1753,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
1754,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1755,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1756,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1757,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1758,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1759,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1760,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1761,NULL,Water,Water,NULL,Water,Grassland,NULL,Grassland
1762,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
1763,NULL,Water,Water,NULL,Water,Grassland,Grassland,Forest
1764,NULL,Water,Water,NULL,Water,Bareland,Grassland,Forest
