Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYQ_M_R
1130,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1131,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1132,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1133,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1134,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1135,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Water
1136,Bareland,Water,Wetland,Water,Wetland,Water,Grassland,Water
1137,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1138,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1139,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1140,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1141,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
1142,Bareland,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1143,Bareland,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
1144,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
1145,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1146,Bareland,Water,Water,Water,Water,Bareland,NULL,Water
1147,Bareland,Water,Water,Water,Water,Water,Wetland,Water
1148,Bareland,Water,Water,Water,Water,Water,Water,Water
1149,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1150,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1151,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1152,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1153,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1154,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1155,Bareland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1156,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1157,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1158,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1159,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1160,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1161,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1162,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1163,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Bareland
1164,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1165,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1166,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
1167,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
1168,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1169,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1170,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1171,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1172,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
1173,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1174,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1175,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1176,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1177,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1178,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
1179,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1180,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1181,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1182,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1183,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1184,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
1185,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1186,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1187,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1188,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1189,Water,NULL,Wetland,Water,Wetland,Cropland,Water,Water
1190,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
1191,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1192,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1193,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1194,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1195,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1196,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
1197,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1198,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
1199,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1200,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1201,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1202,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1203,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1204,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
1205,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1206,Water,NULL,Water,Non_Water,Water,Water,Water,Water
1207,Water,NULL,Water,Water,Water,Water,Water,Grassland
1208,Water,NULL,Water,Water,Water,Water,Water,Water
1209,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
1210,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
1211,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1212,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
1213,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
1214,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
1215,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1216,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1217,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1218,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1219,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1220,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1221,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1222,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1223,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1224,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1225,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1226,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1227,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1228,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1229,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1230,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1231,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
1232,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1233,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1234,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1235,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
1236,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1237,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1238,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1239,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1240,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1241,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1242,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1243,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1244,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1245,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1246,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1247,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
1248,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Water
1249,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
1250,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1251,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
1252,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1253,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1254,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1255,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1256,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1257,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1258,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1259,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1260,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1261,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1262,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1263,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
1264,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1265,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1266,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Water
1267,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1268,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
1269,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
1270,Water,Wetland,Water,NULL,Water,Water,Water,Bareland
1271,Water,Wetland,Water,NULL,Water,Water,Water,Water
1272,Water,Wetland,Water,NULL,Water,Water,Water,Forest
1273,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
1274,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
1275,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
1276,Water,Wetland,Water,Water,Water,NULL,Water,Forest
1277,Water,Wetland,Water,Water,Water,Wetland,Water,Water
1278,Water,Wetland,Water,Water,Water,Water,Wetland,Water
1279,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
1280,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1281,Water,Wetland,Water,Water,Water,Water,Water,Wetland
1282,Water,Wetland,Water,Water,Water,Water,Water,Bareland
1283,Water,Wetland,Water,Water,Water,Water,Water,Water
1284,Water,Wetland,Water,Water,Water,Water,Water,Forest
1285,Water,Wetland,Water,Water,Water,Forest,Water,Water
1286,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1287,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
1288,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1289,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1290,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1291,Water,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1292,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1293,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1294,Water,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Water
1295,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
1296,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1297,Water,Bareland,Wetland,Water,Wetland,Water,NULL,Water
1298,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1299,Water,Bareland,Water,Water,Water,Water,Water,Water
1300,Water,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
1301,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1302,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1303,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1304,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1305,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1306,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1307,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1308,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
1309,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1310,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1311,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1312,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
1313,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1314,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1315,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1316,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1317,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
1318,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1319,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1320,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
1321,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1322,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1323,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1324,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1325,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
1326,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1327,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1328,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1329,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1330,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1331,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1332,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1333,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
1334,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1335,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1336,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1337,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1338,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1339,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1340,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1341,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
1342,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1343,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
1344,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1345,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
1346,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1347,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1348,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1349,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1350,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
1351,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
1352,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1353,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Bareland
1354,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1355,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1356,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
1357,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
1358,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1359,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
1360,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1361,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1362,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1363,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
1364,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
1365,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1366,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
1367,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1368,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1369,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1370,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1371,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1372,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1373,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1374,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1375,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1376,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1377,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1378,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1379,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1380,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1381,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1382,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1383,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1384,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1385,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1386,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1387,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1388,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1389,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1390,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1391,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1392,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1393,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1394,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
1395,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
1396,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
1397,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1398,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1399,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1400,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1401,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1402,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Bareland
1403,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
1404,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1405,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1406,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1407,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1408,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
1409,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1410,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
1411,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1412,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1413,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1414,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1415,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1416,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1417,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1418,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1419,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1420,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1421,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
1422,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1423,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1424,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1425,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1426,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1427,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1428,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1429,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1430,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
1431,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1432,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1433,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
1434,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1435,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1436,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1437,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1438,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1439,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1440,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1441,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
1442,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1443,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1444,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1445,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1446,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1447,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1448,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1449,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1450,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1451,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1452,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1453,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1454,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
1455,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1456,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1457,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
1458,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1459,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1460,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1461,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1462,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1463,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1464,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1465,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1466,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1467,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1468,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1469,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1470,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
