Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRA_M_R
3695,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3696,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3697,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3698,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3699,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3700,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3701,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3702,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3703,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3704,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3705,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3706,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3707,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3708,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3709,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
3710,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3711,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3712,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3713,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3714,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3715,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3716,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3717,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3718,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3719,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3720,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3721,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3722,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3723,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3724,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3725,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3726,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3727,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3728,Cropland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3729,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3730,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3731,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3732,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3733,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3734,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3735,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3736,Cropland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3737,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
3738,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3739,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3740,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3741,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3742,Cropland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3743,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3744,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3745,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3746,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3747,Cropland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3748,Cropland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3749,Cropland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3750,Cropland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
3751,Cropland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3752,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3753,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3754,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3755,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3756,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3757,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3758,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3759,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3760,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3761,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3762,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3763,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3764,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3765,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
3766,Cropland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3767,Cropland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
3768,Cropland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3769,Cropland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3770,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3771,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3772,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Water
3773,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3774,Cropland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
3775,Cropland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
3776,Cropland,Wetland,Water,Water,Water,Wetland,Water,Grassland
3777,Cropland,Wetland,Water,Water,Water,Water,Wetland,Wetland
3778,Cropland,Wetland,Water,Water,Water,Water,Water,Grassland
3779,Cropland,Wetland,Water,Water,Water,Water,Water,Wetland
3780,Cropland,Wetland,Water,Water,Water,Water,Water,Water
3781,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3782,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3783,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3784,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3785,Cropland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3786,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3787,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3788,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
3789,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3790,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
3791,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3792,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3793,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3794,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3795,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3796,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3797,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3798,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3799,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3800,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3801,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3802,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3803,Cropland,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3804,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
3805,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3806,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3807,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3808,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3809,Cropland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
3810,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
3811,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Water
3812,Cropland,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3813,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3814,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3815,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3816,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3817,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3818,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3819,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3820,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3821,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3822,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3823,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3824,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3825,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3826,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3827,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3828,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3829,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3830,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3831,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
3832,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3833,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3834,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3835,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3836,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
3837,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
3838,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3839,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3840,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3841,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3842,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3843,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3844,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3845,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3846,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
3847,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3848,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3849,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3850,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3851,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
3852,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
3853,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3854,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3855,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3856,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3857,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3858,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3859,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3860,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3861,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3862,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3863,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3864,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3865,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3866,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3867,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3868,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3869,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3870,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3871,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3872,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3873,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3874,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3875,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3876,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3877,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3878,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3879,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3880,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3881,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3882,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
3883,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
3884,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3885,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3886,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3887,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3888,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3889,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3890,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3891,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3892,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
3893,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
3894,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3895,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3896,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3897,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3898,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3899,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3900,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3901,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3902,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3903,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3904,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3905,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3906,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3907,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3908,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3909,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
3910,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3911,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3912,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3913,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
3914,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3915,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3916,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3917,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3918,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3919,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3920,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
3921,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3922,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
3923,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3924,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3925,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3926,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3927,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3928,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3929,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3930,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3931,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3932,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3933,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3934,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3935,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3936,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
3937,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3938,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
3939,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3940,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3941,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3942,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3943,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3944,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3945,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3946,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3947,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
3948,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3949,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
3950,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3951,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3952,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3953,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3954,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3955,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3956,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3957,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3958,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3959,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3960,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3961,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3962,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
3963,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3964,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3965,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3966,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3967,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3968,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3969,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
3970,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3971,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3972,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3973,Wetland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
3974,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3975,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
3976,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
3977,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3978,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3979,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
3980,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
3981,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3982,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3983,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3984,Wetland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
3985,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3986,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3987,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3988,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3989,Wetland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3990,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
3991,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
3992,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3993,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3994,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3995,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3996,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3997,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3998,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3999,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
4000,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
4001,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4002,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4003,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4004,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4005,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4006,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
