Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMA_M_R
1789,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1790,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1791,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1792,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1793,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1794,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1795,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1796,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1797,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1798,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1799,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1800,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1801,Bareland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1802,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1803,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
1804,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1805,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1806,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1807,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1808,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1809,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1810,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1811,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1812,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1813,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1814,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1815,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1816,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1817,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1818,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1819,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1820,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1821,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1822,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1823,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1824,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1825,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1826,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1827,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1828,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1829,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1830,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1831,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1832,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1833,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1834,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1835,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1836,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1837,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1838,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1839,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1840,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1841,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1842,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1843,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1844,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1845,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1846,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1847,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1848,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1849,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1850,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1851,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1852,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1853,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1854,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1855,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1856,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1857,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1858,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1859,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1860,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1861,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1862,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1863,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1864,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1865,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1866,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1867,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1868,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1869,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1870,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1871,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1872,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1873,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1874,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1875,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1876,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1877,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1878,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1879,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1880,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1881,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1882,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1883,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1884,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1885,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1886,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1887,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1888,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1889,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1890,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1891,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1892,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1893,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1894,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1895,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1896,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1897,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1898,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1899,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1900,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1901,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1902,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1903,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1904,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1905,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1906,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1907,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1908,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1909,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1910,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1911,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1912,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1913,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1914,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1915,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1916,Water,NULL,Water,Water,Water,NULL,NULL,Water
1917,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1918,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1919,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1920,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1921,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1922,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1923,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1924,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1925,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1926,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1927,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1928,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1929,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1930,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1931,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1932,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1933,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1934,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1935,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1936,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1937,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1938,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1939,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1940,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1941,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1942,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1943,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1944,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1945,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1946,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1947,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1948,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1949,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1950,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1951,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1952,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1953,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1954,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1955,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1956,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1957,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1958,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1959,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1960,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1961,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1962,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1963,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1964,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1965,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1966,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1967,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1968,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1969,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1970,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1971,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1972,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1973,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1974,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1975,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1976,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1977,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1978,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1979,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1980,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1981,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1982,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1983,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1984,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1985,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1986,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1987,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1988,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1989,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1990,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1991,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1992,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1993,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1994,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1995,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1996,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1997,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1998,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1999,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2000,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2001,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
2002,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
2003,Water,Cropland,Water,Water,Water,NULL,NULL,Water
2004,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
2005,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2006,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2007,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2008,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2009,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2010,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2011,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2012,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2013,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2014,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2015,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2016,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2017,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2018,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2019,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2020,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
2021,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2022,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2023,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2024,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
2025,Water,Wetland,Water,Water,Water,NULL,NULL,Water
2026,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2027,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2028,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2029,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2030,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2031,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2032,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2033,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2034,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2035,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2036,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2037,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2038,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2039,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2040,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2041,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2042,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2043,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2044,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2045,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2046,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
2047,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2048,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2049,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2050,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2051,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2052,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2053,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2054,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2055,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2056,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2057,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
2058,Water,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
2059,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
2060,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2061,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2062,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2063,Water,Bareland,Water,Water,Water,NULL,NULL,Cropland
2064,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
2065,Water,Bareland,Water,Water,Water,NULL,NULL,Water
2066,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2067,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2068,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2069,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2070,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2071,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2072,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2073,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2074,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2075,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2076,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2077,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2078,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2079,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Cropland
2080,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
2081,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2082,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2083,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2084,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2085,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2086,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
2087,Water,Built-up,Water,Water,Water,NULL,NULL,Water
2088,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
2089,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2090,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2091,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2092,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2093,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2094,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2095,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2096,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2097,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2098,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2099,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2100,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2101,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2102,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2103,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2104,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2105,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2106,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2107,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2108,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2109,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2110,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2111,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2112,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2113,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2114,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2115,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2116,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2117,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2118,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2119,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2120,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2121,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2122,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2123,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2124,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2125,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2126,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2127,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2128,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2129,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2130,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2131,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2132,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2133,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2134,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2135,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2136,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2137,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2138,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2139,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2140,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2141,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
