Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUP_M_R
1449,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
1450,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1451,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1452,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Grassland
1453,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
1454,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1455,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1456,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1457,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1458,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1459,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1460,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
1461,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
1462,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
1463,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1464,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1465,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1466,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1467,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Water
1468,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
1469,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
1470,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Water
1471,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
1472,Bareland,Bareland,Water,NULL,Water,Water,Bareland,Forest
1473,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
1474,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Water
1475,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
1476,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
1477,Bareland,Bareland,Water,Water,Water,Wetland,Water,Water
1478,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
1479,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
1480,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Forest
1481,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
1482,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
1483,Bareland,Bareland,Water,Water,Water,Water,Bareland,Water
1484,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
1485,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
1486,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1487,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1488,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1489,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1490,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1491,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1492,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1493,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1494,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1495,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1496,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1497,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
1498,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1499,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1500,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1501,Bareland,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Water
1502,Bareland,Built-up,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1503,Bareland,Built-up,NULL,Water,Non_Wetland,Water,Water,Grassland
1504,Bareland,Built-up,NULL,Water,Non_Wetland,Water,Water,Water
1505,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1506,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1507,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1508,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1509,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1510,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1511,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1512,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1513,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1514,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1515,Bareland,Built-up,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1516,Bareland,Built-up,Cropland,Water,Non_Wetland,Water,Water,Water
1517,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1518,Bareland,Built-up,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1519,Bareland,Built-up,Wetland,Water,Wetland,Grassland,Water,Grassland
1520,Bareland,Built-up,Wetland,Water,Wetland,Grassland,Water,Bareland
1521,Bareland,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
1522,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1523,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1524,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1525,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Water
1526,Bareland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1527,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1528,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
1529,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1530,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Water
1531,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1532,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Water,Water
1533,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1534,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland,Grassland,Water
1535,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1536,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
1537,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland,Water,Water
1538,Bareland,Built-up,Built-up,Water,Non_Wetland,Wetland,Grassland,Water
1539,Bareland,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
1540,Bareland,Built-up,Water,Water,Water,Water,Water,Grassland
1541,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1542,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1543,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1544,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1545,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1546,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1547,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1548,Bareland,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1549,Bareland,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1550,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1551,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1552,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1553,Bareland,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
1554,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1555,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1556,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1557,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1558,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1559,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1560,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1561,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1562,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1563,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
1564,Bareland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1565,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1566,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1567,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
1568,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1569,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1570,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
1571,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1572,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1573,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1574,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
1575,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Water
1576,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
1577,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
1578,Bareland,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
1579,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1580,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1581,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1582,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1583,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1584,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1585,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1586,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1587,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1588,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
1589,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1590,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1591,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1592,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
1593,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1594,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1595,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1596,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1597,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
1598,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Water
1599,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Forest
1600,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1601,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
1602,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1603,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
1604,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Grassland
1605,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1606,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1607,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1608,Bareland,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
1609,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1610,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1611,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
1612,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Water
1613,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Forest
1614,Bareland,Water,Water,NULL,Water,Water,Water,Water
1615,Bareland,Water,Water,Water,Water,Bareland,Bareland,Grassland
1616,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
1617,Bareland,Water,Water,Water,Water,Bareland,Bareland,Forest
1618,Bareland,Water,Water,Water,Water,Bareland,Water,Water
1619,Bareland,Water,Water,Water,Water,Bareland,Water,Forest
1620,Bareland,Water,Water,Water,Water,Water,Bareland,Water
1621,Bareland,Water,Water,Water,Water,Water,Water,Water
1622,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1623,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1624,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1625,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1626,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1627,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1628,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1629,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1630,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1631,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1632,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1633,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1634,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1635,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1636,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1637,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1638,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1639,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1640,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1641,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1642,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1643,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1644,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1645,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1646,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1647,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1648,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1649,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1650,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1651,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1652,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1653,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1654,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1655,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1656,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1657,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1658,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1659,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1660,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1661,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1662,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1663,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1664,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1665,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1666,Bareland,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
1667,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1668,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1669,Bareland,Forest,Wetland,NULL,Wetland,NULL,Bareland,Water
1670,Bareland,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
1671,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1672,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1673,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1674,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1675,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1676,Bareland,Forest,Wetland,NULL,Wetland,Water,Bareland,Grassland
1677,Bareland,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
1678,Bareland,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
1679,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1680,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1681,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
1682,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
1683,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1684,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1685,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1686,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1687,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1688,Bareland,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1689,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1690,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
1691,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Forest
1692,Bareland,Forest,Water,Water,Water,Bareland,Grassland,Forest
1693,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Grassland
1694,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Bareland
1695,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1696,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1697,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1698,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1699,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1700,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1701,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1702,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1703,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1704,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1705,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1706,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1707,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1708,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1709,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1710,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1711,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1712,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1713,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1714,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1715,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1716,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1717,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1718,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1719,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1720,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1721,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1722,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1723,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1724,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1725,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1726,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1727,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1728,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1729,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1730,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1731,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1732,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1733,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1734,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1735,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1736,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1737,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
1738,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1739,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1740,Water,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1741,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1742,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1743,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Water
1744,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1745,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1746,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
1747,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1748,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
1749,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1750,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
1751,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1752,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1753,Water,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1754,Water,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
1755,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1756,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1757,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1758,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1759,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1760,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1761,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1762,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1763,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1764,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1765,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1766,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1767,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1768,Water,NULL,Water,NULL,Water,Bareland,Grassland,Water
1769,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
1770,Water,NULL,Water,Water,Water,Bareland,Bareland,Forest
1771,Water,NULL,Water,Water,Water,Water,Bareland,Water
1772,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
