Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTG_M_R
1084,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1085,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1086,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1087,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1088,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1089,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1090,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1091,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1092,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1093,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1094,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1095,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1096,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1097,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1098,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1099,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1100,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1101,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1102,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1103,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1104,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1105,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1106,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1107,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1108,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1109,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1110,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1111,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1112,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1113,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1114,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1115,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1116,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1117,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1118,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1119,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1120,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1121,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1122,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1123,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1124,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1125,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1126,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1127,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1128,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1129,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1130,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1131,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1132,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1133,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1134,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1135,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1136,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1137,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1138,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1139,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1140,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1141,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1142,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1143,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1144,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1145,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1146,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1147,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1148,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
1149,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1150,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1151,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1152,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1153,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1154,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1155,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1156,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1157,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1158,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1159,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1160,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1161,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1162,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1163,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1164,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1165,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1166,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1167,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1168,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1169,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1170,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1171,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1172,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1173,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1174,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1175,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1176,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1177,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1178,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1179,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1180,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1181,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1182,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1183,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1184,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1185,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1186,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1187,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1188,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1189,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1190,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1191,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1192,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1193,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1194,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1195,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1196,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1197,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1198,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1199,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1200,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1201,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1202,Grassland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
1203,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1204,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1205,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1206,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1207,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1208,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1209,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1210,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1211,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1212,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1213,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1214,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1215,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1216,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1217,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1218,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1219,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1220,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1221,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1222,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1223,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1224,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1225,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1226,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1227,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1228,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1229,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1230,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1231,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1232,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1233,Grassland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1234,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1235,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1236,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1237,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1238,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1239,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1240,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1241,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1242,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1243,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1244,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1245,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1246,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1247,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1248,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1249,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1250,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1251,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1252,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1253,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1254,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1255,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1256,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1257,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1258,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1259,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1260,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1261,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1262,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1263,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1264,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1265,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1266,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1267,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1268,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1269,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1270,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1271,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1272,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1273,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1274,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1275,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1276,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1277,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1278,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1279,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1280,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1281,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1282,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1283,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1284,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1285,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1286,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1287,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1288,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1289,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1290,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1291,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1292,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1293,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1294,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1295,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1296,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1297,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1298,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1299,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1300,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1301,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1302,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1303,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1304,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1305,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1306,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1307,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1308,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1309,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1310,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1311,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1312,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1313,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1314,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1315,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1316,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1317,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1318,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1319,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1320,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1321,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1322,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1323,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1324,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1325,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1326,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1327,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1328,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1329,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1330,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1331,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1332,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1333,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1334,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1335,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1336,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1337,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1338,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1339,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1340,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1341,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1342,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1343,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1344,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1345,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1346,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1347,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1348,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1349,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1350,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1351,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1352,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1353,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1354,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1355,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1356,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1357,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1358,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1359,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1360,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1361,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1362,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1363,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1364,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1365,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1366,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1367,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1368,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1369,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1370,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1371,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1372,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1373,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1374,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1375,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1376,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1377,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1378,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1379,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1380,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1381,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1382,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1383,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1384,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1385,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1386,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1387,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1388,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1389,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
1390,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1391,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1392,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1393,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1394,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1395,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1396,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
