Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWC_M_R
12404,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
12405,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Forest,Water
12406,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
12407,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Water
12408,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
12409,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
12410,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
12411,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
12412,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
12413,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
12414,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
12415,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12416,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
12417,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
12418,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
12419,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
12420,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
12421,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
12422,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
12423,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
12424,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
12425,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12426,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
12427,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Water
12428,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
12429,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
12430,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Cropland
12431,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
12432,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
12433,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
12434,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
12435,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
12436,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
12437,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
12438,Bareland,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
12439,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
12440,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
12441,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
12442,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12443,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
12444,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
12445,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12446,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Wetland
12447,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
12448,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
12449,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
12450,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
12451,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
12452,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
12453,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
12454,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
12455,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
12456,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Cropland
12457,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
12458,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
12459,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
12460,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
12461,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
12462,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
12463,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
12464,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
12465,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
12466,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
12467,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
12468,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
12469,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
12470,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
12471,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
12472,Bareland,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
12473,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
12474,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
12475,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
12476,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
12477,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
12478,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
12479,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
12480,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
12481,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
12482,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
12483,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
12484,Bareland,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Water
12485,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
12486,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
12487,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
12488,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
12489,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
12490,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
12491,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
12492,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
12493,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Water
12494,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
12495,Bareland,NULL,Wetland,Water,Wetland,Water,Bareland,Bareland
12496,Bareland,NULL,Wetland,Water,Wetland,Water,Bareland,Water
12497,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
12498,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
12499,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
12500,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
12501,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
12502,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
12503,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
12504,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
12505,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12506,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
12507,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12508,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12509,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12510,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
12511,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12512,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
12513,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
12514,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
12515,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
12516,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
12517,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
12518,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
12519,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
12520,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
12521,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
12522,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
12523,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
12524,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12525,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12526,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
12527,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12528,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
12529,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12530,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
12531,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
12532,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12533,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
12534,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
12535,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12536,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
12537,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
12538,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
12539,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12540,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
12541,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
12542,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
12543,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12544,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
12545,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
12546,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12547,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
12548,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
12549,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
12550,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
12551,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
12552,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
12553,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
12554,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
12555,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
12556,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
12557,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
12558,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
12559,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12560,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
12561,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12562,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
12563,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
12564,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12565,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12566,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12567,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
12568,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
12569,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
12570,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
12571,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
12572,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
12573,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
12574,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
12575,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
12576,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12577,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
12578,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
12579,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12580,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
12581,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
12582,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
12583,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
12584,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
12585,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
12586,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
12587,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
12588,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
12589,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
12590,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
12591,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
12592,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
12593,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
12594,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
12595,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Water
12596,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12597,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
12598,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
12599,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
12600,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
12601,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
12602,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
12603,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
12604,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12605,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
12606,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12607,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Bareland
12608,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
12609,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
12610,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12611,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
12612,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
12613,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,NULL
12614,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
12615,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
12616,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12617,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
12618,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
12619,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Water
12620,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
12621,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12622,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
12623,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12624,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
12625,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
12626,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
12627,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
12628,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
12629,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
12630,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
12631,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Shrubland,Bareland
12632,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
12633,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
12634,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
12635,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
12636,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
12637,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
12638,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
12639,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
12640,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
12641,Bareland,NULL,Water,NULL,Water,NULL,Wetland,Wetland
12642,Bareland,NULL,Water,NULL,Water,NULL,Water,Grassland
12643,Bareland,NULL,Water,NULL,Water,NULL,Water,Forest
12644,Bareland,NULL,Water,NULL,Water,Shrubland,NULL,Forest
12645,Bareland,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
12646,Bareland,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
12647,Bareland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
12648,Bareland,NULL,Water,NULL,Water,Shrubland,Bareland,Wetland
12649,Bareland,NULL,Water,NULL,Water,Shrubland,Bareland,Forest
12650,Bareland,NULL,Water,NULL,Water,Shrubland,Water,Grassland
12651,Bareland,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
12652,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
12653,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
12654,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Water
12655,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
12656,Bareland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
12657,Bareland,NULL,Water,NULL,Water,Grassland,Water,Grassland
12658,Bareland,NULL,Water,NULL,Water,Grassland,Water,Bareland
12659,Bareland,NULL,Water,NULL,Water,Wetland,NULL,Wetland
12660,Bareland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
12661,Bareland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
12662,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
12663,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Bareland
12664,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Forest
12665,Bareland,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
12666,Bareland,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
12667,Bareland,NULL,Water,NULL,Water,Bareland,Shrubland,Water
12668,Bareland,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
12669,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
12670,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
12671,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Water
12672,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
12673,Bareland,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
12674,Bareland,NULL,Water,NULL,Water,Bareland,Wetland,Forest
12675,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,NULL
12676,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
12677,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Wetland
12678,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
12679,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Built-up
12680,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Water
12681,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Forest
12682,Bareland,NULL,Water,NULL,Water,Bareland,Built-up,Bareland
12683,Bareland,NULL,Water,NULL,Water,Bareland,Water,NULL
12684,Bareland,NULL,Water,NULL,Water,Bareland,Water,Grassland
12685,Bareland,NULL,Water,NULL,Water,Bareland,Water,Bareland
12686,Bareland,NULL,Water,NULL,Water,Bareland,Water,Water
12687,Bareland,NULL,Water,NULL,Water,Bareland,Water,Forest
12688,Bareland,NULL,Water,NULL,Water,Bareland,Forest,Bareland
12689,Bareland,NULL,Water,NULL,Water,Bareland,Forest,Water
12690,Bareland,NULL,Water,NULL,Water,Bareland,Forest,Forest
12691,Bareland,NULL,Water,NULL,Water,Built-up,Built-up,Forest
12692,Bareland,NULL,Water,NULL,Water,Water,Grassland,Grassland
12693,Bareland,NULL,Water,NULL,Water,Water,Grassland,Bareland
12694,Bareland,NULL,Water,NULL,Water,Water,Bareland,Wetland
12695,Bareland,NULL,Water,NULL,Water,Water,Bareland,Bareland
12696,Bareland,NULL,Water,NULL,Water,Water,Bareland,Forest
12697,Bareland,NULL,Water,NULL,Water,Water,Water,Grassland
12698,Bareland,NULL,Water,NULL,Water,Water,Water,Cropland
12699,Bareland,NULL,Water,NULL,Water,Water,Water,Wetland
12700,Bareland,NULL,Water,NULL,Water,Water,Water,Water
12701,Bareland,NULL,Water,NULL,Water,Forest,Bareland,Wetland
12702,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
12703,Bareland,NULL,Water,Non_Water,Water,NULL,Grassland,Wetland
12704,Bareland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
12705,Bareland,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
12706,Bareland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
12707,Bareland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
12708,Bareland,NULL,Water,Non_Water,Water,Grassland,Water,Bareland
12709,Bareland,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
12710,Bareland,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
12711,Bareland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
12712,Bareland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
12713,Bareland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
12714,Bareland,NULL,Water,Non_Water,Water,Bareland,NULL,Wetland
12715,Bareland,NULL,Water,Non_Water,Water,Bareland,NULL,Water
12716,Bareland,NULL,Water,Non_Water,Water,Bareland,Shrubland,Bareland
12717,Bareland,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
12718,Bareland,NULL,Water,Non_Water,Water,Bareland,Grassland,Bareland
12719,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,NULL
12720,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
12721,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Wetland
12722,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
12723,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Built-up
12724,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
