Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGF_M_R
2062,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2063,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2064,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2065,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2066,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2067,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2068,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2069,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2070,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2071,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2072,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2073,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2074,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2075,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2076,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2077,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2078,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2079,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2080,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2081,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2082,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2083,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2084,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2085,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2086,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2087,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2088,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2089,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2090,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2091,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2092,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2093,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2094,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2095,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2096,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2097,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2098,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2099,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2100,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2101,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2102,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2103,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2104,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2105,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2106,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2107,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2108,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2109,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2110,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2111,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2112,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2113,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2114,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
2115,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2116,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2117,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2118,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2119,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2120,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2121,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2122,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2123,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2124,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
2125,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2126,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2127,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2128,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2129,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2130,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2131,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2132,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2133,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2134,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2135,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2136,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2137,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2138,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2139,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2140,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2141,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2142,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2143,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2144,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2145,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2146,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2147,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2148,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2149,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2150,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2151,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2152,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2153,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2154,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2155,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2156,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2157,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2158,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2159,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2160,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2161,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2162,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2163,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2164,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2165,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2166,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2167,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2168,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2169,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
2170,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2171,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2172,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2173,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2174,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2175,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2176,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2177,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2178,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2179,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2180,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2181,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2182,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
2183,Forest,Cropland,Water,Water,Water,NULL,NULL,Cropland
2184,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
2185,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2186,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
2187,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2188,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2189,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2190,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2191,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2192,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2193,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2194,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2195,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2196,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2197,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2198,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2199,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2200,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2201,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2202,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2203,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2204,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2205,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2206,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2207,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2208,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2209,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2210,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2211,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2212,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2213,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2214,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2215,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2216,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2217,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2218,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2219,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2220,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2221,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2222,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2223,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2224,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2225,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2226,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2227,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2228,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2229,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2230,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2231,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2232,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
2233,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2234,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2235,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2236,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2237,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2238,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2239,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2240,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2241,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2242,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
2243,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2244,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
2245,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2246,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2247,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2248,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2249,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2250,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2251,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2252,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2253,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2254,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2255,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2256,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2257,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2258,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2259,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2260,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2261,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
2262,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2263,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
2264,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2265,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2266,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2267,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2268,Forest,Wetland,Water,Water,Water,NULL,NULL,NULL
2269,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
2270,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
2271,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
2272,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
2273,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
2274,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2275,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2276,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2277,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2278,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2279,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2280,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2281,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2282,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2283,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2284,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
2285,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2286,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2287,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2288,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2289,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2290,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2291,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2292,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2293,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2294,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2295,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2296,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2297,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
2298,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
2299,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2300,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2301,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2302,Forest,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2303,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2304,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
2305,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2306,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
2307,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
2308,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2309,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2310,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2311,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2312,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2313,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2314,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2315,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2316,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2317,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2318,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2319,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2320,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2321,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2322,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2323,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2324,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2325,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2326,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2327,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2328,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2329,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2330,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2331,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2332,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2333,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2334,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2335,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2336,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2337,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2338,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2339,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2340,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2341,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2342,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2343,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2344,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2345,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2346,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2347,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2348,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2349,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2350,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2351,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2352,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2353,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2354,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2355,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2356,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2357,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2358,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2359,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2360,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2361,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2362,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2363,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2364,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2365,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2366,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2367,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2368,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2369,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2370,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2371,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2372,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2373,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2374,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2375,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2376,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2377,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2378,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2379,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2380,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2381,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2382,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2383,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2384,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2385,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2386,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2387,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2388,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2389,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2390,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2391,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2392,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2393,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2394,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2395,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2396,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2397,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2398,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2399,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2400,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2401,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2402,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2403,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
2404,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
2405,Forest,Water,Water,Water,Water,NULL,NULL,Water
2406,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2407,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2408,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2409,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2410,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2411,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2412,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
