Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLM_M_R
8592,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8593,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
8594,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8595,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8596,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
8597,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8598,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8599,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8600,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8601,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8602,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8603,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8604,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8605,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
8606,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8607,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8608,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
8609,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
8610,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
8611,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8612,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
8613,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
8614,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
8615,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
8616,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
8617,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
8618,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8619,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8620,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8621,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Bareland
8622,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8623,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8624,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
8625,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
8626,Bareland,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
8627,Bareland,NULL,Water,NULL,Water,NULL,Shrubland,Bareland
8628,Bareland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
8629,Bareland,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
8630,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
8631,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Bareland
8632,Bareland,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
8633,Bareland,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
8634,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
8635,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
8636,Bareland,NULL,Water,NULL,Water,Bareland,Water,Grassland
8637,Bareland,NULL,Water,Water,Water,Shrubland,NULL,Water
8638,Bareland,NULL,Water,Water,Water,Bareland,NULL,Bareland
8639,Bareland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
8640,Bareland,NULL,Water,Water,Water,Water,Shrubland,Grassland
8641,Bareland,NULL,Water,Water,Water,Water,Shrubland,Bareland
8642,Bareland,NULL,Water,Water,Water,Water,Water,Wetland
8643,Bareland,NULL,Water,Water,Water,Water,Water,Water
8644,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8645,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8646,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8647,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8648,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8649,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8650,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
8651,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8652,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8653,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8654,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8655,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8656,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
8657,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
8658,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8659,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8660,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8661,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
8662,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8663,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8664,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8665,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8666,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8667,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8668,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8669,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8670,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8671,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8672,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8673,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8674,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8675,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8676,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8677,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8678,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8679,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8680,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8681,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8682,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8683,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8684,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8685,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8686,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8687,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
8688,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8689,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8690,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8691,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
8692,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8693,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8694,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
8695,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
8696,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8697,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
8698,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8699,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
8700,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
8701,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8702,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
8703,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8704,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8705,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8706,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
8707,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
8708,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8709,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8710,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8711,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8712,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8713,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
8714,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8715,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
8716,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
8717,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
8718,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8719,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
8720,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
8721,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
8722,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8723,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
8724,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
8725,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
8726,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8727,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8728,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8729,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8730,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
8731,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8732,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
8733,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
8734,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8735,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8736,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8737,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8738,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
8739,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8740,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8741,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8742,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
8743,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
8744,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8745,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8746,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8747,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
8748,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8749,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8750,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8751,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8752,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
8753,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8754,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8755,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8756,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8757,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8758,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8759,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8760,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8761,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8762,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8763,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8764,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8765,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8766,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8767,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8768,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8769,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8770,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8771,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8772,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8773,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8774,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8775,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8776,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
8777,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8778,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8779,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
8780,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
8781,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
8782,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8783,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8784,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
8785,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
8786,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
8787,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
8788,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
8789,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
8790,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
8791,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
8792,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
8793,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
8794,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
8795,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8796,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
8797,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8798,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
8799,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8800,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8801,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8802,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
8803,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8804,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
8805,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8806,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8807,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
8808,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8809,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
8810,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8811,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8812,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8813,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8814,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8815,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8816,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8817,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8818,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8819,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8820,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
8821,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8822,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8823,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8824,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8825,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
8826,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8827,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8828,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
8829,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8830,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8831,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8832,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8833,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8834,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
8835,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8836,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8837,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8838,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8839,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8840,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8841,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8842,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8843,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8844,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8845,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8846,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8847,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8848,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
8849,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8850,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8851,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8852,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8853,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
8854,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8855,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8856,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8857,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8858,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8859,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8860,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8861,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8862,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8863,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8864,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8865,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8866,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8867,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8868,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8869,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
8870,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8871,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8872,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
8873,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
8874,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8875,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
8876,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8877,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8878,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
8879,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
8880,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
8881,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8882,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8883,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
8884,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
8885,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8886,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
8887,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
8888,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
8889,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
8890,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8891,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8892,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8893,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8894,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8895,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8896,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8897,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8898,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8899,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8900,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8901,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8902,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8903,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8904,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8905,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8906,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
