Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCH_M_R
7735,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
7736,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
7737,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
7738,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
7739,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
7740,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
7741,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
7742,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
7743,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
7744,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
7745,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
7746,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7747,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
7748,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7749,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
7750,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7751,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7752,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7753,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7754,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7755,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7756,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7757,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7758,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7759,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7760,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
7761,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7762,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
7763,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7764,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7765,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7766,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7767,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7768,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
7769,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7770,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
7771,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7772,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
7773,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7774,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
7775,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7776,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7777,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
7778,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7779,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7780,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7781,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7782,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7783,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7784,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7785,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7786,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7787,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
7788,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
7789,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7790,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7791,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7792,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7793,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7794,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7795,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
7796,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7797,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7798,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7799,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7800,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7801,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
7802,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7803,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7804,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
7805,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7806,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7807,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7808,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7809,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7810,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
7811,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7812,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
7813,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7814,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7815,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7816,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
7817,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7818,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
7819,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
7820,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
7821,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
7822,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
7823,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
7824,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7825,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
7826,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7827,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7828,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Water
7829,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Water
7830,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7831,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7832,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
7833,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
7834,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
7835,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7836,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7837,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7838,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7839,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
7840,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7841,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
7842,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
7843,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7844,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7845,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7846,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7847,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
7848,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
7849,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7850,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7851,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
7852,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
7853,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
7854,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
7855,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7856,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
7857,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
7858,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
7859,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
7860,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
7861,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Water
7862,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
7863,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
7864,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7865,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
7866,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
7867,Water,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Water
7868,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
7869,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
7870,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
7871,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
7872,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
7873,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
7874,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
7875,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
7876,Water,NULL,Cropland,Water,Non_Wetland,Forest,Water,Water
7877,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
7878,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
7879,Water,NULL,Wetland,NULL,Wetland,Bareland,NULL,Water
7880,Water,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
7881,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
7882,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
7883,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
7884,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
7885,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
7886,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
7887,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
7888,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
7889,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
7890,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
7891,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
7892,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
7893,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
7894,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
7895,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
7896,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7897,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,NULL
7898,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
7899,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
7900,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
7901,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,NULL
7902,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7903,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
7904,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
7905,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
7906,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
7907,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
7908,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
7909,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
7910,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
7911,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
7912,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
7913,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
7914,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
7915,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
7916,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
7917,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
7918,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
7919,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
7920,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
7921,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
7922,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
7923,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
7924,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
7925,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
7926,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
7927,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
7928,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
7929,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
7930,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
7931,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
7932,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
7933,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
7934,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7935,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7936,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7937,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
7938,Water,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
7939,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
7940,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7941,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Water
7942,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
7943,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
7944,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Water
7945,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Water
7946,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
7947,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7948,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
7949,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7950,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
7951,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
7952,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Water
7953,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
7954,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7955,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
7956,Water,NULL,Water,NULL,Water,NULL,Shrubland,Forest
7957,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
7958,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
7959,Water,NULL,Water,NULL,Water,Shrubland,NULL,Water
7960,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
7961,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
7962,Water,NULL,Water,NULL,Water,Shrubland,Water,NULL
7963,Water,NULL,Water,NULL,Water,Shrubland,Water,Water
7964,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
7965,Water,NULL,Water,NULL,Water,Grassland,NULL,Water
7966,Water,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
7967,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
7968,Water,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
7969,Water,NULL,Water,NULL,Water,Grassland,Grassland,Water
7970,Water,NULL,Water,NULL,Water,Grassland,Wetland,Bareland
7971,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
7972,Water,NULL,Water,NULL,Water,Grassland,Water,Water
7973,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
7974,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
7975,Water,NULL,Water,NULL,Water,Bareland,NULL,Grassland
7976,Water,NULL,Water,NULL,Water,Bareland,NULL,Wetland
7977,Water,NULL,Water,NULL,Water,Bareland,NULL,Water
7978,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
7979,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Wetland
7980,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
7981,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Water
7982,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
7983,Water,NULL,Water,NULL,Water,Bareland,Grassland,Cropland
7984,Water,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
7985,Water,NULL,Water,NULL,Water,Bareland,Grassland,Water
7986,Water,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
7987,Water,NULL,Water,NULL,Water,Bareland,Wetland,Water
7988,Water,NULL,Water,NULL,Water,Bareland,Bareland,Forest
7989,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
7990,Water,NULL,Water,NULL,Water,Bareland,Water,Wetland
7991,Water,NULL,Water,NULL,Water,Bareland,Water,Bareland
7992,Water,NULL,Water,NULL,Water,Bareland,Water,Water
7993,Water,NULL,Water,NULL,Water,Water,NULL,Water
7994,Water,NULL,Water,NULL,Water,Water,Shrubland,Grassland
7995,Water,NULL,Water,NULL,Water,Water,Shrubland,Bareland
7996,Water,NULL,Water,NULL,Water,Water,Shrubland,Water
7997,Water,NULL,Water,NULL,Water,Water,Shrubland,Forest
7998,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
7999,Water,NULL,Water,NULL,Water,Water,Grassland,Water
8000,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
8001,Water,NULL,Water,NULL,Water,Water,Water,Grassland
8002,Water,NULL,Water,NULL,Water,Water,Water,Wetland
8003,Water,NULL,Water,NULL,Water,Water,Water,Water
8004,Water,NULL,Water,NULL,Water,Water,Water,Forest
8005,Water,NULL,Water,Non_Water,Water,NULL,Water,Water
8006,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Water
8007,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
8008,Water,NULL,Water,Non_Water,Water,Bareland,Shrubland,Wetland
8009,Water,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
8010,Water,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
8011,Water,NULL,Water,Non_Water,Water,Bareland,Wetland,Wetland
8012,Water,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
8013,Water,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
8014,Water,NULL,Water,Non_Water,Water,Bareland,Water,Water
8015,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
8016,Water,NULL,Water,Water,Water,Shrubland,Water,Grassland
8017,Water,NULL,Water,Water,Water,Shrubland,Water,Forest
8018,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
8019,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
8020,Water,NULL,Water,Water,Water,Grassland,Water,Wetland
8021,Water,NULL,Water,Water,Water,Grassland,Water,Water
8022,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
8023,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
8024,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
8025,Water,NULL,Water,Water,Water,Wetland,Water,Water
8026,Water,NULL,Water,Water,Water,Bareland,NULL,Water
8027,Water,NULL,Water,Water,Water,Bareland,Shrubland,Water
8028,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
8029,Water,NULL,Water,Water,Water,Bareland,Grassland,Water
8030,Water,NULL,Water,Water,Water,Bareland,Wetland,Wetland
8031,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
8032,Water,NULL,Water,Water,Water,Bareland,Water,Wetland
8033,Water,NULL,Water,Water,Water,Bareland,Water,Water
8034,Water,NULL,Water,Water,Water,Water,NULL,Grassland
8035,Water,NULL,Water,Water,Water,Water,Shrubland,Grassland
8036,Water,NULL,Water,Water,Water,Water,Shrubland,Water
8037,Water,NULL,Water,Water,Water,Water,Water,Grassland
8038,Water,NULL,Water,Water,Water,Water,Water,Bareland
8039,Water,NULL,Water,Water,Water,Water,Water,Water
8040,Water,NULL,Water,Water,Water,Forest,Water,Forest
8041,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8042,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8043,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8044,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8045,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8046,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8047,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8048,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8049,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8050,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
8051,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8052,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
8053,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8054,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8055,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
8056,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8057,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8058,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
8059,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8060,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8061,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
8062,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8063,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8064,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
8065,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8066,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8067,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8068,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
8069,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8070,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8071,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8072,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
8073,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
8074,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8075,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8076,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
8077,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
8078,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8079,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8080,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8081,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
8082,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
8083,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
8084,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
