Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQU_M_R
3063,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3064,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3065,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
3066,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3067,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3068,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3069,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
3070,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3071,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3072,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3073,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3074,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
3075,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3076,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3077,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3078,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3079,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3080,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
3081,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3082,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3083,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
3084,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
3085,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3086,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3087,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3088,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3089,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3090,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3091,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3092,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
3093,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
3094,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3095,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3096,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
3097,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3098,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3099,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3100,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3101,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3102,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3103,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3104,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3105,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3106,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3107,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3108,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3109,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3110,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3111,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3112,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3113,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
3114,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3115,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
3116,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
3117,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
3118,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
3119,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
3120,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3121,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3122,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
3123,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3124,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3125,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
3126,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3127,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3128,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3129,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3130,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3131,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3132,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
3133,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
3134,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
3135,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3136,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3137,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3138,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
3139,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3140,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3141,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
3142,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
3143,Forest,Wetland,Wetland,Water,Wetland,Forest,Grassland,Grassland
3144,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
3145,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Wetland
3146,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
3147,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
3148,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3149,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3150,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3151,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3152,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3153,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3154,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3155,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3156,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3157,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3158,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3159,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3160,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3161,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
3162,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3163,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3164,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3165,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3166,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3167,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3168,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
3169,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
3170,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
3171,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
3172,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
3173,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
3174,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
3175,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
3176,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
3177,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
3178,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
3179,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
3180,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Grassland
3181,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
3182,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
3183,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
3184,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
3185,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
3186,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
3187,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
3188,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
3189,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Grassland
3190,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Wetland
3191,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
3192,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
3193,Forest,Wetland,Water,Water,Water,NULL,Water,Water
3194,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
3195,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
3196,Forest,Wetland,Water,Water,Water,Grassland,Water,Wetland
3197,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
3198,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
3199,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
3200,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
3201,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
3202,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
3203,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
3204,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
3205,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
3206,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
3207,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
3208,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
3209,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
3210,Forest,Wetland,Water,Water,Water,Water,Water,Water
3211,Forest,Wetland,Water,Water,Water,Water,Water,Forest
3212,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3213,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3214,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3215,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3216,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3217,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3218,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3219,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3220,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3221,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3222,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3223,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3224,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3225,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3226,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3227,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
3228,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3229,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3230,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3231,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3232,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3233,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3234,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3235,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3236,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3237,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3238,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3239,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3240,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3241,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
3242,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
3243,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
3244,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
3245,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
3246,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
3247,Forest,Bareland,Water,Water,Water,Bareland,Wetland,Grassland
3248,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3249,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3250,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3251,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3252,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3253,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3254,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3255,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3256,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3257,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3258,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3259,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3260,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3261,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3262,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3263,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3264,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3265,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3266,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3267,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3268,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3269,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3270,Forest,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3271,Forest,Built-up,NULL,Water,Non_Wetland,Grassland,Water,Forest
3272,Forest,Built-up,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3273,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3274,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3275,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3276,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3277,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3278,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3279,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3280,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3281,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3282,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
3283,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
3284,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3285,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
3286,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3287,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3288,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3289,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3290,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3291,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3292,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3293,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3294,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3295,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3296,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3297,Forest,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3298,Forest,Built-up,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3299,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3300,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3301,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
3302,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3303,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3304,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3305,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3306,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
3307,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3308,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3309,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
3310,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3311,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
3312,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3313,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3314,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3315,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3316,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3317,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3318,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3319,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
3320,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
3321,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3322,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3323,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
3324,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
3325,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3326,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3327,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3328,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3329,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
3330,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3331,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3332,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
3333,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3334,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3335,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
3336,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
3337,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3338,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3339,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
3340,Forest,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
3341,Forest,Built-up,Wetland,Water,Wetland,Grassland,Water,Grassland
3342,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Forest
3343,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
3344,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3345,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3346,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3347,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3348,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3349,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3350,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
3351,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3352,Forest,Built-up,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3353,Forest,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3354,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3355,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3356,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3357,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3358,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
3359,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
3360,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3361,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3362,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3363,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3364,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3365,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3366,Forest,Built-up,Water,NULL,Water,Wetland,Wetland,Forest
3367,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3368,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3369,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3370,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3371,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3372,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3373,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3374,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3375,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3376,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3377,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3378,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3379,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3380,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3381,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3382,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3383,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3384,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3385,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3386,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3387,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3388,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3389,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3390,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3391,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
3392,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3393,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3394,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3395,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
