Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KME_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KME_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KME_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KME_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KME_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KME_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KME_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KME_M_R
2102,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2103,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2104,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2105,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2106,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2107,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2108,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2109,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2110,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2111,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2112,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2113,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2114,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2115,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2116,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2117,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2118,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2119,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2120,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2121,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2122,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2123,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2124,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2125,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2126,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2127,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2128,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2129,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2130,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2131,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2132,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2133,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2134,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2135,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2136,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2137,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2138,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2139,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2140,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2141,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2142,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2143,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2144,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2145,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2146,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2147,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2148,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2149,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2150,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2151,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2152,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2153,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2154,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2155,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2156,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2157,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2158,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2159,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2160,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2161,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2162,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2163,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2164,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2165,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2166,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2167,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2168,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2169,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2170,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2171,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2172,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2173,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2174,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
2175,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
2176,Water,NULL,Water,NULL,Water,NULL,NULL,Water
2177,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
2178,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2179,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2180,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2181,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
2182,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2183,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
2184,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
2185,Water,NULL,Water,Water,Water,NULL,NULL,Water
2186,Water,NULL,Water,Water,Water,NULL,NULL,Forest
2187,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2188,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2189,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2190,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2191,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2192,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2193,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2194,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2195,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2196,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2197,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2198,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2199,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2200,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2201,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2202,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2203,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2204,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2205,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2206,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2207,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2208,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2209,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2210,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2211,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2212,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2213,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2214,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2215,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2216,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2217,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2218,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2219,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2220,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2221,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2222,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2223,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2224,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2225,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2226,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2227,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2228,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2229,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2230,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2231,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2232,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2233,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2234,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2235,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2236,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2237,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2238,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2239,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2240,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2241,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2242,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2243,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2244,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2245,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2246,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2247,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2248,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2249,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2250,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2251,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2252,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2253,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2254,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2255,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2256,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2257,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2258,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2259,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2260,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2261,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2262,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2263,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2264,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2265,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2266,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2267,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2268,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2269,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2270,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2271,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2272,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2273,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2274,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2275,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2276,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2277,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2278,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2279,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2280,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
2281,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
2282,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2283,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
2284,Water,Cropland,Water,Water,Water,NULL,NULL,Water
2285,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2286,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2287,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2288,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2289,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2290,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2291,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2292,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2293,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2294,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2295,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2296,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2297,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2298,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2299,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2300,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2301,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2302,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2303,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2304,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2305,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2306,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2307,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2308,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
2309,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2310,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2311,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2312,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2313,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2314,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2315,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2316,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2317,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2318,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2319,Water,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2320,Water,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2321,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
2322,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
2323,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2324,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
2325,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2326,Water,Wetland,Water,Water,Water,NULL,NULL,NULL
2327,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
2328,Water,Wetland,Water,Water,Water,NULL,NULL,Water
2329,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2330,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2331,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2332,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2333,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2334,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2335,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2336,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2337,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2338,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2339,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2340,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2341,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2342,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2343,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2344,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2345,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2346,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2347,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2348,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2349,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2350,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2351,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2352,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2353,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2354,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2355,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2356,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2357,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2358,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2359,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2360,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2361,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2362,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2363,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2364,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2365,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2366,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2367,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2368,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2369,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2370,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2371,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2372,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2373,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2374,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2375,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2376,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2377,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2378,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2379,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2380,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2381,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2382,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2383,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2384,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2385,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2386,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2387,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2388,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2389,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2390,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2391,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2392,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2393,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2394,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2395,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2396,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2397,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2398,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2399,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2400,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2401,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2402,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2403,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2404,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
2405,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
2406,Water,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
2407,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
2408,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2409,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2410,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2411,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
2412,Water,Bareland,Water,Water,Water,NULL,NULL,Water
2413,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
2414,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2415,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2416,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2417,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2418,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2419,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2420,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2421,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2422,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2423,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2424,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2425,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2426,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2427,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2428,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2429,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2430,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2431,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2432,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2433,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2434,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2435,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2436,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2437,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2438,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2439,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2440,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2441,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2442,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2443,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2444,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2445,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2446,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2447,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2448,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2449,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2450,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2451,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,NULL
