Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEH_M_R
7004,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7005,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7006,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
7007,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7008,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7009,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7010,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7011,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
7012,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
7013,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7014,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
7015,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
7016,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Water
7017,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
7018,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Water
7019,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
7020,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
7021,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Wetland
7022,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
7023,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
7024,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
7025,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
7026,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7027,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
7028,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
7029,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7030,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
7031,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
7032,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
7033,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
7034,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
7035,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7036,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
7037,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7038,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
7039,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
7040,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
7041,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
7042,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
7043,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
7044,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
7045,Wetland,Wetland,Water,NULL,Water,NULL,Shrubland,Forest
7046,Wetland,Wetland,Water,NULL,Water,Shrubland,Wetland,Wetland
7047,Wetland,Wetland,Water,NULL,Water,Shrubland,Water,Wetland
7048,Wetland,Wetland,Water,NULL,Water,Grassland,NULL,Grassland
7049,Wetland,Wetland,Water,NULL,Water,Wetland,NULL,Wetland
7050,Wetland,Wetland,Water,NULL,Water,Wetland,Shrubland,Forest
7051,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
7052,Wetland,Wetland,Water,NULL,Water,Bareland,NULL,Water
7053,Wetland,Wetland,Water,NULL,Water,Bareland,Shrubland,Wetland
7054,Wetland,Wetland,Water,NULL,Water,Bareland,Shrubland,Forest
7055,Wetland,Wetland,Water,NULL,Water,Bareland,Grassland,Grassland
7056,Wetland,Wetland,Water,NULL,Water,Bareland,Grassland,Wetland
7057,Wetland,Wetland,Water,NULL,Water,Bareland,Grassland,Water
7058,Wetland,Wetland,Water,NULL,Water,Bareland,Wetland,Grassland
7059,Wetland,Wetland,Water,NULL,Water,Bareland,Wetland,Wetland
7060,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Grassland
7061,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Wetland
7062,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Water
7063,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Forest
7064,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
7065,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Forest
7066,Wetland,Wetland,Water,Non_Water,Water,Grassland,Shrubland,Forest
7067,Wetland,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
7068,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
7069,Wetland,Wetland,Water,Non_Water,Water,Bareland,Wetland,Wetland
7070,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Grassland
7071,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Wetland
7072,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Water
7073,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Forest
7074,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
7075,Wetland,Wetland,Water,Non_Water,Water,Water,Forest,Water
7076,Wetland,Wetland,Water,Water,Water,Bareland,Water,Wetland
7077,Wetland,Wetland,Water,Water,Water,Bareland,Water,Water
7078,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
7079,Wetland,Wetland,Water,Water,Water,Water,Water,Water
7080,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7081,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7082,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7083,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
7084,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7085,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7086,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7087,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7088,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
7089,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
7090,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Water
7091,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
7092,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
7093,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
7094,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
7095,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
7096,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7097,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7098,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7099,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7100,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
7101,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7102,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7103,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
7104,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
7105,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
7106,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
7107,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7108,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
7109,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
7110,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
7111,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
7112,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
7113,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7114,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
7115,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
7116,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
7117,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Water
7118,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Forest
7119,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
7120,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7121,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
7122,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7123,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7124,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7125,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7126,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
7127,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
7128,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
7129,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
7130,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
7131,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
7132,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
7133,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
7134,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
7135,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
7136,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Water,Wetland
7137,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
7138,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Water
7139,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7140,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
7141,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7142,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
7143,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7144,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7145,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7146,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7147,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7148,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
7149,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
7150,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
7151,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
7152,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7153,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7154,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7155,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7156,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7157,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
7158,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
7159,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
7160,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7161,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7162,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7163,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
7164,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
7165,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7166,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
7167,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7168,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7169,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
7170,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
7171,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
7172,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
7173,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
7174,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
7175,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
7176,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
7177,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
7178,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7179,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
7180,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
7181,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7182,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7183,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
7184,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
7185,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
7186,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
7187,Wetland,Water,Water,NULL,Water,Shrubland,Grassland,Water
7188,Wetland,Water,Water,NULL,Water,Shrubland,Water,Wetland
7189,Wetland,Water,Water,NULL,Water,Shrubland,Water,Water
7190,Wetland,Water,Water,NULL,Water,Wetland,NULL,Grassland
7191,Wetland,Water,Water,NULL,Water,Wetland,Grassland,Grassland
7192,Wetland,Water,Water,NULL,Water,Wetland,Water,Wetland
7193,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
7194,Wetland,Water,Water,NULL,Water,Bareland,NULL,Grassland
7195,Wetland,Water,Water,NULL,Water,Bareland,Shrubland,Wetland
7196,Wetland,Water,Water,NULL,Water,Bareland,Shrubland,Water
7197,Wetland,Water,Water,NULL,Water,Bareland,Grassland,Grassland
7198,Wetland,Water,Water,NULL,Water,Bareland,Grassland,Water
7199,Wetland,Water,Water,NULL,Water,Bareland,Wetland,Grassland
7200,Wetland,Water,Water,NULL,Water,Bareland,Wetland,Wetland
7201,Wetland,Water,Water,NULL,Water,Bareland,Water,Grassland
7202,Wetland,Water,Water,NULL,Water,Bareland,Water,Wetland
7203,Wetland,Water,Water,NULL,Water,Bareland,Water,Water
7204,Wetland,Water,Water,NULL,Water,Bareland,Water,Forest
7205,Wetland,Water,Water,NULL,Water,Water,NULL,Water
7206,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
7207,Wetland,Water,Water,NULL,Water,Water,Water,Water
7208,Wetland,Water,Water,NULL,Water,Forest,Water,Forest
7209,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
7210,Wetland,Water,Water,Non_Water,Water,Bareland,Shrubland,Wetland
7211,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Wetland
7212,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Water
7213,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
7214,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
7215,Wetland,Water,Water,Non_Water,Water,Water,Forest,Water
7216,Wetland,Water,Water,Non_Water,Water,Forest,Water,Water
7217,Wetland,Water,Water,Non_Water,Water,Forest,Water,Forest
7218,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
7219,Wetland,Water,Water,Water,Water,Wetland,Water,Water
7220,Wetland,Water,Water,Water,Water,Bareland,Wetland,Wetland
7221,Wetland,Water,Water,Water,Water,Bareland,Water,Wetland
7222,Wetland,Water,Water,Water,Water,Bareland,Water,Water
7223,Wetland,Water,Water,Water,Water,Water,NULL,Wetland
7224,Wetland,Water,Water,Water,Water,Water,Water,Wetland
7225,Wetland,Water,Water,Water,Water,Water,Water,Water
7226,Wetland,Water,Water,Water,Water,Forest,Water,Water
7227,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
7228,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7229,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
7230,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7231,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
7232,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
7233,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7234,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7235,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7236,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
7237,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7238,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
7239,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
7240,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
7241,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
7242,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
7243,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
7244,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7245,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7246,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
7247,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
7248,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7249,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
7250,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
7251,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
7252,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
7253,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
7254,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
7255,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
7256,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
7257,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Water,Wetland
7258,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7259,Wetland,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7260,Wetland,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
7261,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
7262,Wetland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
7263,Wetland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
7264,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7265,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
7266,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7267,Wetland,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
7268,Wetland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7269,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7270,Wetland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7271,Wetland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7272,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
7273,Wetland,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
7274,Wetland,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
7275,Wetland,Forest,Water,NULL,Water,Wetland,Shrubland,Forest
7276,Wetland,Forest,Water,NULL,Water,Bareland,Shrubland,Wetland
7277,Wetland,Forest,Water,Non_Water,Water,Bareland,Water,Wetland
7278,Wetland,Forest,Water,Water,Water,Wetland,Water,Wetland
7279,Wetland,Forest,Water,Water,Water,Wetland,Water,Water
7280,Wetland,Forest,Water,Water,Water,Bareland,Shrubland,Wetland
7281,Wetland,Forest,Water,Water,Water,Bareland,Water,Wetland
7282,Wetland,Forest,Water,Water,Water,Bareland,Water,Water
7283,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7284,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
7285,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7286,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7287,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7288,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7289,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
7290,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
7291,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Water
7292,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7293,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
7294,Wetland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
7295,Wetland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
7296,Wetland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
7297,Wetland,Forest,Forest,Water,Non_Wetland,Bareland,Water,Wetland
7298,Wetland,Forest,Forest,Water,Non_Wetland,Bareland,Forest,Forest
7299,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7300,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7301,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7302,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
7303,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
7304,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7305,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
7306,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7307,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7308,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7309,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7310,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7311,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7312,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7313,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7314,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7315,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
7316,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7317,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
7318,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
7319,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7320,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
7321,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7322,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
7323,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
7324,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7325,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7326,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7327,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7328,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
7329,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7330,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7331,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7332,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7333,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7334,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7335,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7336,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7337,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7338,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7339,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7340,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
