Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGR_M_R
6024,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6025,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
6026,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6027,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6028,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6029,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6030,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6031,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6032,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6033,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6034,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6035,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6036,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6037,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6038,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6039,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6040,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6041,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6042,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
6043,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
6044,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6045,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
6046,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
6047,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6048,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6049,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6050,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6051,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6052,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6053,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6054,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6055,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6056,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6057,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6058,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6059,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6060,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6061,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6062,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6063,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6064,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6065,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
6066,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
6067,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6068,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6069,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
6070,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6071,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6072,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6073,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6074,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6075,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6076,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6077,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6078,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6079,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
6080,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
6081,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6082,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6083,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6084,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6085,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6086,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6087,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6088,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6089,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6090,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6091,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
6092,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6093,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6094,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6095,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6096,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6097,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6098,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6099,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6100,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6101,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6102,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6103,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6104,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6105,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6106,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6107,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6108,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6109,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6110,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6111,Cropland,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Forest
6112,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6113,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6114,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
6115,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6116,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6117,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6118,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6119,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6120,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6121,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6122,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
6123,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6124,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6125,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6126,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6127,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6128,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6129,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6130,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
6131,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6132,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
6133,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
6134,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6135,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6136,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6137,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6138,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6139,Cropland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6140,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6141,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
6142,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6143,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6144,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6145,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6146,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6147,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6148,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6149,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6150,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6151,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6152,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6153,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6154,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6155,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6156,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6157,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6158,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6159,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6160,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6161,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6162,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6163,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6164,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6165,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6166,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6167,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6168,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6169,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6170,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6171,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6172,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6173,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6174,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6175,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6176,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6177,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6178,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6179,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6180,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6181,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6182,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6183,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6184,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6185,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6186,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6187,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6188,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6189,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6190,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6191,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6192,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6193,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6194,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6195,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6196,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6197,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6198,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6199,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6200,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6201,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6202,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6203,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6204,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6205,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6206,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6207,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6208,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6209,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6210,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6211,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6212,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6213,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6214,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6215,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6216,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6217,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6218,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6219,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6220,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6221,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6222,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6223,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6224,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6225,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6226,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6227,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6228,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6229,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6230,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6231,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6232,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6233,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6234,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6235,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6236,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6237,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6238,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6239,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6240,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6241,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6242,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6243,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6244,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6245,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6246,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6247,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
6248,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
6249,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6250,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6251,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
6252,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6253,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6254,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6255,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
6256,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6257,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6258,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6259,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6260,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6261,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6262,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6263,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6264,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6265,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6266,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6267,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6268,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6269,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6270,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6271,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6272,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6273,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6274,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6275,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6276,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6277,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6278,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6279,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6280,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6281,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6282,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6283,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6284,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6285,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6286,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6287,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6288,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6289,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6290,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6291,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6292,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6293,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6294,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6295,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6296,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6297,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6298,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6299,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6300,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6301,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6302,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6303,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6304,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6305,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6306,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6307,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6308,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6309,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6310,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6311,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6312,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6313,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6314,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6315,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6316,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6317,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6318,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6319,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6320,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6321,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6322,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6323,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6324,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6325,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6326,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
6327,Cropland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
6328,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
6329,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
