Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPK_M_R
1137,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
1138,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1139,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
1140,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1141,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1142,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1143,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1144,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1145,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1146,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1147,NULL,Cropland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1148,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1149,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1150,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1151,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1152,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1153,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1154,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1155,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1156,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1157,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1158,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1159,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1160,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1161,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1162,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1163,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1164,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1165,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1166,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1167,NULL,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1168,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1169,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1170,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1171,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1172,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1173,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1174,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1175,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1176,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1177,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1178,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1179,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1180,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1181,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1182,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
1183,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1184,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1185,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1186,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1187,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
1188,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1189,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1190,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1191,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1192,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1193,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1194,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1195,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1196,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1197,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1198,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1199,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1200,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1201,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1202,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1203,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1204,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1205,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1206,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1207,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1208,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1209,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1210,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1211,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
1212,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1213,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1214,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1215,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1216,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1217,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1218,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1219,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1220,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1221,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1222,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1223,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Water
1224,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1225,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1226,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1227,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1228,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1229,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1230,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1231,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1232,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1233,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1234,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1235,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1236,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1237,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1238,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1239,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1240,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1241,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1242,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1243,NULL,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1244,NULL,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1245,NULL,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1246,NULL,Wetland,Water,NULL,Water,NULL,NULL,Forest
1247,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1248,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1249,NULL,Wetland,Water,Non_Water,Water,Wetland,Forest,Grassland
1250,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
1251,NULL,Wetland,Water,Water,Water,NULL,NULL,Bareland
1252,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
1253,NULL,Wetland,Water,Water,Water,Wetland,Grassland,Water
1254,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
1255,NULL,Wetland,Water,Water,Water,Wetland,Forest,Forest
1256,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
1257,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1258,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1259,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1260,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1261,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1262,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1263,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1264,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1265,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1266,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1267,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1268,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1269,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1270,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1271,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Forest,Forest
1272,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1273,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1274,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1275,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1276,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1277,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1278,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1279,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1280,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1281,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1282,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1283,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1284,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1285,NULL,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1286,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1287,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1288,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1289,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1290,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1291,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1292,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1293,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1294,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1295,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1296,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Wetland
1297,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1298,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
1299,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1300,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1301,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1302,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1303,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1304,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1305,NULL,Bareland,Water,NULL,Water,NULL,NULL,Forest
1306,NULL,Bareland,Water,NULL,Water,Bareland,NULL,Bareland
1307,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1308,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1309,NULL,Bareland,Water,Water,Water,NULL,NULL,Grassland
1310,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
1311,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
1312,NULL,Bareland,Water,Water,Water,Water,Water,Wetland
1313,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1314,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1315,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1316,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1317,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1318,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1319,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1320,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1321,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1322,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1323,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1324,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1325,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1326,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1327,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1328,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1329,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1330,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1331,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1332,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1333,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1334,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1335,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1336,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1337,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1338,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1339,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1340,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1341,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1342,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1343,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1344,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1345,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1346,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1347,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1348,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1349,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1350,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1351,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1352,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1354,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1355,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1356,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1357,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1358,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1359,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1360,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
1361,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1362,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1363,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1364,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
1365,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1366,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1367,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1368,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1369,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1370,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1371,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1372,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1373,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1374,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1375,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1376,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1377,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1378,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1379,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1380,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1381,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1382,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1383,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1384,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1385,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1386,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1387,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1388,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1389,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1390,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1391,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1392,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1393,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1394,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1395,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1396,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1397,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Water
1398,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1399,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1400,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1401,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1402,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1403,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1404,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1405,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1406,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1407,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1408,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1409,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1410,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
1411,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1412,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1413,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
1414,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1415,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1416,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1417,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1418,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1419,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1420,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1421,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1422,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1423,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1424,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1425,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1426,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1427,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1428,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1429,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1430,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1431,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1432,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1433,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1434,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1435,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1436,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1437,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1438,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1439,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1440,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1441,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1442,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1443,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1444,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1445,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1446,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1447,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
1448,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1449,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1450,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1451,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1452,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1453,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1454,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
1455,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1456,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1457,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1458,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1459,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
