Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYM_M_R
1835,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1836,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1837,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1838,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1839,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1840,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1841,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1842,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1843,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1844,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1845,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1846,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1847,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1848,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1849,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1850,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1851,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1852,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1853,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1854,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1855,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1856,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1857,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1858,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1859,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1860,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1861,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1862,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1863,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1864,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1865,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1866,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1867,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1868,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1869,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1870,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1871,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1872,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1873,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1874,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1875,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1876,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1877,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1878,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1879,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1880,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1881,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1882,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1883,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1884,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1885,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1886,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1887,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1888,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1889,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1890,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1891,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1892,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1893,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1894,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1895,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1896,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1897,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1898,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1899,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1900,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1901,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1902,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1903,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1904,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1905,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1906,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1907,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1908,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1909,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1910,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
1911,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1912,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
1913,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Forest
1914,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1915,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
1916,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1917,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
1918,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
1919,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
1920,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
1921,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
1922,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Forest
1923,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1924,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1925,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1926,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1927,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1928,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1929,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1930,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1931,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1932,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1933,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1934,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1935,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1936,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1937,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1938,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1939,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1940,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1941,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1942,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1943,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1944,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1945,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1946,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1947,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1948,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
1949,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1950,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1951,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1952,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1953,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1954,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1955,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1956,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1957,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1958,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1959,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1960,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1961,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1962,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1963,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1964,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1965,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1966,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1967,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1968,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1969,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1970,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1971,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1972,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1973,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1974,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1975,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1976,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1977,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1978,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1979,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1980,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1981,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1982,Grassland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1983,Grassland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1984,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1985,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1986,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1987,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1988,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1989,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1990,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1991,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1992,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1993,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1994,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1995,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1996,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1997,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1998,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1999,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2000,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2001,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2002,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2003,Grassland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2004,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2005,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2006,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2007,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2008,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2009,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2010,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2011,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2012,Grassland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2013,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2014,Grassland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2015,Grassland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2016,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2017,Grassland,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2018,Grassland,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2019,Grassland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2020,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2021,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2022,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2023,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2024,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2025,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2026,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2027,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2028,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2029,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2030,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2031,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2032,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2033,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2034,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2035,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2036,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2037,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2038,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2039,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2040,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2041,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2042,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2043,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2044,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2045,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2046,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2047,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2048,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2049,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2050,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2051,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2052,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2053,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2054,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2055,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2056,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2057,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
2058,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2059,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2060,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2061,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2062,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2063,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2064,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2065,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2066,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2067,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2068,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2069,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2070,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2071,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2072,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2073,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2074,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2075,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2076,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2077,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2078,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2079,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2080,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2081,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2082,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2083,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2084,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2085,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2086,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2087,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2088,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2089,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2090,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2091,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2092,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2093,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2094,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2095,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2096,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2097,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2098,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2099,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2100,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2101,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2102,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
2103,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2104,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2105,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2106,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2107,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2108,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2109,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2110,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2111,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2112,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
2113,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2114,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2115,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2116,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2117,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2118,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2119,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2120,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2121,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2122,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2123,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2124,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2125,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2126,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2127,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
