Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHL_M_R
5151,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5152,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
5153,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
5154,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5155,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5156,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5157,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5158,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5159,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
5160,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5161,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5162,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5163,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5164,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5165,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5166,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5167,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5168,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5169,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
5170,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
5171,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
5172,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
5173,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
5174,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
5175,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
5176,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
5177,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
5178,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5179,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
5180,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
5181,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
5182,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5183,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
5184,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
5185,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
5186,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5187,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
5188,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
5189,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
5190,Water,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
5191,Water,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
5192,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
5193,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
5194,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Forest
5195,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
5196,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
5197,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5198,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
5199,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5200,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
5201,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5202,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5203,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
5204,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5205,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5206,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5207,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
5208,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5209,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5210,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5211,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
5212,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5213,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5214,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5215,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
5216,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
5217,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5218,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
5219,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5220,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
5221,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
5222,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
5223,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
5224,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
5225,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5226,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5227,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5228,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5229,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
5230,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
5231,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5232,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
5233,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5234,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
5235,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5236,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
5237,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5238,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5239,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
5240,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5241,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5242,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5243,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
5244,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5245,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5246,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5247,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
5248,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5249,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
5250,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
5251,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5252,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
5253,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5254,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5255,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5256,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5257,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5258,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5259,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
5260,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5261,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5262,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
5263,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
5264,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5265,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5266,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
5267,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
5268,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
5269,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Water
5270,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
5271,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5272,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
5273,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
5274,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
5275,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
5276,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
5277,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
5278,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5279,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
5280,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5281,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5282,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
5283,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
5284,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5285,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5286,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5287,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
5288,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5289,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
5290,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5291,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5292,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5293,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
5294,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5295,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
5296,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
5297,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
5298,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5299,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
5300,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
5301,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
5302,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5303,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5304,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5305,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
5306,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
5307,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
5308,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5309,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
5310,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5311,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
5312,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
5313,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5314,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
5315,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
5316,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
5317,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
5318,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
5319,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
5320,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5321,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
5322,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,NULL
5323,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
5324,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
5325,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5326,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
5327,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
5328,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
5329,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
5330,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
5331,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
5332,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
5333,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
5334,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
5335,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
5336,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
5337,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
5338,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
5339,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
5340,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
5341,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
5342,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
5343,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
5344,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5345,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
5346,Water,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Forest
5347,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5348,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5349,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5350,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5351,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5352,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
5353,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5354,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
5355,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
5356,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5357,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5358,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
5359,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5360,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
5361,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
5362,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
5363,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
5364,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5365,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5366,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5367,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5368,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5369,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5370,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
5371,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5372,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
5373,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5374,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5375,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5376,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5377,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
5378,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5379,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
5380,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
5381,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
5382,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5383,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
5384,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
5385,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
5386,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
5387,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5388,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
5389,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
5390,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5391,Water,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Bareland
5392,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
5393,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
5394,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
5395,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
5396,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
5397,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
5398,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Forest,Forest
5399,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
5400,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Shrubland,Grassland
5401,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
5402,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Forest
5403,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
5404,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
5405,Water,NULL,Cropland,Water,Non_Wetland,Built-up,Water,Water
5406,Water,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Bareland
5407,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
5408,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
5409,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
5410,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
5411,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
5412,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
5413,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
5414,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
5415,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
5416,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
5417,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
5418,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
5419,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
5420,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
5421,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5422,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
5423,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5424,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
5425,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
5426,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5427,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
5428,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
5429,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
5430,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
5431,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
5432,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
5433,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
5434,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
5435,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
5436,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
5437,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
5438,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
5439,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
5440,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
5441,Water,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
5442,Water,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
5443,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
5444,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
5445,Water,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Bareland
5446,Water,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
5447,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
5448,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Shrubland,Grassland
5449,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5450,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5451,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
5452,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
5453,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5454,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Built-up
5455,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Forest,Forest
5456,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Shrubland,Built-up
5457,Water,NULL,Water,NULL,Water,NULL,Shrubland,Water
5458,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
5459,Water,NULL,Water,NULL,Water,NULL,Grassland,Water
5460,Water,NULL,Water,NULL,Water,NULL,Water,Water
5461,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
5462,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
5463,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
5464,Water,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
5465,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
5466,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Bareland
5467,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Water
5468,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
5469,Water,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
5470,Water,NULL,Water,NULL,Water,Shrubland,Water,Grassland
5471,Water,NULL,Water,NULL,Water,Shrubland,Water,Wetland
5472,Water,NULL,Water,NULL,Water,Shrubland,Water,Water
5473,Water,NULL,Water,NULL,Water,Shrubland,Forest,Forest
5474,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
5475,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
5476,Water,NULL,Water,NULL,Water,Grassland,Water,Water
5477,Water,NULL,Water,NULL,Water,Wetland,Shrubland,NULL
