Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNM_M_R
1715,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1716,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1717,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1718,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1719,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1720,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1721,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1722,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1723,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1724,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1725,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1726,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1727,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1728,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1729,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1730,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1731,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1732,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1733,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1734,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1735,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1736,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1737,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1738,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1739,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1740,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1741,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1742,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1743,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1744,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1745,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1746,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1747,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
