Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXR_M_R
7910,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7911,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
7912,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7913,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7914,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7915,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
7916,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
7917,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7918,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7919,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
7920,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
7921,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
7922,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
7923,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
7924,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7925,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
7926,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7927,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7928,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
7929,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
7930,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
7931,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Bareland
7932,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Cropland
7933,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
7934,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
7935,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
7936,Bareland,Cropland,Water,NULL,Water,Grassland,Water,Water
7937,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Cropland
7938,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
7939,Bareland,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
7940,Bareland,Cropland,Water,NULL,Water,Bareland,Bareland,Forest
7941,Bareland,Cropland,Water,NULL,Water,Bareland,Built-up,Water
7942,Bareland,Cropland,Water,NULL,Water,Bareland,Water,Bareland
7943,Bareland,Cropland,Water,NULL,Water,Built-up,Built-up,Grassland
7944,Bareland,Cropland,Water,NULL,Water,Built-up,Built-up,Cropland
7945,Bareland,Cropland,Water,NULL,Water,Built-up,Built-up,Bareland
7946,Bareland,Cropland,Water,NULL,Water,Built-up,Built-up,Built-up
7947,Bareland,Cropland,Water,NULL,Water,Water,NULL,Cropland
7948,Bareland,Cropland,Water,NULL,Water,Water,Water,Bareland
7949,Bareland,Cropland,Water,NULL,Water,Water,Water,Water
7950,Bareland,Cropland,Water,Water,Water,Grassland,Water,Water
7951,Bareland,Cropland,Water,Water,Water,Bareland,Water,Bareland
7952,Bareland,Cropland,Water,Water,Water,Water,Water,Bareland
7953,Bareland,Cropland,Water,Water,Water,Water,Water,Water
7954,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7955,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7956,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7957,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7958,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7959,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
7960,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
7961,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7962,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7963,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7964,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7965,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7966,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7967,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7968,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Water
7969,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7970,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7971,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7972,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
7973,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7974,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
7975,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7976,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
7977,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
7978,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
7979,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Built-up
7980,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
7981,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
7982,Bareland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Bareland
7983,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
7984,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7985,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
7986,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
7987,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7988,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
7989,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
7990,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7991,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7992,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
7993,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
7994,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7995,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Water
7996,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
7997,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7998,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7999,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8000,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8001,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8002,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8003,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8004,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8005,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8006,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
8007,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8008,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8009,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
8010,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8011,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
8012,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8013,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8014,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
8015,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8016,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8017,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
8018,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
8019,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
8020,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
8021,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
8022,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
8023,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
8024,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
8025,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Grassland
8026,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Bareland
8027,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Water
8028,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Water
8029,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
8030,Bareland,Bareland,Water,Water,Water,Water,NULL,Water
8031,Bareland,Bareland,Water,Water,Water,Water,Water,Water
8032,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8033,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8034,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
8035,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Water
8036,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8037,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8038,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8039,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8040,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8041,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8042,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8043,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8044,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8045,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8046,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8047,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8048,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8049,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8050,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8051,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8052,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8053,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8054,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8055,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
8056,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
8057,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8058,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
8059,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8060,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
8061,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8062,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8063,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8064,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8065,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8066,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
8067,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8068,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
8069,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8070,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8071,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8072,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8073,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
8074,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
8075,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
8076,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8077,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8078,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8079,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8080,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8081,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8082,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8083,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8084,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8085,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
8086,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8087,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8088,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8089,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
8090,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8091,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8092,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Bareland
8093,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
8094,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Cropland
8095,Bareland,Built-up,Water,NULL,Water,Cropland,NULL,Cropland
8096,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
8097,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
8098,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
8099,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
8100,Bareland,Built-up,Water,NULL,Water,Bareland,Water,Grassland
8101,Bareland,Built-up,Water,NULL,Water,Bareland,Water,Bareland
8102,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8103,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8104,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8105,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
8106,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8107,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
8108,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8109,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
8110,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8111,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8112,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8113,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8114,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
8115,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8116,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
8117,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
8118,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
8119,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
8120,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
8121,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
8122,Bareland,Water,Wetland,Water,Wetland,Water,Grassland,Water
8123,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
8124,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
8125,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
8126,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
8127,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
8128,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
8129,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8130,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
8131,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
8132,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
8133,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
8134,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
8135,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Forest
8136,Bareland,Water,Water,NULL,Water,Bareland,Water,Grassland
8137,Bareland,Water,Water,NULL,Water,Bareland,Water,Bareland
8138,Bareland,Water,Water,NULL,Water,Bareland,Water,Built-up
8139,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
8140,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Water
8141,Bareland,Water,Water,Water,Water,Bareland,Water,Bareland
8142,Bareland,Water,Water,Water,Water,Bareland,Water,Water
8143,Bareland,Water,Water,Water,Water,Bareland,Water,Forest
8144,Bareland,Water,Water,Water,Water,Water,NULL,Water
8145,Bareland,Water,Water,Water,Water,Water,Grassland,Water
8146,Bareland,Water,Water,Water,Water,Water,Water,Water
8147,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8148,Bareland,Forest,Wetland,Water,Wetland,Water,Grassland,Water
8149,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
8150,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
8151,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
8152,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
8153,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
8154,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
8155,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8156,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8157,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
8158,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8159,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8160,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8161,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8162,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8163,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8164,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8165,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8166,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8167,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
8168,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
8169,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
8170,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
8171,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
8172,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
8173,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
8174,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
8175,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
8176,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8177,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
8178,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8179,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
8180,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
8181,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
8182,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
8183,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
8184,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8185,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8186,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
8187,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
8188,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
8189,Water,NULL,Water,NULL,Water,NULL,NULL,Water
8190,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
8191,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
8192,Water,NULL,Water,NULL,Water,Grassland,NULL,Bareland
8193,Water,NULL,Water,NULL,Water,Grassland,NULL,Water
8194,Water,NULL,Water,NULL,Water,Wetland,NULL,Water
8195,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
8196,Water,NULL,Water,NULL,Water,Bareland,Water,Water
8197,Water,NULL,Water,NULL,Water,Water,Grassland,Water
8198,Water,NULL,Water,NULL,Water,Water,Water,Water
8199,Water,NULL,Water,Non_Water,Water,Water,Water,Water
8200,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
8201,Water,NULL,Water,Water,Water,NULL,NULL,Forest
8202,Water,NULL,Water,Water,Water,NULL,Water,Grassland
8203,Water,NULL,Water,Water,Water,Grassland,Grassland,NULL
8204,Water,NULL,Water,Water,Water,Grassland,Water,Water
8205,Water,NULL,Water,Water,Water,Grassland,Water,Forest
8206,Water,NULL,Water,Water,Water,Water,NULL,Water
8207,Water,NULL,Water,Water,Water,Water,Water,Wetland
8208,Water,NULL,Water,Water,Water,Water,Water,Water
8209,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8210,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8211,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8212,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8213,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8214,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8215,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
8216,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8217,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8218,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
8219,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
8220,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8221,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8222,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8223,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
8224,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
8225,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8226,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8227,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8228,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
8229,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
8230,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8231,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
8232,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
8233,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
8234,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
8235,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
8236,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
8237,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
