Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKP_M_R
2268,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,Wetland
2269,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,Water
2270,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL
2271,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
2272,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
2273,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
2274,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest
2275,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
2276,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland
2277,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
2278,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland
2279,Forest,NULL,NULL,Water,Non_Wetland,NULL,Forest
2280,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
2281,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
2282,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
2283,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
2284,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
2285,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
2286,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
2287,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
2288,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
2289,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2290,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2291,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2292,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2293,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
2294,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
2295,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
2296,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water
2297,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
2298,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
2299,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
2300,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
2301,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
2302,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
2303,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
2304,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water
2305,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
2306,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
2307,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2308,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2309,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
2310,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL
2311,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
2312,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Cropland
2313,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
2314,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
2315,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Water
2316,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Forest
2317,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
2318,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
2319,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
2320,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
2321,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
2322,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
2323,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
2324,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2325,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
2326,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
2327,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
2328,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Cropland
2329,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
2330,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
2331,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest
2332,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL
2333,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland
2334,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland
2335,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland
2336,Forest,NULL,Wetland,NULL,Wetland,NULL,Water
2337,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest
2338,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
2339,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
2340,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
2341,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
2342,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water
2343,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest
2344,Forest,NULL,Wetland,Water,Wetland,NULL,NULL
2345,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland
2346,Forest,NULL,Wetland,Water,Wetland,NULL,Cropland
2347,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland
2348,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland
2349,Forest,NULL,Wetland,Water,Wetland,NULL,Water
2350,Forest,NULL,Wetland,Water,Wetland,NULL,Forest
2351,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL
2352,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
2353,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
2354,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
2355,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
2356,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2357,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland
2358,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
2359,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
2360,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
2361,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland
2362,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
2363,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Forest
2364,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
2365,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
2366,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
2367,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
2368,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
2369,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
2370,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland
2371,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest
2372,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
2373,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Wetland
2374,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Forest
2375,Forest,NULL,Water,NULL,Water,NULL,Grassland
2376,Forest,NULL,Water,NULL,Water,NULL,Wetland
2377,Forest,NULL,Water,NULL,Water,NULL,Forest
2378,Forest,NULL,Water,Non_Water,Water,NULL,Grassland
2379,Forest,NULL,Water,Non_Water,Water,NULL,Wetland
2380,Forest,NULL,Water,Non_Water,Water,NULL,Forest
2381,Forest,NULL,Water,Water,Water,NULL,Grassland
2382,Forest,NULL,Water,Water,Water,NULL,Wetland
2383,Forest,NULL,Water,Water,Water,NULL,Bareland
2384,Forest,NULL,Water,Water,Water,NULL,Water
2385,Forest,NULL,Water,Water,Water,NULL,Forest
2386,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL
2387,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
2388,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
2389,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
2390,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
2391,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up
2392,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water
2393,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest
2394,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL
2395,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
2396,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
2397,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
2398,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
2399,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
2400,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland
2401,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland
2402,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water
2403,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest
2404,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
2405,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest
2406,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL
2407,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2408,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
2409,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
2410,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
2411,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
2412,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL
2413,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
2414,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
2415,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
2416,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Forest
2417,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
2418,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
2419,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
2420,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland
2421,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland
2422,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest
2423,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
2424,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Forest
2425,Forest,Cropland,Wetland,Water,Wetland,NULL,Grassland
2426,Forest,Cropland,Wetland,Water,Wetland,NULL,Wetland
2427,Forest,Cropland,Wetland,Water,Wetland,NULL,Bareland
2428,Forest,Cropland,Wetland,Water,Wetland,NULL,Water
2429,Forest,Cropland,Wetland,Water,Wetland,NULL,Forest
2430,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
2431,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
2432,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest
2433,Forest,Cropland,Water,Water,Water,NULL,Bareland
2434,Forest,Cropland,Water,Water,Water,NULL,Water
2435,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
2436,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
2437,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
2438,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Forest
2439,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
2440,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland
2441,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
2442,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
2443,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland
2444,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest
2445,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
2446,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2447,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
2448,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
2449,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2450,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2451,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2452,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
2453,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
2454,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
2455,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
2456,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
2457,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
2458,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
2459,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
2460,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2461,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2462,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
2463,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
2464,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
2465,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Water
2466,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
2467,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
2468,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
2469,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
2470,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2471,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
2472,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
2473,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Wetland
2474,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
2475,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL
2476,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland
2477,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland
2478,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland
2479,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water
2480,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest
2481,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
2482,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
2483,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water
2484,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
2485,Forest,Wetland,Wetland,Water,Wetland,NULL,Grassland
2486,Forest,Wetland,Wetland,Water,Wetland,NULL,Cropland
2487,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland
2488,Forest,Wetland,Wetland,Water,Wetland,NULL,Bareland
2489,Forest,Wetland,Wetland,Water,Wetland,NULL,Water
2490,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest
2491,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
2492,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland
2493,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest
2494,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2495,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland
2496,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Forest
2497,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
2498,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland
2499,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Forest
2500,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
2501,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland
2502,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
2503,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
2504,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Forest
2505,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,Grassland
2506,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,Wetland
2507,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,Forest
2508,Forest,Wetland,Water,NULL,Water,NULL,Grassland
2509,Forest,Wetland,Water,NULL,Water,NULL,Wetland
2510,Forest,Wetland,Water,NULL,Water,NULL,Water
2511,Forest,Wetland,Water,NULL,Water,NULL,Forest
2512,Forest,Wetland,Water,Non_Water,Water,NULL,Grassland
2513,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland
2514,Forest,Wetland,Water,Non_Water,Water,NULL,Water
2515,Forest,Wetland,Water,Non_Water,Water,NULL,Forest
2516,Forest,Wetland,Water,Water,Water,NULL,Grassland
2517,Forest,Wetland,Water,Water,Water,NULL,Wetland
2518,Forest,Wetland,Water,Water,Water,NULL,Bareland
2519,Forest,Wetland,Water,Water,Water,NULL,Water
2520,Forest,Wetland,Water,Water,Water,NULL,Forest
2521,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
2522,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
2523,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
2524,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water
2525,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
2526,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
2527,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
2528,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
2529,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
2530,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
2531,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
2532,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water
2533,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest
2534,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2535,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2536,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
2537,Forest,Bareland,Wetland,Water,Wetland,NULL,Grassland
2538,Forest,Bareland,Wetland,Water,Wetland,NULL,Wetland
2539,Forest,Bareland,Wetland,Water,Wetland,NULL,Bareland
2540,Forest,Bareland,Wetland,Water,Wetland,NULL,Water
2541,Forest,Bareland,Wetland,Water,Wetland,NULL,Forest
2542,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
2543,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,Grassland
2544,Forest,Bareland,Water,Non_Water,Water,NULL,Forest
2545,Forest,Bareland,Water,Water,Water,NULL,Grassland
2546,Forest,Bareland,Water,Water,Water,NULL,Bareland
2547,Forest,Bareland,Water,Water,Water,NULL,Forest
2548,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
2549,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
2550,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
2551,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
2552,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
2553,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
2554,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
2555,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
2556,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2557,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
2558,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
2559,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up
2560,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
2561,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland
2562,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest
2563,Forest,Built-up,Wetland,Water,Wetland,NULL,Forest
2564,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
2565,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
2566,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
2567,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
2568,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
2569,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
2570,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
2571,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland
2572,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest
2573,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest
2574,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
2575,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
2576,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
2577,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water
2578,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
2579,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2580,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2581,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
2582,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
2583,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water
2584,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest
2585,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
2586,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
2587,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water
2588,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest
2589,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2590,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
2591,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water
2592,Forest,Water,Grassland,Water,Non_Wetland,NULL,Forest
2593,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
2594,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
2595,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water
2596,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest
2597,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
2598,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water
2599,Forest,Water,Cropland,Water,Non_Wetland,NULL,Forest
2600,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland
2601,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland
2602,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland
2603,Forest,Water,Wetland,NULL,Wetland,NULL,Water
2604,Forest,Water,Wetland,NULL,Wetland,NULL,Forest
2605,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland
2606,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland
2607,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water
2608,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest
2609,Forest,Water,Wetland,Water,Wetland,NULL,Grassland
2610,Forest,Water,Wetland,Water,Wetland,NULL,Wetland
2611,Forest,Water,Wetland,Water,Wetland,NULL,Bareland
2612,Forest,Water,Wetland,Water,Wetland,NULL,Water
2613,Forest,Water,Wetland,Water,Wetland,NULL,Forest
2614,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
2615,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland
2616,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
2617,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water
2618,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest
2619,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest
2620,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest
2621,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest
2622,Forest,Water,Water,NULL,Water,NULL,Grassland
2623,Forest,Water,Water,NULL,Water,NULL,Wetland
2624,Forest,Water,Water,NULL,Water,NULL,Water
2625,Forest,Water,Water,NULL,Water,NULL,Forest
2626,Forest,Water,Water,Non_Water,Water,NULL,Wetland
2627,Forest,Water,Water,Non_Water,Water,NULL,Water
2628,Forest,Water,Water,Non_Water,Water,NULL,Forest
2629,Forest,Water,Water,Water,Water,NULL,Grassland
2630,Forest,Water,Water,Water,Water,NULL,Wetland
2631,Forest,Water,Water,Water,Water,NULL,Water
2632,Forest,Water,Water,Water,Water,NULL,Forest
2633,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland
2634,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland
2635,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland
2636,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water
2637,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest
2638,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
2639,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
2640,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water
2641,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
2642,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland
2643,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland
2644,Forest,Water,Forest,Water,Non_Wetland,NULL,Water
2645,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest
2646,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL
2647,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
2648,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland
2649,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest
2650,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest
2651,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland
2652,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest
2653,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
