Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMV_M_R
16774,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
16775,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
16776,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16777,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
16778,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
16779,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
16780,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
16781,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
16782,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
16783,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
16784,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
16785,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
16786,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
16787,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
16788,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
16789,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
16790,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
16791,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
16792,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
16793,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
16794,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
16795,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
16796,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
16797,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
16798,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
16799,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16800,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
16801,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
16802,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16803,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16804,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16805,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
16806,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16807,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16808,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16809,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
16810,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
16811,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
16812,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16813,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
16814,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
16815,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
16816,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
16817,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
16818,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
16819,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
16820,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
16821,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
16822,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
16823,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
16824,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
16825,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
16826,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
16827,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16828,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
16829,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16830,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
16831,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
16832,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16833,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
16834,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
16835,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
16836,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
16837,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
16838,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
16839,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
16840,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
16841,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Water
16842,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
16843,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
16844,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
16845,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
16846,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
16847,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
16848,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
16849,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16850,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
16851,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
16852,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16853,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
16854,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
16855,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
16856,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16857,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16858,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
16859,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
16860,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
16861,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
16862,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
16863,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Cropland
16864,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
16865,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
16866,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Built-up
16867,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
16868,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
16869,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
16870,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
16871,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
16872,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
16873,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
16874,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
16875,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
16876,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
16877,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16878,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16879,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
16880,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16881,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
16882,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16883,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
16884,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
16885,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
16886,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
16887,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
16888,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
16889,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16890,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
16891,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
16892,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
16893,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
16894,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
16895,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
16896,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
16897,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
16898,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
16899,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
16900,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16901,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
16902,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
16903,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
16904,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
16905,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
16906,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
16907,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
16908,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
16909,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
16910,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
16911,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
16912,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
16913,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
16914,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
16915,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
16916,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
16917,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
16918,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
16919,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
16920,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
16921,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
16922,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
16923,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
16924,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
16925,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
16926,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
16927,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
16928,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
16929,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
16930,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
16931,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
16932,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
16933,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
16934,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
16935,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
16936,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
16937,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
16938,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
16939,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
16940,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
16941,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
16942,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
16943,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
16944,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
16945,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
16946,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Bareland
16947,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
16948,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
16949,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
16950,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
16951,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
16952,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16953,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
16954,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
16955,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
16956,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16957,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
16958,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
16959,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
16960,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
16961,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
16962,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
16963,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
16964,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
16965,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
16966,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16967,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
16968,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16969,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16970,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16971,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
16972,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
16973,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16974,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
16975,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
16976,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
16977,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
16978,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
16979,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
16980,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
16981,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
16982,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
16983,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16984,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16985,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
16986,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
16987,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
16988,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
16989,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
16990,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
16991,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
16992,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
16993,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
16994,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
16995,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
16996,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
16997,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
16998,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
16999,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
17000,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
17001,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
17002,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
17003,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
17004,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Water
17005,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
17006,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
17007,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
17008,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
17009,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
17010,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
17011,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
17012,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Cropland
17013,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
17014,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
17015,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
17016,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
17017,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
17018,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
17019,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
17020,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
17021,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
17022,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
17023,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
17024,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
17025,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
17026,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
17027,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
17028,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
17029,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
17030,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
17031,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
17032,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
17033,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
17034,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
17035,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
17036,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
17037,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
17038,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
17039,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
17040,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
17041,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
17042,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Water
17043,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
17044,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
17045,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
17046,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
17047,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
17048,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
17049,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
17050,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
17051,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
17052,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
17053,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
17054,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
17055,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,NULL
17056,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
17057,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
17058,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
17059,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Water
17060,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
17061,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
17062,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
17063,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
17064,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
17065,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
17066,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
17067,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
17068,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
17069,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
17070,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
17071,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
17072,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
17073,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
17074,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
17075,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
17076,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
17077,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
17078,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
17079,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
17080,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
17081,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
17082,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
17083,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
17084,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
