Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQH_M_R
4566,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4567,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4568,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
4569,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4570,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4571,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4572,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Water
4573,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Forest
4574,Grassland,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
4575,Grassland,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
4576,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4577,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4578,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4579,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4580,Grassland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4581,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4582,Grassland,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
4583,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4584,Grassland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
4585,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
4586,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
4587,Grassland,Water,Wetland,Water,Wetland,Water,Water,Forest
4588,Grassland,Water,Water,NULL,Water,NULL,Grassland,Forest
4589,Grassland,Water,Water,NULL,Water,NULL,Water,Forest
4590,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
4591,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Forest
4592,Grassland,Water,Water,NULL,Water,Grassland,Water,Grassland
4593,Grassland,Water,Water,NULL,Water,Grassland,Water,Water
4594,Grassland,Water,Water,NULL,Water,Grassland,Forest,Grassland
4595,Grassland,Water,Water,NULL,Water,Wetland,Forest,Wetland
4596,Grassland,Water,Water,NULL,Water,Water,Grassland,Water
4597,Grassland,Water,Water,NULL,Water,Water,Wetland,Grassland
4598,Grassland,Water,Water,NULL,Water,Water,Wetland,Wetland
4599,Grassland,Water,Water,NULL,Water,Water,Wetland,Water
4600,Grassland,Water,Water,NULL,Water,Water,Water,Wetland
4601,Grassland,Water,Water,NULL,Water,Water,Water,Water
4602,Grassland,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
4603,Grassland,Water,Water,Non_Water,Water,Water,Wetland,Water
4604,Grassland,Water,Water,Water,Water,NULL,Water,Forest
4605,Grassland,Water,Water,Water,Water,Grassland,Water,Grassland
4606,Grassland,Water,Water,Water,Water,Grassland,Water,Forest
4607,Grassland,Water,Water,Water,Water,Wetland,Grassland,Water
4608,Grassland,Water,Water,Water,Water,Water,Wetland,Grassland
4609,Grassland,Water,Water,Water,Water,Water,Wetland,Water
4610,Grassland,Water,Water,Water,Water,Water,Water,Grassland
4611,Grassland,Water,Water,Water,Water,Water,Water,Wetland
4612,Grassland,Water,Water,Water,Water,Water,Water,Water
4613,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4614,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4615,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4616,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4617,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4618,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
4619,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4620,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4621,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4622,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4623,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
4624,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
4625,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4626,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4627,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4628,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4629,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4630,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4631,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4632,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4633,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4634,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4635,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4636,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4637,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
4638,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4639,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4640,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4641,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4642,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4643,Grassland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4644,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4645,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
4646,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4647,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4648,Grassland,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4649,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4650,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
4651,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4652,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4653,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4654,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4655,Grassland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
4656,Grassland,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
4657,Grassland,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4658,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4659,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
4660,Grassland,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
4661,Grassland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4662,Grassland,Water,Forest,Water,Non_Wetland,Water,Water,Water
4663,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4664,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4665,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4666,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4667,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4668,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4669,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4670,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4671,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4672,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4673,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4674,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4675,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4676,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4677,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4678,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4679,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
4680,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4681,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4682,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4683,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4684,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4685,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4686,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
4687,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4688,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4689,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4690,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4691,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4692,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4693,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4694,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4695,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4696,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4697,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4698,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4699,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4700,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4701,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4702,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4703,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4704,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4705,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4706,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4707,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4708,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
4709,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4710,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
4711,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4712,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
4713,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4714,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Grassland
4715,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4716,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4717,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4718,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4719,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4720,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4721,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4722,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
4723,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4724,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4725,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4726,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4727,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4728,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4729,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4730,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
4731,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4732,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4733,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4734,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4735,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4736,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4737,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4738,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4739,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4740,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4741,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4742,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4743,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4744,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4745,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
4746,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4747,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
4748,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
4749,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4750,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4751,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
4752,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4753,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4754,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4755,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
4756,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4757,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4758,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4759,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4760,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4761,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
4762,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
4763,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4764,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4765,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4766,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4767,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
4768,Grassland,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
4769,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
4770,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4771,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4772,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
4773,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
4774,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4775,Grassland,Forest,Wetland,Water,Wetland,Grassland,Forest,Wetland
4776,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4777,Grassland,Forest,Water,NULL,Water,NULL,Wetland,Forest
4778,Grassland,Forest,Water,NULL,Water,Grassland,Grassland,Forest
4779,Grassland,Forest,Water,NULL,Water,Grassland,Forest,Grassland
4780,Grassland,Forest,Water,Non_Water,Water,Wetland,Forest,Wetland
4781,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Grassland
4782,Grassland,Forest,Water,Water,Water,Grassland,Forest,Grassland
4783,Grassland,Forest,Water,Water,Water,Grassland,Forest,Wetland
4784,Grassland,Forest,Water,Water,Water,Water,Wetland,Forest
4785,Grassland,Forest,Water,Water,Water,Water,Water,Water
4786,Grassland,Forest,Water,Water,Water,Water,Forest,Wetland
4787,Grassland,Forest,Water,Water,Water,Water,Forest,Water
4788,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4789,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4790,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4791,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4792,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4793,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4794,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4795,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
4796,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4797,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4798,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4799,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4800,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4801,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4802,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4803,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4804,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4805,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4806,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4807,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4808,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4809,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4810,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4811,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4812,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4813,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4814,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4815,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4816,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4817,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4818,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4819,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4820,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4821,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4822,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4823,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4824,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4825,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4826,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4827,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4828,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
4829,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Wetland
4830,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4831,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4832,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4833,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
4834,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4835,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4836,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4837,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4838,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4839,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4840,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4841,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4842,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4843,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
4844,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4845,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4846,Grassland,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4847,Grassland,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4848,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4849,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4850,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4851,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4852,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4853,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4854,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4855,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4856,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4857,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4858,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4859,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4860,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4861,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4862,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4863,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4864,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4865,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4866,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4867,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4868,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4869,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4870,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
