Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUR_M_R
1622,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1623,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1624,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1625,Grassland,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
1626,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1627,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1628,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1629,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1630,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1631,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1632,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1633,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1634,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1635,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1636,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1637,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1638,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1639,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1640,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1641,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
1642,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1643,Grassland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1644,Grassland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1645,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1646,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1647,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1648,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1649,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1650,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1651,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1652,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1653,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1654,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1655,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1656,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1657,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1658,Grassland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1659,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1660,Grassland,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1661,Grassland,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
1662,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1663,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1664,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1665,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1666,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1667,Grassland,Forest,Water,Water,Water,Grassland,Water,Grassland
1668,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
1669,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1670,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1671,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1672,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1673,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1674,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1675,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1676,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1677,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1678,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1679,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1680,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1681,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1682,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1683,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1684,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1685,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1686,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1687,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1688,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1689,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1690,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1691,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1692,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1693,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1694,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1695,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1696,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1697,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1698,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1699,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1700,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1701,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1702,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1703,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1704,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1705,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1706,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1707,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1708,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1709,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1710,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1711,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1712,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1713,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1714,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1715,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1716,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1717,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1718,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1719,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1720,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1721,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1722,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1723,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1724,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1725,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1726,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1727,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1728,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1729,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1730,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1731,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1732,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1733,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1734,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1735,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1736,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1737,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1738,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1739,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1740,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1741,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1742,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1743,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1744,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1745,Cropland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1746,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1747,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1748,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1749,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1750,Cropland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1751,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1752,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1753,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1754,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1755,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1756,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1757,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1758,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1759,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1760,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1761,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1762,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1763,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1764,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1765,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1766,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1767,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1768,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1769,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1770,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1771,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1772,Wetland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1773,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1774,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1775,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1776,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1777,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1778,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1779,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1780,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1781,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1782,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1783,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1784,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1785,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1786,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1787,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1788,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1789,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1790,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1791,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1792,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1793,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1794,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1795,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1796,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1797,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1798,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1799,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1800,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1801,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1802,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1803,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1804,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1805,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1806,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1807,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1808,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1809,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1810,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1811,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1812,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1813,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1814,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1815,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1816,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1817,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1818,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1819,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1820,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1821,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1822,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1823,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1824,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1825,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
1826,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1827,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1828,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1829,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1830,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1831,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1832,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1833,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1834,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1835,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
1836,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1837,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1838,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1839,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1840,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
1841,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Forest
1842,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
1843,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
1844,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
1845,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
1846,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
1847,Wetland,NULL,Water,Water,Water,Water,Wetland,Forest
1848,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
1849,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
1850,Wetland,NULL,Water,Water,Water,Water,Water,Water
1851,Wetland,NULL,Water,Water,Water,Water,Water,Forest
1852,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1853,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1854,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1855,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1856,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1857,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1858,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1859,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1860,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1861,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1862,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1863,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1864,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1865,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1866,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1867,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1868,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1869,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1870,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1871,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1872,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1873,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1874,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1875,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1876,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1877,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1878,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
1879,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
1880,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1881,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1882,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1883,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1884,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1885,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1886,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1887,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1888,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1889,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1890,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1891,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1892,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1893,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1894,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1895,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1896,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1897,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1898,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1899,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
1900,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1901,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1902,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1903,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1904,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1905,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1906,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1907,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1908,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1909,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1910,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1911,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1912,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Grassland
1913,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1914,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1915,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1916,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1917,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1918,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1919,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1920,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1921,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1922,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1923,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1924,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1925,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1926,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1927,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1928,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1929,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1930,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1931,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1932,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1933,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1934,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1935,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1936,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1937,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1938,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1939,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
