Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHC_M_R
2099,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2100,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2101,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2102,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2103,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2104,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2105,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2106,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2107,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2108,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2109,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2110,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2111,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2112,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2113,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2114,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2115,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2116,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2117,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2118,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2119,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2120,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2121,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2122,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2123,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2124,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2125,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2126,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2127,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
2128,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2129,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2130,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2131,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2132,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2133,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2134,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
2135,Water,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
2136,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
2137,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2138,Water,Cropland,Water,Water,Water,NULL,NULL,NULL
2139,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
2140,Water,Cropland,Water,Water,Water,NULL,NULL,Water
2141,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
2142,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2143,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2144,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2145,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2146,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2147,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2148,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
2149,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2150,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2151,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2152,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2153,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2154,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2155,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2156,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2157,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2158,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2159,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2160,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2161,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2162,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2163,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2164,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2165,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2166,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2167,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2168,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2169,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2170,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2171,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2172,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2173,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2174,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2175,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2176,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2177,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2178,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2179,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2180,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2181,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2182,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2183,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2184,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2185,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2186,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2187,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2188,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2189,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2190,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2191,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2192,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2193,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2194,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2195,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2196,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2197,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2198,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2199,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
2200,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2201,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2202,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2203,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2204,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2205,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2206,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2207,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2208,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2209,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2210,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2211,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2212,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2213,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
2214,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2215,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
2216,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2217,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
2218,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2219,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2220,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2221,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2222,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2223,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2224,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2225,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2226,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2227,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2228,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2229,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2230,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2231,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2232,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2233,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2234,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2235,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2236,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2237,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2238,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
2239,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
2240,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
2241,Water,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
2242,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2243,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2244,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
2245,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2246,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2247,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
2248,Water,Wetland,Water,Water,Water,NULL,NULL,Cropland
2249,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
2250,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
2251,Water,Wetland,Water,Water,Water,NULL,NULL,Water
2252,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
2253,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2254,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2255,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2256,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2257,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2258,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2259,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2260,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2261,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2262,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2263,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2264,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2265,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2266,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2267,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
2268,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2269,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2270,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2271,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2272,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2273,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2274,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2275,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2276,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2277,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2278,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2279,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2280,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2281,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2282,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2283,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2284,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2285,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2286,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2287,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2288,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2289,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2290,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2291,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2292,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2293,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2294,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2295,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2296,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2297,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2298,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2299,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2300,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2301,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
2302,Water,Bareland,Water,Water,Water,NULL,NULL,Water
2303,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
2304,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2305,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2306,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2307,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2308,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2309,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2310,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2311,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2312,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2313,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2314,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2315,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2316,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2317,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2318,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2319,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2320,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2321,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2322,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2323,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2324,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2325,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2326,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,NULL
2327,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2328,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2329,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2330,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2331,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2332,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2333,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2334,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2335,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2336,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2337,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2338,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2339,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2340,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2341,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2342,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2343,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2344,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2345,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2346,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2347,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2348,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2349,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2350,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2351,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2352,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2353,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2354,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2355,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2356,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2357,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2358,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2359,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2360,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2361,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2362,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2363,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2364,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2365,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2366,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2367,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2368,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2369,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2370,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2371,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2372,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2373,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2374,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2375,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2376,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2377,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2378,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2379,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2380,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2381,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2382,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2383,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
2384,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2385,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2386,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2387,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2388,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2389,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2390,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2391,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2392,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2393,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2394,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2395,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
2396,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2397,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2398,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2399,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2400,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2401,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2402,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2403,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2404,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2405,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2406,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2407,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2408,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2409,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2410,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2411,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2412,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2413,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2414,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2415,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2416,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2417,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2418,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2419,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2420,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2421,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2422,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2423,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2424,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2425,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2426,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2427,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2428,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2429,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2430,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2431,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2432,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2433,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2434,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2435,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
2436,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2437,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2438,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2439,Water,Water,Water,NULL,Water,NULL,NULL,NULL
2440,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2441,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2442,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2443,Water,Water,Water,NULL,Water,NULL,NULL,Water
2444,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2445,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2446,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2447,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2448,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2449,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2450,Water,Water,Water,Water,Water,NULL,NULL,NULL
2451,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2452,Water,Water,Water,Water,Water,NULL,NULL,Cropland
2453,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2454,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2455,Water,Water,Water,Water,Water,NULL,NULL,Water
2456,Water,Water,Water,Water,Water,NULL,NULL,Forest
