Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNU_M_R
1415,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1416,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1417,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1418,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1419,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Bareland
1420,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1421,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1422,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1423,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1424,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1425,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1426,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1427,Water,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
1428,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1429,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
1430,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
1431,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
1432,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1433,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1434,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1435,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1436,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1437,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1438,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1439,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1440,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1441,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1442,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1443,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1444,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1445,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1446,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1447,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
1448,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
1449,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1450,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1451,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1452,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1453,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1454,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1455,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1456,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1457,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Water
1458,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Water
1459,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1460,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
1461,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
1462,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
1463,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
1464,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1465,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
1466,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1467,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1468,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1469,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1470,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1471,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1472,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1473,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1474,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1475,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1476,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1477,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1478,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1479,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1480,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1481,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1482,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1483,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1484,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1485,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1486,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1487,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1488,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1489,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1490,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1491,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1492,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1493,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1494,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1495,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1496,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1497,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1498,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1499,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
1500,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
1501,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
1502,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1503,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1504,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1505,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1506,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1507,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1508,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1509,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1510,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1511,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1512,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1513,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
1514,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1515,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1516,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1517,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1518,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1519,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1520,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1521,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1522,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1523,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1524,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1525,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1526,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1527,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1528,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1529,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
1530,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1531,Water,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1532,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1533,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1534,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1535,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1536,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1537,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1538,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1539,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1540,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1541,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1542,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
1543,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
1544,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1545,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1546,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1547,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1548,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Water
1549,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
1550,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1551,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
1552,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
1553,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
1554,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
1555,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1556,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1557,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
1558,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
1559,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1560,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
1561,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
1562,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
1563,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
1564,Water,Wetland,Water,NULL,Water,Water,Water,Water
1565,Water,Wetland,Water,NULL,Water,Water,Water,Forest
1566,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1567,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1568,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1569,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1570,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
1571,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
1572,Water,Wetland,Water,Water,Water,NULL,Water,Grassland
1573,Water,Wetland,Water,Water,Water,NULL,Water,Forest
1574,Water,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
1575,Water,Wetland,Water,Water,Water,Grassland,Water,Grassland
1576,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1577,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1578,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
1579,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1580,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
1581,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
1582,Water,Wetland,Water,Water,Water,Wetland,Water,Water
1583,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
1584,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
1585,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
1586,Water,Wetland,Water,Water,Water,Water,Wetland,Water
1587,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
1588,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1589,Water,Wetland,Water,Water,Water,Water,Water,Wetland
1590,Water,Wetland,Water,Water,Water,Water,Water,Water
1591,Water,Wetland,Water,Water,Water,Water,Water,Forest
1592,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1593,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Water
1594,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1595,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1596,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1597,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1598,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1599,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1600,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1601,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1602,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1603,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1604,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1605,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1606,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1607,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1608,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
1609,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1610,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
1611,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1612,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1613,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1614,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1615,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
1616,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
1617,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
1618,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1619,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
1620,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
1621,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Wetland
1622,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1623,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1624,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1625,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1626,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
1627,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1628,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1629,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1630,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1631,Water,Bareland,Water,Water,Water,Water,Water,Grassland
1632,Water,Bareland,Water,Water,Water,Water,Water,Wetland
1633,Water,Bareland,Water,Water,Water,Water,Water,Water
1634,Water,Bareland,Water,Water,Water,Water,Water,Forest
1635,Water,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Forest
1636,Water,Built-up,Wetland,Water,Wetland,Grassland,Water,Forest
1637,Water,Built-up,Water,Water,Water,Grassland,Water,Forest
1638,Water,Built-up,Water,Water,Water,Wetland,Water,Forest
1639,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1640,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1641,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1642,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1643,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1644,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1645,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1646,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1647,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1648,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1649,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1650,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1651,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1652,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1653,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1654,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1655,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1656,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1657,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1658,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1659,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1660,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1661,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1662,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1663,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1664,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
1665,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1666,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1667,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1668,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1669,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1670,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1671,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1672,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1673,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1674,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1675,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1676,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1677,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1678,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1679,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1680,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1681,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1682,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1683,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1684,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1685,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1686,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1687,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1688,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1689,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1690,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1691,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
1692,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1693,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1694,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1695,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1696,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1697,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1698,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
1699,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1700,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1701,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1702,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1703,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1704,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1705,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1706,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1707,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Built-up
1708,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1709,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1710,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1711,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
1712,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1713,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1714,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1715,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1716,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1717,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1718,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1719,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1720,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
1721,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1722,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1723,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1724,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1725,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1726,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1727,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1728,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Bareland
1729,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1730,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1731,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1732,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1733,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1734,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1735,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1736,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1737,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1738,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1739,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1740,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1741,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1742,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1743,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1744,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1745,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1746,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1747,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1748,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1749,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1750,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1751,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
