Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R
6572,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
6573,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
6574,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
6575,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6576,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
6577,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
6578,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
6579,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Water
6580,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
6581,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Wetland
6582,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
6583,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Wetland
6584,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
6585,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Water
6586,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
6587,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
6588,Cropland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
6589,Cropland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
6590,Cropland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
6591,Cropland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
6592,Cropland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
6593,Cropland,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
6594,Cropland,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
6595,Cropland,NULL,Grassland,Water,Non_Wetland,Water,Forest,Grassland
6596,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6597,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6598,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6599,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6600,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6601,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6602,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6603,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6604,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6605,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6606,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6607,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6608,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6609,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6610,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6611,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6612,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6613,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6614,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6615,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6616,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6617,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6618,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6619,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6620,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6621,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6622,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6623,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6624,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
6625,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6626,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6627,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6628,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
6629,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6630,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6631,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
6632,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6633,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6634,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
6635,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6636,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6637,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6638,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6639,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6640,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6641,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6642,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6643,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6644,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6645,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6646,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6647,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6648,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6649,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6650,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6651,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6652,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6653,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6654,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
6655,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6656,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6657,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6658,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6659,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6660,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6661,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
6662,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6663,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6664,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6665,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6666,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6667,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6668,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6669,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6670,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6671,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6672,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6673,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6674,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6675,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6676,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
6677,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6678,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6679,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
6680,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
6681,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
6682,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
6683,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
6684,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland,Forest,Grassland
6685,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
6686,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
6687,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Wetland
6688,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
6689,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
6690,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
6691,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Forest,Grassland
6692,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6693,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6694,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
6695,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
6696,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
6697,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6698,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6699,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6700,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
6701,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6702,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6703,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
6704,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
6705,Cropland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
6706,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6707,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6708,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6709,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6710,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
6711,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6712,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6713,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6714,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6715,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
6716,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
6717,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
6718,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
6719,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
6720,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
6721,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6722,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6723,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6724,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6725,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
6726,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
6727,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6728,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
6729,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
6730,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
6731,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
6732,Cropland,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
6733,Cropland,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
6734,Cropland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6735,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6736,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
6737,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
6738,Cropland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
6739,Cropland,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
6740,Cropland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
6741,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
6742,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
6743,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
6744,Cropland,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
6745,Cropland,NULL,Wetland,Water,Wetland,Bareland,Forest,Water
6746,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
6747,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
6748,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6749,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
6750,Cropland,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
6751,Cropland,NULL,Wetland,Water,Wetland,Water,Forest,Water
6752,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
6753,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
6754,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
6755,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
6756,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6757,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
6758,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6759,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6760,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6761,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
6762,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
6763,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6764,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
6765,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6766,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
6767,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
6768,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
6769,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6770,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6771,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6772,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
6773,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6774,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6775,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6776,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6777,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6778,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6779,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Water
6780,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
6781,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
6782,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
6783,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
6784,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
6785,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
6786,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
6787,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
6788,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
6789,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
6790,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
6791,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
6792,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
6793,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Wetland
6794,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
6795,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
6796,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
6797,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
6798,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
6799,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
6800,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
6801,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
6802,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
6803,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
6804,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
6805,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
6806,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Forest,Wetland
6807,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Forest,Water
6808,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6809,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6810,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6811,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6812,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6813,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6814,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6815,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6816,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
6817,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
6818,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
6819,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
6820,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6821,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6822,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
6823,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
6824,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
6825,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
6826,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
6827,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
6828,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6829,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6830,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6831,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6832,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6833,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6834,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6835,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6836,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6837,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6838,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6839,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6840,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6841,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6842,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6843,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
6844,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6845,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
6846,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
6847,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
6848,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
6849,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6850,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6851,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6852,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
6853,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6854,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
6855,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
6856,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6857,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6858,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6859,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
6860,Cropland,NULL,Built-up,Water,Non_Wetland,Wetland,Forest,Grassland
6861,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Built-up
6862,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
6863,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
6864,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
6865,Cropland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Forest
6866,Cropland,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
6867,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
6868,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
6869,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
6870,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
6871,Cropland,NULL,Water,NULL,Water,Bareland,Forest,Forest
6872,Cropland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
6873,Cropland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
6874,Cropland,NULL,Water,Non_Water,Water,Grassland,Water,Forest
6875,Cropland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
6876,Cropland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
6877,Cropland,NULL,Water,Non_Water,Water,Wetland,Forest,Grassland
6878,Cropland,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
6879,Cropland,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
6880,Cropland,NULL,Water,Non_Water,Water,Bareland,Forest,Grassland
6881,Cropland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
6882,Cropland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
6883,Cropland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
6884,Cropland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
6885,Cropland,NULL,Water,Water,Water,Grassland,Water,Grassland
6886,Cropland,NULL,Water,Water,Water,Grassland,Water,Water
6887,Cropland,NULL,Water,Water,Water,Grassland,Water,Forest
6888,Cropland,NULL,Water,Water,Water,Grassland,Forest,Grassland
6889,Cropland,NULL,Water,Water,Water,Grassland,Forest,Water
