Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDE_M_R
7875,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
7876,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
7877,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
7878,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
7879,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
7880,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
7881,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
7882,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
7883,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
7884,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
7885,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
7886,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
7887,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
7888,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
7889,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7890,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
7891,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7892,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7893,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7894,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7895,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7896,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7897,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7898,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7899,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7900,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7901,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
7902,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7903,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7904,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
7905,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7906,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7907,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7908,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7909,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
7910,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7911,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7912,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7913,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7914,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7915,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
7916,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
7917,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7918,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
7919,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
7920,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7921,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7922,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
7923,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7924,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7925,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
7926,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
7927,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7928,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
7929,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
7930,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
7931,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7932,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7933,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7934,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
7935,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7936,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7937,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7938,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7939,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7940,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
7941,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
7942,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7943,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7944,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7945,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7946,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7947,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7948,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7949,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7950,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7951,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
7952,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7953,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
7954,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
7955,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
7956,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7957,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
7958,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
7959,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
7960,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
7961,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7962,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
7963,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
7964,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
7965,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7966,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
7967,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7968,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7969,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7970,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7971,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7972,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
7973,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
7974,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7975,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7976,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7977,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
7978,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Cropland
7979,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
7980,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
7981,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
7982,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7983,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7984,Water,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
7985,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7986,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
7987,Water,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
7988,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
7989,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
7990,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
7991,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
7992,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Wetland
7993,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
7994,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
7995,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
7996,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
7997,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
7998,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
7999,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8000,Water,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
8001,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
8002,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
8003,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
8004,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
8005,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Water
8006,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
8007,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
8008,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8009,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8010,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
8011,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
8012,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
8013,Water,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
8014,Water,NULL,Wetland,NULL,Wetland,Bareland,NULL,Water
8015,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
8016,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
8017,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
8018,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Water
8019,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
8020,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
8021,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8022,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
8023,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
8024,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
8025,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
8026,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8027,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
8028,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8029,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
8030,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
8031,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
8032,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
8033,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8034,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8035,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8036,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
8037,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8038,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8039,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
8040,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
8041,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
8042,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
8043,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
8044,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
8045,Water,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
8046,Water,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
8047,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
8048,Water,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
8049,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
8050,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
8051,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8052,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
8053,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
8054,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
8055,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
8056,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
8057,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
8058,Water,NULL,Wetland,Water,Wetland,Water,Water,NULL
8059,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
8060,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
8061,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8062,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
8063,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
8064,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
8065,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
8066,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8067,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
8068,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
8069,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8070,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8071,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
8072,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
8073,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8074,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8075,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8076,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8077,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8078,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8079,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
8080,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8081,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8082,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8083,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
8084,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
8085,Water,NULL,Water,NULL,Water,NULL,NULL,Water
8086,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
8087,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
8088,Water,NULL,Water,NULL,Water,NULL,Water,Bareland
8089,Water,NULL,Water,NULL,Water,NULL,Water,Water
8090,Water,NULL,Water,NULL,Water,Wetland,NULL,Grassland
8091,Water,NULL,Water,NULL,Water,Wetland,NULL,Wetland
8092,Water,NULL,Water,NULL,Water,Wetland,NULL,Water
8093,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
8094,Water,NULL,Water,NULL,Water,Wetland,Grassland,Water
8095,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
8096,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
8097,Water,NULL,Water,NULL,Water,Wetland,Wetland,Water
8098,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
8099,Water,NULL,Water,NULL,Water,Wetland,Bareland,Grassland
8100,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
8101,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
8102,Water,NULL,Water,NULL,Water,Wetland,Water,Water
8103,Water,NULL,Water,NULL,Water,Bareland,NULL,Water
8104,Water,NULL,Water,NULL,Water,Bareland,NULL,Forest
8105,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
8106,Water,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
8107,Water,NULL,Water,NULL,Water,Bareland,Wetland,Water
8108,Water,NULL,Water,NULL,Water,Bareland,Water,Water
8109,Water,NULL,Water,NULL,Water,Bareland,Water,Forest
8110,Water,NULL,Water,NULL,Water,Water,Wetland,Water
8111,Water,NULL,Water,NULL,Water,Forest,Wetland,Forest
8112,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
8113,Water,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
8114,Water,NULL,Water,Non_Water,Water,NULL,Water,Grassland
8115,Water,NULL,Water,Non_Water,Water,NULL,Water,Water
8116,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
8117,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
8118,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
8119,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
8120,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
8121,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
8122,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
8123,Water,NULL,Water,Non_Water,Water,Bareland,NULL,Wetland
8124,Water,NULL,Water,Non_Water,Water,Bareland,NULL,Water
8125,Water,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
8126,Water,NULL,Water,Non_Water,Water,Bareland,Wetland,Water
8127,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
8128,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
8129,Water,NULL,Water,Non_Water,Water,Water,Water,Water
8130,Water,NULL,Water,Non_Water,Water,Forest,NULL,Grassland
8131,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
8132,Water,NULL,Water,Water,Water,NULL,Grassland,Grassland
8133,Water,NULL,Water,Water,Water,NULL,Wetland,Forest
8134,Water,NULL,Water,Water,Water,NULL,Water,Grassland
8135,Water,NULL,Water,Water,Water,NULL,Water,Forest
8136,Water,NULL,Water,Water,Water,Wetland,NULL,Grassland
8137,Water,NULL,Water,Water,Water,Wetland,NULL,Water
8138,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
8139,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
8140,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
8141,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
8142,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
8143,Water,NULL,Water,Water,Water,Wetland,Water,Cropland
8144,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
8145,Water,NULL,Water,Water,Water,Wetland,Water,Water
8146,Water,NULL,Water,Water,Water,Wetland,Water,Forest
8147,Water,NULL,Water,Water,Water,Bareland,NULL,Water
8148,Water,NULL,Water,Water,Water,Bareland,Grassland,Water
8149,Water,NULL,Water,Water,Water,Bareland,Wetland,Grassland
8150,Water,NULL,Water,Water,Water,Bareland,Wetland,Bareland
8151,Water,NULL,Water,Water,Water,Bareland,Wetland,Water
8152,Water,NULL,Water,Water,Water,Bareland,Water,Water
8153,Water,NULL,Water,Water,Water,Water,NULL,Water
8154,Water,NULL,Water,Water,Water,Water,Water,Wetland
8155,Water,NULL,Water,Water,Water,Water,Water,Bareland
8156,Water,NULL,Water,Water,Water,Water,Water,Water
8157,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8158,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
8159,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8160,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8161,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
8162,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8163,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
8164,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8165,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8166,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
8167,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
8168,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8169,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8170,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8171,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
8172,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8173,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
8174,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
8175,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8176,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8177,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
8178,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8179,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8180,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8181,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8182,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8183,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
8184,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8185,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
8186,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8187,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8188,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
8189,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8190,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8191,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
8192,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
8193,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8194,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8195,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
8196,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
8197,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8198,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
8199,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
8200,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
8201,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8202,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8203,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8204,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
8205,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
8206,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8207,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8208,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8209,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8210,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
8211,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8212,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8213,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
8214,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8215,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8216,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8217,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
8218,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8219,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Wetland
8220,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
8221,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
8222,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8223,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
8224,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
8225,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
8226,Water,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Water
8227,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
8228,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8229,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8230,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
