Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQR_M_R
8256,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
8257,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8258,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
8259,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8260,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8261,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
8262,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
8263,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8264,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8265,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8266,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8267,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8268,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8269,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8270,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8271,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8272,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8273,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
8274,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
8275,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
8276,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
8277,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8278,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
8279,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8280,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
8281,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
8282,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
8283,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
8284,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
8285,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
8286,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8287,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
8288,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
8289,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
8290,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
8291,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
8292,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
8293,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
8294,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
8295,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
8296,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
8297,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
8298,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
8299,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
8300,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8301,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
8302,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
8303,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8304,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
8305,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
8306,Water,NULL,Shrubland,Water,Non_Wetland,Built-up,NULL,Grassland
8307,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
8308,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
8309,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
8310,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
8311,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
8312,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
8313,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
8314,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
8315,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
8316,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
8317,Water,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
8318,Water,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
8319,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
8320,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
8321,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
8322,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
8323,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
8324,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Water
8325,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
8326,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8327,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
8328,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
8329,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8330,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8331,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8332,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8333,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8334,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8335,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8336,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8337,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8338,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
8339,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8340,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
8341,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8342,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8343,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8344,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
8345,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
8346,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8347,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8348,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
8349,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
8350,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
8351,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8352,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8353,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
8354,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
8355,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
8356,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
8357,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8358,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8359,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
8360,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8361,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8362,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8363,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
8364,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8365,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8366,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
8367,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8368,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8369,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8370,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8371,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
8372,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8373,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8374,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8375,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
8376,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8377,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8378,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8379,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
8380,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8381,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8382,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8383,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
8384,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8385,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
8386,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
8387,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
8388,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8389,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
8390,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8391,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8392,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8393,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8394,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
8395,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
8396,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8397,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
8398,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
8399,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8400,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
8401,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
8402,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
8403,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8404,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
8405,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
8406,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
8407,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8408,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
8409,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
8410,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
8411,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8412,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8413,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8414,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8415,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8416,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8417,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8418,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8419,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
8420,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8421,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8422,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8423,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
8424,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8425,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
8426,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
8427,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8428,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
8429,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
8430,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
8431,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
8432,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
8433,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
8434,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
8435,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
8436,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8437,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Forest
8438,Water,NULL,Cropland,Water,Non_Wetland,Built-up,NULL,Grassland
8439,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
8440,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
8441,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
8442,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
8443,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
8444,Water,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
8445,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
8446,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
8447,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
8448,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
8449,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
8450,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8451,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
8452,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
8453,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
8454,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
8455,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
8456,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Water
8457,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
8458,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8459,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
8460,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
8461,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
8462,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
8463,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
8464,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
8465,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
8466,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Water
8467,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
8468,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
8469,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
8470,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
8471,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8472,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
8473,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
8474,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
8475,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
8476,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
8477,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
8478,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8479,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8480,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
8481,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
8482,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
8483,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8484,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
8485,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8486,Water,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
8487,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
8488,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
8489,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
8490,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
8491,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
8492,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
8493,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
8494,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
8495,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
8496,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
8497,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
8498,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
8499,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
8500,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
8501,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
8502,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
8503,Water,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
8504,Water,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
8505,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
8506,Water,NULL,Wetland,Water,Wetland,NULL,Water,Forest
8507,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
8508,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
8509,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
8510,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
8511,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
8512,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
8513,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
8514,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
8515,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
8516,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
8517,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
8518,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
8519,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
8520,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
8521,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
8522,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
8523,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
8524,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
8525,Water,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
8526,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8527,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
8528,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
8529,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
8530,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
8531,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
8532,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
8533,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
8534,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
8535,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
8536,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
8537,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Bareland
8538,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
8539,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
8540,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
8541,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
8542,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Built-up
8543,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
8544,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
8545,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
8546,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
8547,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
8548,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
8549,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
8550,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
8551,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
8552,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
8553,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
8554,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
8555,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
8556,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
8557,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
8558,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
8559,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
8560,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
8561,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Water
8562,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Grassland
8563,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8564,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
8565,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Bareland
8566,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
8567,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
8568,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
8569,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
8570,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
8571,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
8572,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
8573,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
8574,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
8575,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
8576,Water,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
8577,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
8578,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
8579,Water,NULL,Bareland,Water,Non_Wetland,Built-up,Water,Grassland
8580,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
8581,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
8582,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
8583,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
8584,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
8585,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8586,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
8587,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8588,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8589,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
8590,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8591,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8592,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
8593,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
8594,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
8595,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
8596,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
8597,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
8598,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8599,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
8600,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
8601,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
8602,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
8603,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
8604,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
8605,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
