Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQS_M_R
2158,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2159,Forest,Water,Forest,Water,Non_Wetland,Grassland
2160,Forest,Water,Forest,Water,Non_Wetland,Bareland
2161,Forest,Water,Forest,Water,Non_Wetland,Water
2162,Forest,Water,Forest,Water,Non_Wetland,Forest
2163,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2164,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2165,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2166,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2167,Forest,Forest,NULL,Water,Non_Wetland,Forest
2168,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2169,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2170,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2171,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2172,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2173,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2174,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2175,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2176,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2177,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
2178,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
2179,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2180,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2181,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
2182,Forest,Forest,Shrubland,Water,Non_Wetland,Water
2183,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2184,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2185,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2186,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2187,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2188,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2189,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2190,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
2191,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2192,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2193,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
2194,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2195,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2196,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2197,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2198,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2199,Forest,Forest,Cropland,NULL,Non_Wetland,Water
2200,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2201,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2202,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2203,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
2204,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2205,Forest,Forest,Cropland,Water,Non_Wetland,NULL
2206,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2207,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
2208,Forest,Forest,Cropland,Water,Non_Wetland,Water
2209,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2210,Forest,Forest,Wetland,NULL,Wetland,Grassland
2211,Forest,Forest,Wetland,NULL,Wetland,Forest
2212,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2213,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2214,Forest,Forest,Wetland,Water,Wetland,Grassland
2215,Forest,Forest,Wetland,Water,Wetland,Bareland
2216,Forest,Forest,Wetland,Water,Wetland,Water
2217,Forest,Forest,Wetland,Water,Wetland,Forest
2218,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2219,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2220,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2221,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
2222,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2223,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2224,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2225,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2226,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2227,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
2228,Forest,Forest,Bareland,Water,Non_Wetland,Water
2229,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2230,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2231,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2232,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2233,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2234,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2235,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2236,Forest,Forest,Water,NULL,Water,NULL
2237,Forest,Forest,Water,NULL,Water,Grassland
2238,Forest,Forest,Water,NULL,Water,Cropland
2239,Forest,Forest,Water,NULL,Water,Bareland
2240,Forest,Forest,Water,NULL,Water,Water
2241,Forest,Forest,Water,NULL,Water,Forest
2242,Forest,Forest,Water,Non_Water,Water,Grassland
2243,Forest,Forest,Water,Non_Water,Water,Bareland
2244,Forest,Forest,Water,Non_Water,Water,Water
2245,Forest,Forest,Water,Non_Water,Water,Forest
2246,Forest,Forest,Water,Water,Water,Grassland
2247,Forest,Forest,Water,Water,Water,Bareland
2248,Forest,Forest,Water,Water,Water,Water
2249,Forest,Forest,Water,Water,Water,Forest
2250,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2251,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2252,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2253,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2254,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2255,Forest,Forest,Forest,NULL,Non_Wetland,Water
2256,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2257,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2258,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
2259,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2260,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2261,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2262,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2263,Forest,Forest,Forest,Water,Non_Wetland,Water
2264,Forest,Forest,Forest,Water,Non_Wetland,Forest
