Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHA_M_R
3202,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3203,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
3204,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
3205,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3206,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3207,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3208,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3209,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3210,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3211,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3212,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3213,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3214,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3215,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3216,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3217,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
3218,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3219,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3220,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3221,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3222,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3223,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3224,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3225,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3226,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
3227,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3228,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3229,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3230,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3231,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
3232,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3233,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3234,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3235,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3236,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3237,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3238,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3239,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3240,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3241,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3242,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3243,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3244,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3245,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3246,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
3247,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
3248,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3249,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3250,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3251,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3252,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3253,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
3254,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Built-up
3255,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3256,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
3257,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
3258,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
3259,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
3260,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
3261,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Bareland
3262,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3263,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
3264,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3265,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3266,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3267,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3268,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3269,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3270,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3271,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3272,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3273,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3274,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3275,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3276,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3277,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3278,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
3279,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3280,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3281,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
3282,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3283,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3284,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
3285,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3286,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3287,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3288,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3289,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3290,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3291,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3292,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3293,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3294,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3295,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
3296,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland,Grassland,Grassland
3297,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland,Grassland,Cropland
3298,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland,Grassland,Forest
3299,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland,Forest,Grassland
3300,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3301,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3302,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3303,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3304,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3305,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3306,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3307,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3308,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3309,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3310,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3311,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3312,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3313,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3314,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3315,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3316,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3317,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3318,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
3319,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3320,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3321,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3322,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3323,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3324,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3325,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3326,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
3327,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
3328,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3329,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3330,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3331,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3332,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3333,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3334,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
3335,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3336,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3337,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3338,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
3339,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
3340,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3341,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3342,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
3343,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
3344,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3345,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
3346,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Bareland
3347,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3348,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3349,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3350,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3351,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3352,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3353,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3354,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3355,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3356,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3357,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3358,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3359,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3360,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3361,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3362,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3363,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3364,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3365,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3366,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3367,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3368,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
3369,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3370,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
3371,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3372,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3373,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
3374,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3375,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3376,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3377,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3378,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3379,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3380,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3381,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3382,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3383,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
3384,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3385,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3386,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
3387,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3388,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3389,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
3390,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3391,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3392,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3393,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3394,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3395,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3396,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3397,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
3398,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
3399,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
3400,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Forest
3401,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
3402,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
3403,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3404,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3405,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3406,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3407,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3408,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3409,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3410,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3411,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
3412,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
3413,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3414,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3415,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3416,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3417,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3418,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3419,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3420,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3421,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3422,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3423,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3424,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3425,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3426,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3427,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3428,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3429,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3430,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3431,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3432,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3433,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
3434,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3435,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3436,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3437,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
3438,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
3439,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3440,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3441,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3442,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3443,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
3444,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3445,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3446,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3447,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
3448,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3449,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3450,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
3451,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3452,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3453,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
3454,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
3455,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3456,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3457,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
3458,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3459,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
3460,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Bareland
3461,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3462,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3463,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3464,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3465,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3466,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3467,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3468,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
3469,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
3470,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
3471,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3472,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3473,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3474,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3475,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3476,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3477,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3478,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3479,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3480,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3481,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3482,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3483,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3484,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3485,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3486,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3487,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
3488,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3489,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3490,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3491,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
3492,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
3493,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
3494,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3495,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
3496,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
3497,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3498,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3499,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3500,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3501,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3502,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3503,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3504,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3505,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
3506,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
