Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFE_M_R
1965,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1966,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1967,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1968,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1969,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1970,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1971,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1972,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1973,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1974,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1975,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1976,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1977,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1978,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1979,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1980,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1981,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1982,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1983,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1984,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1985,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1986,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1987,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1988,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1989,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1990,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1991,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1992,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1993,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1994,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1995,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1996,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1997,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1998,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1999,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
2000,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2001,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
2002,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
2003,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
2004,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2005,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2006,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2007,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2008,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2009,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2010,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2011,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2012,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2013,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2014,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2015,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2016,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2017,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2018,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2019,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2020,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2021,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2022,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2023,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2024,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2025,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2026,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2027,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2028,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2029,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2030,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2031,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2032,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2033,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2034,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2035,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2036,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2037,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2038,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2039,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2040,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2041,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2042,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2043,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2044,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2045,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2046,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2047,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2048,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2049,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2050,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2051,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2052,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2053,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2054,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2055,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2056,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2057,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2058,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2059,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2060,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2061,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2062,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2063,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2064,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2065,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2066,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2067,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2068,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2069,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2070,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2071,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2072,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2073,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2074,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2075,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2076,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2077,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2078,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2079,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2080,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2081,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2082,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2083,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2084,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2085,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2086,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2087,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2088,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2089,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2090,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2091,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2092,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2093,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2094,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
2095,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
2096,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
2097,Water,NULL,Water,NULL,Water,NULL,NULL,Water
2098,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
2099,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2100,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2101,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2102,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2103,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
2104,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2105,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
2106,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
2107,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
2108,Water,NULL,Water,Water,Water,NULL,NULL,Water
2109,Water,NULL,Water,Water,Water,NULL,NULL,Forest
2110,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2111,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2112,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2113,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2114,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2115,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2116,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2117,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2118,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2119,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2120,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2121,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2122,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2123,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2124,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2125,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2126,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2127,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2128,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2129,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2130,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2131,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2132,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2133,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2134,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2135,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2136,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2137,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2138,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2139,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2140,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2141,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2142,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2143,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
2144,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2145,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2146,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2147,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2148,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2149,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2150,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2151,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2152,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2153,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2154,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2155,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2156,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2157,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2158,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2159,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2160,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2161,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2162,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2163,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2164,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2165,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2166,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2167,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2168,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2169,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
2170,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2171,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2172,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2173,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2174,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2175,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2176,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2177,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2178,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2179,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2180,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2181,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2182,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2183,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2184,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2185,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2186,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2187,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2188,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2189,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2190,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2191,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2192,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2193,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2194,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2195,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2196,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2197,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2198,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
2199,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
2200,Water,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
2201,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2202,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2203,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2204,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2205,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
2206,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
2207,Water,Wetland,Water,Water,Water,NULL,NULL,Water
2208,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
2209,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2210,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2211,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2212,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2213,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2214,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2215,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2216,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2217,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2218,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2219,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
2220,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2221,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2222,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2223,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2224,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2225,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2226,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2227,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2228,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2229,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2230,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2231,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2232,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2233,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2234,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2235,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2236,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2237,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2238,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2239,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2240,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2241,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2242,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2243,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2244,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2245,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2246,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2247,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2248,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2249,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2250,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2251,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2252,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2253,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2254,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2255,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2256,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2257,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2258,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2259,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2260,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
2261,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2262,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2263,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2264,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2265,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2266,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2267,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2268,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2269,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2270,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2271,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2272,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2273,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2274,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2275,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
2276,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
2277,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
2278,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2279,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2280,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
2281,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
2282,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
2283,Water,Bareland,Water,Water,Water,NULL,NULL,Water
2284,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
2285,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2286,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2287,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2288,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2289,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2290,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2291,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2292,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2293,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2294,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
2295,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2296,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
2297,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2298,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2299,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2300,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2301,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2302,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2303,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2304,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2305,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2306,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2307,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2308,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2309,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2310,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2311,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
2312,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
2313,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
2314,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2315,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2316,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
