Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPT_M_R
1263,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1264,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1265,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1266,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
1267,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
1268,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1269,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1270,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1271,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1272,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1273,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1274,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1275,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1276,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1277,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1278,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1279,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
1280,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1281,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
1282,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1283,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1284,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1285,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1286,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1287,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1288,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1289,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1290,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1291,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1292,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1293,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1294,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1295,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1296,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1297,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1298,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1299,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1300,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1301,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1302,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
1303,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1304,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1305,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1306,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1307,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
1308,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1309,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1310,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
1311,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1312,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1313,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1314,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1315,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1316,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
1317,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1318,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1319,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
1320,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1321,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1322,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1323,Water,Water,Grassland,Water,Non_Wetland,Wetland,Bareland,Forest
1324,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1325,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1326,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1327,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1328,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1329,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1330,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
1331,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
1332,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1333,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1334,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
1335,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
1336,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
1337,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1338,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
1339,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
1340,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1341,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
1342,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
1343,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1344,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1345,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1346,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1347,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1348,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1349,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1350,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1351,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1352,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1353,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
1354,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1355,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
1356,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1357,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1358,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1359,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1360,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1361,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1362,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1363,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1364,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1365,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1366,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1367,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1368,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1369,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1370,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1371,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1372,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1373,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1374,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1375,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1376,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1377,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1378,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1379,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1380,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1381,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1382,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
1383,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1384,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1385,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1386,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1387,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1388,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1389,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1390,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1391,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1392,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1393,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1394,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1395,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1396,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1397,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1398,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1399,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1400,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1401,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1402,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1403,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1404,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1405,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1406,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1407,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1408,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
1409,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1410,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1411,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1412,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
1413,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1414,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1415,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1416,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
1417,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1418,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1419,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1420,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1421,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1422,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1423,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1424,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1425,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1426,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1427,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1428,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
1429,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1430,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1431,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
1432,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1433,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1434,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
1435,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1436,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1437,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1438,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1439,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1440,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1441,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1442,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
1443,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1444,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1445,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
1446,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
1447,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1448,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1449,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1450,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1451,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
1452,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1453,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1454,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1455,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1456,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1457,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1458,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1459,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1460,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1461,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1462,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1463,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1464,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
1465,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1466,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1467,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
1468,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1469,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1470,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1471,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1472,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1473,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1474,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1475,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1476,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1477,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1478,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1479,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
1480,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1481,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1482,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1483,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1484,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1485,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1486,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1487,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1488,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1489,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1490,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1491,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1492,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1493,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1494,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
1495,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1496,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1497,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1498,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1499,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
1500,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1501,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1502,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1503,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1504,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1505,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
1506,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1507,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1508,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
1509,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1510,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1511,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1512,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1513,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1514,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1515,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1516,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
1517,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
1518,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
1519,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Bareland
1520,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
1521,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1522,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1523,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1524,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
1525,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
1526,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
1527,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
1528,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
1529,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
1530,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
1531,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1532,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
1533,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Bareland
1534,Water,Water,Water,NULL,Water,NULL,Wetland,Water
1535,Water,Water,Water,NULL,Water,NULL,Water,Water
1536,Water,Water,Water,NULL,Water,NULL,Water,Forest
1537,Water,Water,Water,NULL,Water,NULL,Forest,Water
1538,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
1539,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
1540,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1541,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1542,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1543,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1544,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
1545,Water,Water,Water,NULL,Water,Wetland,Water,Water
1546,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1547,Water,Water,Water,NULL,Water,Wetland,Forest,Water
1548,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
1549,Water,Water,Water,NULL,Water,Water,Grassland,Water
1550,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1551,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1552,Water,Water,Water,NULL,Water,Water,Wetland,Water
1553,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1554,Water,Water,Water,NULL,Water,Water,Water,Grassland
1555,Water,Water,Water,NULL,Water,Water,Water,Wetland
1556,Water,Water,Water,NULL,Water,Water,Water,Bareland
1557,Water,Water,Water,NULL,Water,Water,Water,Water
1558,Water,Water,Water,NULL,Water,Water,Water,Forest
1559,Water,Water,Water,NULL,Water,Water,Forest,Wetland
1560,Water,Water,Water,NULL,Water,Water,Forest,Water
1561,Water,Water,Water,NULL,Water,Water,Forest,Forest
1562,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
1563,Water,Water,Water,NULL,Water,Forest,Water,Water
1564,Water,Water,Water,NULL,Water,Forest,Water,Forest
1565,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1566,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
1567,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1568,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1569,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1570,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1571,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1572,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1573,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1574,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1575,Water,Water,Water,Non_Water,Water,Water,Water,Water
1576,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1577,Water,Water,Water,Non_Water,Water,Water,Forest,Wetland
1578,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1579,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1580,Water,Water,Water,Non_Water,Water,Forest,Water,Water
1581,Water,Water,Water,Water,Water,NULL,Wetland,Water
1582,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1583,Water,Water,Water,Water,Water,NULL,Water,Grassland
1584,Water,Water,Water,Water,Water,NULL,Water,Water
1585,Water,Water,Water,Water,Water,NULL,Water,Forest
1586,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
1587,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1588,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1589,Water,Water,Water,Water,Water,Grassland,Water,Water
1590,Water,Water,Water,Water,Water,Grassland,Water,Forest
1591,Water,Water,Water,Water,Water,Wetland,Grassland,Water
1592,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
1593,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1594,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1595,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1596,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1597,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1598,Water,Water,Water,Water,Water,Wetland,Water,Water
1599,Water,Water,Water,Water,Water,Wetland,Water,Forest
1600,Water,Water,Water,Water,Water,Wetland,Forest,Forest
1601,Water,Water,Water,Water,Water,Water,Grassland,Grassland
1602,Water,Water,Water,Water,Water,Water,Grassland,Water
1603,Water,Water,Water,Water,Water,Water,Grassland,Forest
1604,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1605,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1606,Water,Water,Water,Water,Water,Water,Wetland,Water
1607,Water,Water,Water,Water,Water,Water,Wetland,Forest
