Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUS_M_R
4523,Water,Water,Water,Non_Water,Water,Forest,NULL,Wetland
4524,Water,Water,Water,Water,Water,NULL,NULL,NULL
4525,Water,Water,Water,Water,Water,NULL,NULL,Grassland
4526,Water,Water,Water,Water,Water,NULL,NULL,Wetland
4527,Water,Water,Water,Water,Water,NULL,NULL,Bareland
4528,Water,Water,Water,Water,Water,NULL,NULL,Water
4529,Water,Water,Water,Water,Water,NULL,NULL,Forest
4530,Water,Water,Water,Water,Water,Shrubland,Water,Wetland
4531,Water,Water,Water,Water,Water,Shrubland,Water,Water
4532,Water,Water,Water,Water,Water,Grassland,NULL,Wetland
4533,Water,Water,Water,Water,Water,Grassland,NULL,Water
4534,Water,Water,Water,Water,Water,Grassland,Water,Wetland
4535,Water,Water,Water,Water,Water,Grassland,Water,Water
4536,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
4537,Water,Water,Water,Water,Water,Wetland,NULL,Wetland
4538,Water,Water,Water,Water,Water,Wetland,NULL,Water
4539,Water,Water,Water,Water,Water,Wetland,NULL,Forest
4540,Water,Water,Water,Water,Water,Wetland,Water,Wetland
4541,Water,Water,Water,Water,Water,Wetland,Water,Water
4542,Water,Water,Water,Water,Water,Wetland,Water,Forest
4543,Water,Water,Water,Water,Water,Bareland,Grassland,Water
4544,Water,Water,Water,Water,Water,Water,NULL,Grassland
4545,Water,Water,Water,Water,Water,Water,NULL,Wetland
4546,Water,Water,Water,Water,Water,Water,NULL,Water
4547,Water,Water,Water,Water,Water,Water,NULL,Forest
4548,Water,Water,Water,Water,Water,Water,Shrubland,Water
4549,Water,Water,Water,Water,Water,Water,Grassland,Wetland
4550,Water,Water,Water,Water,Water,Water,Grassland,Water
4551,Water,Water,Water,Water,Water,Water,Wetland,Water
4552,Water,Water,Water,Water,Water,Water,Water,Wetland
4553,Water,Water,Water,Water,Water,Water,Water,Water
4554,Water,Water,Water,Water,Water,Water,Water,Forest
4555,Water,Water,Water,Water,Water,Forest,NULL,Wetland
4556,Water,Water,Water,Water,Water,Forest,NULL,Water
4557,Water,Water,Water,Water,Water,Forest,NULL,Forest
4558,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4559,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4560,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4561,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4562,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4563,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
4564,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4565,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
4566,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4567,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4568,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
4569,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4570,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4571,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
4572,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
4573,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
4574,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4575,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4576,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
4577,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4578,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4579,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
4580,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4581,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4582,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
4583,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4584,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4585,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4586,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
4587,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
4588,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4589,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4590,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
4591,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4592,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4593,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
4594,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4595,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4596,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4597,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4598,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
4599,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
4600,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
4601,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
4602,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
4603,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
4604,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
4605,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
4606,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4607,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
4608,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4609,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4610,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
4611,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4612,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4613,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
4614,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
4615,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4616,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4617,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4618,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
4619,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
4620,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4621,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
4622,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
4623,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4624,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4625,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Water
4626,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
4627,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4628,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
4629,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
4630,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4631,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
4632,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4633,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4634,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
4635,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4636,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
4637,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
4638,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Water
4639,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4640,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
4641,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4642,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4643,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4644,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4645,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4646,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
4647,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
4648,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
4649,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
4650,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
4651,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
4652,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
4653,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
4654,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
4655,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
4656,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4657,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4658,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4659,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4660,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
4661,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
4662,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
4663,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
4664,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
4665,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4666,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4667,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
4668,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
4669,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
4670,Water,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
4671,Water,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
4672,Water,Water,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
4673,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
4674,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Wetland
4675,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
4676,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
4677,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
4678,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
4679,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4680,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4681,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4682,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
4683,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Wetland
4684,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Bareland
4685,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
4686,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
4687,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
4688,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
4689,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Wetland
4690,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
4691,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
4692,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
4693,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
4694,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Wetland
4695,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
4696,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4697,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4698,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4699,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4700,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
4701,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4702,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4703,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4704,Water,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
4705,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4706,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
4707,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4708,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4709,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4710,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4711,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4712,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4713,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4714,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4715,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4716,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4717,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4718,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
4719,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4720,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
4721,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
4722,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4723,Water,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
4724,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
4725,Water,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
4726,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4727,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4728,Water,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
4729,Water,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
4730,Water,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4731,Water,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4732,Water,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4733,Water,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
4734,Water,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
4735,Water,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4736,Water,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
4737,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4738,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
4739,Water,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
4740,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
4741,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
4742,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
4743,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
4744,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
4745,Water,Forest,Wetland,Water,Wetland,Water,NULL,Wetland
4746,Water,Forest,Wetland,Water,Wetland,Water,NULL,Water
4747,Water,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
4748,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
4749,Water,Forest,Wetland,Water,Wetland,Forest,NULL,Wetland
4750,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
4751,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
4752,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4753,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
4754,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4755,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4756,Water,Forest,Water,NULL,Water,NULL,NULL,NULL
4757,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
4758,Water,Forest,Water,NULL,Water,NULL,NULL,Wetland
4759,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
4760,Water,Forest,Water,NULL,Water,NULL,NULL,Water
4761,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
4762,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
4763,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
4764,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
4765,Water,Forest,Water,Non_Water,Water,Water,NULL,Wetland
4766,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
4767,Water,Forest,Water,Water,Water,NULL,NULL,Water
4768,Water,Forest,Water,Water,Water,NULL,NULL,Forest
4769,Water,Forest,Water,Water,Water,Grassland,NULL,Wetland
4770,Water,Forest,Water,Water,Water,Wetland,NULL,Water
4771,Water,Forest,Water,Water,Water,Water,NULL,Wetland
4772,Water,Forest,Water,Water,Water,Water,NULL,Water
4773,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4774,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4775,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4776,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4777,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
4778,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4779,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4780,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4781,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4782,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4783,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4784,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4785,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
4786,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
4787,Water,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
4788,Water,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Water
4789,Water,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
4790,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
4791,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4792,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4793,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
4794,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4795,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4796,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4797,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4798,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4799,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4800,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4801,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4802,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4803,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4804,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
4805,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4806,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4807,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4808,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
4809,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4810,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4811,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
4812,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
4813,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4814,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
4815,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4816,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4817,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4818,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4819,Permanent_ice_and_snow,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4820,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4821,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Grassland
4822,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Water
4823,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4824,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4825,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4826,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4827,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
4828,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
4829,Permanent_ice_and_snow,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Built-up
4830,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4831,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4832,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4833,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4834,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4835,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4836,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4837,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
4838,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
4839,Permanent_ice_and_snow,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
4840,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
4841,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4842,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4843,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4844,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4845,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4846,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4847,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4848,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,NULL
4849,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Bareland
4850,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4851,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4852,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4853,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4854,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4855,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
