Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNE_M_R
1722,Forest,Forest,Water,NULL,Water,Forest,Water,NULL
1723,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1724,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1725,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1726,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1727,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,NULL
1728,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1729,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1730,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1731,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1732,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1733,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1734,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1735,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1736,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1737,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1738,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1739,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1740,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1741,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1742,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1743,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
1744,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1745,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
1746,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
1747,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1748,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
1749,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1750,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,NULL
1751,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
1752,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1753,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1754,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1755,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,NULL
1756,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
