Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVB_M_R
1800,NULL,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
1801,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
1802,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1803,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
1804,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1805,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1806,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
1807,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1808,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
1809,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1810,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
1811,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1812,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1813,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1814,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1815,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1816,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1817,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1818,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1819,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
1820,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
1821,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
1822,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1823,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1824,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1825,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1826,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1827,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1828,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1829,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1830,NULL,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
1831,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
1832,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
1833,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1834,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1835,NULL,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
1836,NULL,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1837,NULL,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
1838,NULL,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1839,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
1840,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1841,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
1842,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
1843,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
1844,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1845,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1846,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1847,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1848,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1849,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1850,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1851,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1852,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1853,NULL,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1854,NULL,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
1855,NULL,Forest,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1856,NULL,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1857,NULL,Forest,Water,NULL,Water,Shrubland,Grassland,Wetland
1858,NULL,Forest,Water,NULL,Water,Shrubland,Forest,Wetland
1859,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Wetland
1860,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Forest
1861,NULL,Forest,Water,NULL,Water,Wetland,Grassland,Wetland
1862,NULL,Forest,Water,NULL,Water,Forest,Grassland,Wetland
1863,NULL,Forest,Water,NULL,Water,Forest,Forest,Forest
1864,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1865,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1866,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1867,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1868,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1869,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1870,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1871,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1872,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1873,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
1874,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1875,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1876,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1877,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1878,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1879,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1880,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1881,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1882,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1883,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1884,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
1885,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1886,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1887,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1888,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1889,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1890,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1891,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1892,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1893,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1894,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1895,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1896,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1897,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
1898,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1899,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1900,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1901,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
1902,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1903,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
1904,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1905,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
1906,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1907,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
1908,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1909,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1910,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1911,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1912,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1913,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
1914,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1915,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1916,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
1917,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1918,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1919,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1920,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
1921,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1922,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1923,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1924,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1925,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1926,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1927,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1928,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1929,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1930,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
1931,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1932,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
1933,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1934,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1935,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
1936,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1937,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1938,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1939,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1940,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1941,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1942,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1943,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1944,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1945,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1946,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1947,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1948,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1949,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
1950,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1951,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1952,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
1953,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1954,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1955,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
1956,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1957,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1958,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1959,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1960,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
1961,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1962,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1963,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1964,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1965,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1966,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1967,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
1968,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1969,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
1970,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1971,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1972,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
1973,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1974,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1975,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
1976,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
1977,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1978,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
1979,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1980,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1981,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1982,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1983,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
1984,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1985,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
1986,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1987,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1988,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
1989,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1990,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
1991,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1992,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
1993,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1994,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1995,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1996,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1997,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
1998,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1999,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2000,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
2001,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2002,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2003,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
2004,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2005,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2006,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2007,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
2008,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2009,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
2010,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
2011,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
2012,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2013,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
2014,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
2015,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
2016,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
2017,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2018,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2019,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2020,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2021,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
2022,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2023,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2024,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
2025,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2026,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
2027,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2028,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
2029,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2030,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2031,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
2032,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2033,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2034,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2035,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2036,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2037,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2038,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2039,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2040,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2041,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2042,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
2043,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2044,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
2045,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2046,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2047,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2048,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2049,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2050,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2051,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2052,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2053,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2054,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2055,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2056,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2057,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2058,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2059,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2060,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2061,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2062,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2063,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2064,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2065,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2066,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2067,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
2068,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2069,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2070,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
2071,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2072,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2073,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2074,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2075,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2076,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2077,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2078,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2079,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2080,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2081,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2082,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
2083,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2084,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2085,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2086,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2087,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2088,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
2089,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
2090,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2091,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2092,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
2093,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2094,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2095,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
2096,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2097,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2098,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2099,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2100,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2101,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2102,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2103,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
2104,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
2105,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2106,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
2107,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2108,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2109,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2110,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2111,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2112,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
2113,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
2114,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2115,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2116,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
2117,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2118,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
2119,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2120,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
2121,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2122,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
