Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBE_M_R
9000,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9001,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9002,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9003,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9004,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9005,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9006,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9007,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
9008,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9009,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9010,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9011,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9012,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
9013,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9014,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
9015,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9016,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
9017,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9018,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
9019,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
9020,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9021,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9022,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
9023,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
9024,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9025,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9026,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
9027,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
9028,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9029,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
9030,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
9031,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
9032,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
9033,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9034,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
9035,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9036,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9037,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
9038,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9039,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
9040,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9041,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
9042,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9043,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
9044,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
9045,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9046,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9047,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9048,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9049,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
9050,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
9051,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
9052,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9053,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
9054,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9055,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
9056,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
9057,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
9058,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9059,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
9060,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
9061,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
9062,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
9063,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
9064,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9065,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
9066,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9067,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
9068,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9069,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
9070,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9071,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9072,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9073,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9074,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9075,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
9076,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9077,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
9078,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9079,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9080,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9081,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9082,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
9083,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9084,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
9085,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
9086,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9087,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
9088,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9089,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9090,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9091,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9092,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
9093,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9094,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
9095,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
9096,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9097,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
9098,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9099,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9100,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
9101,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
9102,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
9103,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
9104,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
9105,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
9106,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
9107,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
9108,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
9109,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
9110,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9111,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
9112,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
9113,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9114,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
9115,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
9116,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
9117,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
9118,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9119,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
9120,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9121,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9122,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
9123,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
9124,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9125,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
9126,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
9127,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
9128,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
9129,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
9130,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9131,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9132,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
9133,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9134,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9135,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
9136,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9137,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9138,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
9139,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
9140,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9141,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
9142,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
9143,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
9144,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
9145,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9146,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9147,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
9148,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9149,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9150,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
9151,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9152,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
9153,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9154,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
9155,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
9156,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
9157,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
9158,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
9159,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9160,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9161,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9162,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9163,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
9164,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9165,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9166,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
9167,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
9168,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9169,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
9170,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9171,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
9172,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9173,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9174,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
9175,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9176,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9177,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
9178,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
9179,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9180,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9181,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
9182,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
9183,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9184,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9185,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
9186,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9187,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9188,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
9189,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9190,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
9191,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9192,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9193,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
9194,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
9195,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
9196,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
9197,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,NULL
9198,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,NULL
9199,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
9200,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
9201,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
9202,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
9203,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9204,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9205,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9206,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9207,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9208,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9209,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9210,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9211,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9212,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9213,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9214,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9215,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9216,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9217,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
9218,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
9219,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9220,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
9221,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9222,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
9223,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
9224,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9225,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
9226,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9227,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9228,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9229,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9230,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
9231,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9232,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
9233,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9234,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
9235,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9236,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
9237,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9238,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9239,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9240,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9241,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9242,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9243,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9244,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9245,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9246,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9247,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9248,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9249,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
9250,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9251,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9252,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9253,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9254,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9255,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9256,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9257,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
9258,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
9259,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9260,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9261,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9262,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9263,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9264,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9265,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9266,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9267,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9268,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9269,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9270,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9271,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9272,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9273,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9274,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9275,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9276,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
9277,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9278,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9279,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
9280,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9281,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
9282,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9283,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
9284,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
9285,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9286,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
9287,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
9288,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9289,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
9290,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
9291,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9292,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9293,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9294,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9295,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9296,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9297,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9298,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9299,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
9300,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9301,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9302,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
9303,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
9304,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
9305,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
9306,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9307,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
9308,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
9309,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
9310,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
9311,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
9312,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9313,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
9314,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9315,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
9316,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
9317,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9318,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
9319,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
