Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17NRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17NRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17NRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17NRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17NRB_M_R
2156,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
2157,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Forest
2158,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Forest
2159,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Grassland
2160,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
2161,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Grassland
2162,Permanent_ice_and_snow,Water,Water,NULL,Water,Grassland
2163,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland
2164,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
2165,Permanent_ice_and_snow,Water,Water,Water,Water,Water
2166,Permanent_ice_and_snow,Water,Water,Water,Water,Forest
2167,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland
2168,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland
2169,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water
2170,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
2171,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland
2172,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
2173,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL
2174,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
2175,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland
2176,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
2177,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland
2178,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
2179,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
2180,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest
2181,Permanent_ice_and_snow,Forest,Water,NULL,Water,Forest
2182,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
2183,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
2184,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
2185,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water
2186,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
2187,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Forest
2188,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2189,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2190,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2191,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
2192,Forest,NULL,NULL,NULL,Non_Wetland,Water
2193,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2194,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
2195,Forest,NULL,NULL,Water,Non_Wetland,Grassland
2196,Forest,NULL,NULL,Water,Non_Wetland,Forest
2197,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2198,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2199,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2200,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2201,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2202,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2203,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2204,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2205,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2206,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2207,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2208,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2209,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2210,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2211,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2212,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2213,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2214,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2215,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2216,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
2217,Forest,NULL,Grassland,Water,Non_Wetland,Forest
2218,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2219,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2220,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2221,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2222,Forest,NULL,Cropland,Water,Non_Wetland,Forest
2223,Forest,NULL,Wetland,NULL,Wetland,Grassland
2224,Forest,NULL,Wetland,NULL,Wetland,Wetland
2225,Forest,NULL,Wetland,NULL,Wetland,Bareland
2226,Forest,NULL,Wetland,NULL,Wetland,Water
2227,Forest,NULL,Wetland,NULL,Wetland,Forest
2228,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2229,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2230,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
2231,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2232,Forest,NULL,Wetland,Water,Wetland,Grassland
2233,Forest,NULL,Wetland,Water,Wetland,Forest
2234,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2235,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2236,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2237,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2238,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2239,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2240,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2241,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2242,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2243,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2244,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2245,Forest,NULL,Water,NULL,Water,NULL
2246,Forest,NULL,Water,NULL,Water,Grassland
2247,Forest,NULL,Water,NULL,Water,Bareland
2248,Forest,NULL,Water,NULL,Water,Built-up
2249,Forest,NULL,Water,NULL,Water,Water
2250,Forest,NULL,Water,NULL,Water,Forest
2251,Forest,NULL,Water,Non_Water,Water,Grassland
2252,Forest,NULL,Water,Non_Water,Water,Forest
2253,Forest,NULL,Water,Water,Water,Grassland
2254,Forest,NULL,Water,Water,Water,Wetland
2255,Forest,NULL,Water,Water,Water,Water
2256,Forest,NULL,Water,Water,Water,Forest
2257,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2258,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2259,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2260,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2261,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2262,Forest,NULL,Forest,NULL,Non_Wetland,Water
2263,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2264,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2265,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
2266,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
2267,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2268,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2269,Forest,NULL,Forest,Water,Non_Wetland,Bareland
2270,Forest,NULL,Forest,Water,Non_Wetland,Forest
2271,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2272,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2273,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
2274,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2275,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2276,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2277,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2278,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2279,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2280,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2281,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2282,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2283,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2284,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2285,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2286,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2287,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2288,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2289,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2290,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2291,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2292,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2293,Forest,Cropland,Wetland,NULL,Wetland,Forest
2294,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
2295,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2296,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2297,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2298,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2299,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
2300,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2301,Forest,Cropland,Water,NULL,Water,Forest
2302,Forest,Cropland,Water,Water,Water,Grassland
2303,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2304,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2305,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2306,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
2307,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2308,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2309,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2310,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2311,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
2312,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
2313,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland
2314,Forest,Wetland,NULL,NULL,Non_Wetland,Water
2315,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2316,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
2317,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
2318,Forest,Wetland,NULL,Water,Non_Wetland,Bareland
2319,Forest,Wetland,NULL,Water,Non_Wetland,Forest
2320,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
2321,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2322,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2323,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
2324,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up
2325,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
2326,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2327,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2328,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2329,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
2330,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2331,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2332,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2333,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
2334,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
2335,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2336,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2337,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland
2338,Forest,Wetland,Grassland,NULL,Non_Wetland,Built-up
2339,Forest,Wetland,Grassland,NULL,Non_Wetland,Water
2340,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2341,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2342,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
2343,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
2344,Forest,Wetland,Grassland,Water,Non_Wetland,Forest
2345,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
2346,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland
2347,Forest,Wetland,Cropland,NULL,Non_Wetland,Water
2348,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2349,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
2350,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
2351,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
2352,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland
2353,Forest,Wetland,Cropland,Water,Non_Wetland,Water
2354,Forest,Wetland,Cropland,Water,Non_Wetland,Forest
2355,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2356,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2357,Forest,Wetland,Wetland,NULL,Wetland,Bareland
2358,Forest,Wetland,Wetland,NULL,Wetland,Water
2359,Forest,Wetland,Wetland,NULL,Wetland,Forest
2360,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2361,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2362,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2363,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2364,Forest,Wetland,Wetland,Water,Wetland,Grassland
2365,Forest,Wetland,Wetland,Water,Wetland,Wetland
2366,Forest,Wetland,Wetland,Water,Wetland,Bareland
2367,Forest,Wetland,Wetland,Water,Wetland,Water
2368,Forest,Wetland,Wetland,Water,Wetland,Forest
2369,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
2370,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
2371,Forest,Wetland,Built-up,NULL,Non_Wetland,Built-up
2372,Forest,Wetland,Built-up,NULL,Non_Wetland,Water
2373,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
2374,Forest,Wetland,Water,NULL,Water,Grassland
2375,Forest,Wetland,Water,NULL,Water,Wetland
2376,Forest,Wetland,Water,NULL,Water,Bareland
2377,Forest,Wetland,Water,NULL,Water,Water
2378,Forest,Wetland,Water,NULL,Water,Forest
2379,Forest,Wetland,Water,Non_Water,Water,Grassland
2380,Forest,Wetland,Water,Non_Water,Water,Wetland
2381,Forest,Wetland,Water,Non_Water,Water,Bareland
2382,Forest,Wetland,Water,Non_Water,Water,Water
2383,Forest,Wetland,Water,Non_Water,Water,Forest
2384,Forest,Wetland,Water,Water,Water,Grassland
2385,Forest,Wetland,Water,Water,Water,Wetland
2386,Forest,Wetland,Water,Water,Water,Bareland
2387,Forest,Wetland,Water,Water,Water,Water
2388,Forest,Wetland,Water,Water,Water,Forest
2389,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2390,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2391,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2392,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
2393,Forest,Wetland,Forest,NULL,Non_Wetland,Built-up
2394,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2395,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2396,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2397,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2398,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland
2399,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
2400,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2401,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
2402,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2403,Forest,Wetland,Forest,Water,Non_Wetland,Bareland
2404,Forest,Wetland,Forest,Water,Non_Wetland,Water
2405,Forest,Wetland,Forest,Water,Non_Wetland,Forest
2406,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
2407,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2408,Forest,Bareland,Shrubland,NULL,Non_Wetland,Cropland
2409,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2410,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
2411,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2412,Forest,Bareland,Grassland,NULL,Non_Wetland,Water
2413,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
2414,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
2415,Forest,Bareland,Wetland,NULL,Wetland,Forest
2416,Forest,Bareland,Built-up,NULL,Non_Wetland,Built-up
2417,Forest,Bareland,Built-up,NULL,Non_Wetland,Forest
2418,Forest,Bareland,Water,NULL,Water,NULL
2419,Forest,Bareland,Water,NULL,Water,Forest
2420,Forest,Bareland,Water,Water,Water,Water
2421,Forest,Bareland,Water,Water,Water,Forest
2422,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
2423,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2424,Forest,Bareland,Forest,NULL,Non_Wetland,Built-up
2425,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
2426,Forest,Bareland,Forest,Water,Non_Wetland,Forest
2427,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2428,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
2429,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2430,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2431,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2432,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2433,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2434,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2435,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2436,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2437,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2438,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2439,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2440,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2441,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2442,Forest,Built-up,Grassland,Water,Non_Wetland,Forest
2443,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2444,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2445,Forest,Built-up,Wetland,NULL,Wetland,Forest
2446,Forest,Built-up,Wetland,Water,Wetland,Forest
2447,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
2448,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2449,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
2450,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2451,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2452,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2453,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2454,Forest,Built-up,Water,NULL,Water,Grassland
2455,Forest,Built-up,Water,NULL,Water,Bareland
2456,Forest,Built-up,Water,NULL,Water,Forest
2457,Forest,Built-up,Water,Non_Water,Water,Forest
2458,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2459,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2460,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2461,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2462,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2463,Forest,Built-up,Forest,NULL,Non_Wetland,Water
2464,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2465,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2466,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2467,Forest,Built-up,Forest,Water,Non_Wetland,Grassland
2468,Forest,Built-up,Forest,Water,Non_Wetland,Forest
2469,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2470,Forest,Water,NULL,NULL,Non_Wetland,Bareland
2471,Forest,Water,NULL,NULL,Non_Wetland,Water
2472,Forest,Water,NULL,NULL,Non_Wetland,Forest
2473,Forest,Water,NULL,Water,Non_Wetland,Grassland
2474,Forest,Water,NULL,Water,Non_Wetland,Forest
2475,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2476,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2477,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
2478,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2479,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2480,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2481,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2482,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2483,Forest,Water,Shrubland,Water,Non_Wetland,Water
2484,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2485,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2486,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2487,Forest,Water,Grassland,NULL,Non_Wetland,Built-up
2488,Forest,Water,Grassland,NULL,Non_Wetland,Water
2489,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2490,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2491,Forest,Water,Grassland,Water,Non_Wetland,Water
2492,Forest,Water,Grassland,Water,Non_Wetland,Forest
2493,Forest,Water,Cropland,NULL,Non_Wetland,NULL
2494,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2495,Forest,Water,Cropland,NULL,Non_Wetland,Water
2496,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2497,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2498,Forest,Water,Cropland,Water,Non_Wetland,Forest
2499,Forest,Water,Wetland,NULL,Wetland,Grassland
2500,Forest,Water,Wetland,NULL,Wetland,Bareland
2501,Forest,Water,Wetland,NULL,Wetland,Water
2502,Forest,Water,Wetland,NULL,Wetland,Forest
2503,Forest,Water,Wetland,Non_Water,Wetland,Grassland
2504,Forest,Water,Wetland,Non_Water,Wetland,Water
2505,Forest,Water,Wetland,Non_Water,Wetland,Forest
2506,Forest,Water,Wetland,Water,Wetland,Grassland
2507,Forest,Water,Wetland,Water,Wetland,Water
2508,Forest,Water,Wetland,Water,Wetland,Forest
2509,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2510,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2511,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
2512,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2513,Forest,Water,Water,NULL,Water,Grassland
2514,Forest,Water,Water,NULL,Water,Bareland
2515,Forest,Water,Water,NULL,Water,Water
2516,Forest,Water,Water,NULL,Water,Forest
2517,Forest,Water,Water,Non_Water,Water,Grassland
2518,Forest,Water,Water,Non_Water,Water,Water
2519,Forest,Water,Water,Non_Water,Water,Forest
2520,Forest,Water,Water,Water,Water,Grassland
2521,Forest,Water,Water,Water,Water,Bareland
2522,Forest,Water,Water,Water,Water,Water
2523,Forest,Water,Water,Water,Water,Forest
2524,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2525,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2526,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2527,Forest,Water,Forest,NULL,Non_Wetland,Water
2528,Forest,Water,Forest,NULL,Non_Wetland,Forest
2529,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2530,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
2531,Forest,Water,Forest,Non_Water,Non_Wetland,Water
2532,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2533,Forest,Water,Forest,Water,Non_Wetland,Grassland
2534,Forest,Water,Forest,Water,Non_Wetland,Bareland
2535,Forest,Water,Forest,Water,Non_Wetland,Water
2536,Forest,Water,Forest,Water,Non_Wetland,Forest
2537,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2538,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2539,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2540,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
2541,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2542,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2543,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2544,Forest,Forest,NULL,Water,Non_Wetland,Forest
2545,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2546,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2547,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2548,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2549,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2550,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2551,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2552,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2553,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2554,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2555,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2556,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2557,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2558,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2559,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2560,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2561,Forest,Forest,Grassland,NULL,Non_Wetland,Water
2562,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2563,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2564,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
2565,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2566,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2567,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2568,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2569,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2570,Forest,Forest,Cropland,NULL,Non_Wetland,Water
2571,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2572,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2573,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2574,Forest,Forest,Wetland,NULL,Wetland,Grassland
2575,Forest,Forest,Wetland,NULL,Wetland,Water
2576,Forest,Forest,Wetland,NULL,Wetland,Forest
2577,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2578,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2579,Forest,Forest,Wetland,Water,Wetland,Grassland
2580,Forest,Forest,Wetland,Water,Wetland,Forest
2581,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2582,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2583,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
