Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTM_M_R
7619,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7620,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7621,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7622,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7623,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7624,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7625,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7626,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7627,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7628,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7629,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7630,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
7631,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7632,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
7633,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7634,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7635,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7636,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
7637,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
7638,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7639,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7640,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7641,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7642,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7643,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7644,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7645,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7646,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
7647,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
7648,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7649,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7650,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
7651,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7652,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7653,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7654,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7655,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
7656,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
7657,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
7658,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
7659,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
7660,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7661,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
7662,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7663,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
7664,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7665,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7666,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7667,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7668,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7669,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
7670,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7671,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7672,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
7673,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7674,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
7675,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7676,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
7677,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7678,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7679,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7680,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7681,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7682,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7683,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
7684,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7685,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
7686,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
7687,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7688,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7689,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7690,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7691,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7692,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
7693,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7694,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7695,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7696,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
7697,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
7698,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7699,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
7700,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7701,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
7702,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7703,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7704,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7705,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7706,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7707,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7708,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7709,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7710,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
7711,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7712,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7713,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7714,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
7715,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7716,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7717,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7718,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7719,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7720,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7721,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7722,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7723,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7724,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7725,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7726,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7727,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
7728,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7729,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
7730,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7731,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
7732,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7733,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
7734,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
7735,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7736,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7737,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7738,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7739,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7740,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7741,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7742,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7743,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7744,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7745,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7746,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7747,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
7748,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7749,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
7750,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7751,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7752,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7753,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7754,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7755,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7756,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7757,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7758,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7759,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
7760,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
7761,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7762,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
7763,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7764,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
7765,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7766,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7767,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7768,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7769,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
7770,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7771,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7772,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7773,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
7774,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7775,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
7776,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
7777,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
7778,Cropland,Forest,Water,NULL,Water,Forest,Forest,Forest
7779,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7780,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7781,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7782,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7783,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7784,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
7785,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7786,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7787,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7788,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7789,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
7790,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
7791,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7792,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7793,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7794,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7795,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
7796,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7797,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7798,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7799,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7800,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7801,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7802,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7803,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7804,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7805,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
7806,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7807,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
7808,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7809,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7810,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7811,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7812,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
7813,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7814,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7815,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7816,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7817,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7818,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7819,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7820,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7821,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
7822,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7823,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
7824,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7825,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7826,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7827,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7828,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7829,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7830,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7831,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7832,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7833,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
7834,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7835,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
7836,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7837,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
7838,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
7839,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7840,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
7841,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
7842,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7843,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7844,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7845,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7846,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
7847,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7848,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
7849,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7850,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7851,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
7852,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7853,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7854,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7855,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
7856,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
7857,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
7858,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
7859,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7860,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7861,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
7862,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7863,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7864,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7865,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7866,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7867,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7868,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
7869,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7870,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7871,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
7872,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7873,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
7874,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
7875,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
7876,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
7877,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
7878,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7879,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7880,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7881,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7882,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7883,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7884,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7885,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
7886,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
7887,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7888,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
7889,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Water,NULL
7890,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
7891,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
7892,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
7893,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
7894,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7895,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7896,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7897,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
7898,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7899,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7900,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
7901,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
7902,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
7903,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
7904,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
7905,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
7906,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
7907,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
7908,Wetland,NULL,NULL,Water,Non_Wetland,Forest,NULL,Wetland
7909,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7910,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7911,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
7912,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7913,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7914,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
7915,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
7916,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7917,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7918,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7919,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7920,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7921,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7922,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7923,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7924,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7925,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7926,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7927,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7928,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7929,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7930,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7931,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7932,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7933,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
7934,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
7935,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
