Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTN_M_R
8085,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8086,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8087,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8088,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8089,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
8090,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8091,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8092,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8093,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8094,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8095,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8096,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8097,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8098,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8099,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8100,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8101,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8102,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8103,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8104,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8105,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
8106,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Cropland
8107,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
8108,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
8109,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8110,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8111,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8112,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8113,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8114,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8115,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8116,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8117,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8118,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8119,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8120,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8121,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8122,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8123,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8124,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8125,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8126,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8127,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8128,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
8129,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8130,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
8131,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8132,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
8133,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
8134,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
8135,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8136,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8137,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8138,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
8139,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8140,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8141,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8142,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8143,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8144,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8145,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8146,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8147,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8148,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8149,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8150,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
8151,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
8152,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8153,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8154,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8155,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8156,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8157,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8158,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8159,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8160,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8161,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
8162,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8163,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
8164,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8165,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8166,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8167,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8168,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8169,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8170,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8171,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8172,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8173,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8174,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8175,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8176,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8177,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8178,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8179,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8180,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8181,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8182,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8183,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8184,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8185,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8186,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8187,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8188,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
8189,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
8190,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8191,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
8192,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8193,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8194,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
8195,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
8196,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8197,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8198,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8199,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
8200,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
8201,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
8202,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
8203,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8204,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
8205,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
8206,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
8207,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
8208,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8209,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8210,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8211,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8212,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
8213,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8214,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8215,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8216,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8217,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
8218,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
8219,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
8220,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8221,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
8222,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8223,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8224,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8225,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
8226,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8227,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8228,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8229,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8230,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8231,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8232,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8233,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
8234,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8235,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8236,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8237,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8238,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
8239,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8240,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8241,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8242,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8243,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8244,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8245,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8246,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8247,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8248,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8249,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8250,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8251,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8252,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8253,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
8254,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8255,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8256,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8257,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8258,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
8259,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8260,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
8261,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8262,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8263,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8264,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8265,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8266,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8267,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8268,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
8269,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8270,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
8271,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
8272,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
8273,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8274,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8275,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8276,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8277,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8278,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8279,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8280,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8281,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8282,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
8283,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8284,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8285,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8286,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8287,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8288,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8289,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8290,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
8291,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
8292,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8293,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8294,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8295,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8296,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8297,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8298,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8299,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8300,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8301,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8302,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8303,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8304,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8305,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8306,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8307,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8308,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8309,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8310,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8311,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8312,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
8313,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
8314,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8315,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
8316,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
8317,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
8318,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland,Built-up
8319,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
8320,Bareland,Bareland,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
8321,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
8322,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
8323,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
8324,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
8325,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8326,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8327,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
8328,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8329,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8330,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8331,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8332,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
8333,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
8334,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8335,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8336,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8337,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8338,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8339,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8340,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8341,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8342,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
8343,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8344,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8345,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8346,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8347,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8348,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
8349,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8350,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
8351,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8352,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8353,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8354,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8355,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8356,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
8357,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8358,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
8359,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8360,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8361,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8362,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8363,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8364,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8365,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8366,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8367,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8368,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8369,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8370,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
8371,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8372,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
8373,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8374,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
8375,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
8376,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
8377,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8378,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8379,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8380,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8381,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8382,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8383,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8384,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8385,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8386,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8387,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8388,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
8389,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
8390,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8391,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8392,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8393,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Built-up
8394,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
