Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZV_M_R
1855,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1856,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
1857,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1858,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1859,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1860,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1861,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
1862,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
1863,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Water
1864,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1865,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1866,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1867,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1868,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
1869,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1870,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
1871,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1872,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
1873,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1874,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1875,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
1876,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1877,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1878,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1879,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1880,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1881,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1882,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1883,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1884,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1885,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Grassland
1886,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
1887,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1888,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
1889,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1890,Forest,Forest,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1891,Forest,Forest,Forest,Water,Non_Wetland,Grassland,NULL,Forest
1892,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1893,Forest,Forest,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
1894,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1895,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1896,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1897,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1898,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Water
1899,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Forest
1900,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1901,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Grassland
1902,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Water
1903,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Forest
1904,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1905,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1906,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1907,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
1908,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1909,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1910,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1911,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1912,Forest,Forest,Forest,Water,Non_Wetland,Forest,NULL,Water
1913,Forest,Forest,Forest,Water,Non_Wetland,Forest,NULL,Forest
1914,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1915,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1916,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
1917,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
