Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXD_M_R
6389,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
6390,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
6391,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6392,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
6393,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
6394,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
6395,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
6396,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
6397,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Bareland
6398,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
6399,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
6400,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
6401,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Cropland
6402,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Bareland
6403,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6404,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
6405,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Cropland
6406,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Built-up
6407,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
6408,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Built-up
6409,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Grassland
6410,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Grassland
6411,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6412,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
6413,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
6414,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6415,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6416,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6417,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6418,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
6419,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
6420,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6421,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6422,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
6423,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6424,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
6425,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6426,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6427,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6428,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6429,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6430,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
6431,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6432,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
6433,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6434,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6435,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
6436,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6437,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
6438,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6439,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
6440,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6441,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6442,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6443,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6444,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6445,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
6446,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6447,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
6448,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
6449,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6450,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
6451,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
6452,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6453,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
6454,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
6455,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6456,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
6457,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,NULL
6458,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
6459,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
6460,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6461,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6462,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6463,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6464,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6465,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6466,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
6467,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
6468,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6469,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6470,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6471,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6472,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6473,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
6474,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6475,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6476,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6477,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6478,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6479,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
6480,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
6481,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Cropland
6482,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6483,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6484,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
6485,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
6486,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
6487,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
6488,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Cropland
6489,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6490,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
6491,Cropland,NULL,Water,NULL,Water,NULL,Forest,Grassland
6492,Cropland,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
6493,Cropland,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
6494,Cropland,NULL,Water,NULL,Water,Shrubland,Bareland,Bareland
6495,Cropland,NULL,Water,NULL,Water,Shrubland,Water,Water
6496,Cropland,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
6497,Cropland,NULL,Water,NULL,Water,Grassland,Shrubland,Cropland
6498,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
6499,Cropland,NULL,Water,NULL,Water,Grassland,Water,Water
6500,Cropland,NULL,Water,NULL,Water,Cropland,NULL,NULL
6501,Cropland,NULL,Water,NULL,Water,Cropland,NULL,Cropland
6502,Cropland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
6503,Cropland,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
6504,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
6505,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Water
6506,Cropland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
6507,Cropland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
6508,Cropland,NULL,Water,NULL,Water,Bareland,Water,Grassland
6509,Cropland,NULL,Water,NULL,Water,Bareland,Water,Built-up
6510,Cropland,NULL,Water,NULL,Water,Bareland,Water,Water
6511,Cropland,NULL,Water,NULL,Water,Bareland,Forest,Forest
6512,Cropland,NULL,Water,NULL,Water,Water,Shrubland,Grassland
6513,Cropland,NULL,Water,NULL,Water,Forest,NULL,Forest
6514,Cropland,NULL,Water,NULL,Water,Forest,Forest,Grassland
6515,Cropland,NULL,Water,NULL,Water,Forest,Forest,Forest
6516,Cropland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
6517,Cropland,NULL,Water,Non_Water,Water,Bareland,NULL,Grassland
6518,Cropland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
6519,Cropland,NULL,Water,Non_Water,Water,Water,Bareland,Grassland
6520,Cropland,NULL,Water,Non_Water,Water,Water,Bareland,Bareland
6521,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6522,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6523,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6524,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6525,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6526,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6527,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
6528,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6529,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6530,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6531,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6532,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6533,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6534,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6535,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6536,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6537,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6538,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6539,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6540,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6541,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6542,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6543,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6544,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
6545,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6546,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6547,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6548,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6549,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6550,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6551,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6552,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6553,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6554,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6555,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6556,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6557,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6558,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6559,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6560,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6561,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6562,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6563,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6564,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6565,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6566,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6567,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6568,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6569,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6570,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6571,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6572,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
6573,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6574,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
6575,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6576,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6577,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6578,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6579,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6580,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6581,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6582,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6583,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6584,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6585,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6586,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6587,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6588,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6589,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
6590,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6591,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6592,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6593,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
6594,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6595,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6596,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
6597,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
6598,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6599,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
6600,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6601,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6602,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
6603,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6604,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6605,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6606,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6607,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
6608,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6609,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6610,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6611,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
6612,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6613,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6614,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6615,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6616,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6617,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
6618,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6619,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
6620,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6621,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
6622,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6623,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6624,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6625,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
6626,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6627,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6628,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6629,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6630,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6631,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6632,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6633,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6634,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6635,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
6636,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
6637,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6638,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6639,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6640,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6641,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6642,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
6643,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
6644,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6645,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6646,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6647,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6648,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6649,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6650,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6651,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6652,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6653,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6654,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6655,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6656,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6657,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6658,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6659,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
6660,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6661,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
6662,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6663,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6664,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
6665,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6666,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6667,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6668,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
6669,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6670,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6671,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6672,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
6673,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
6674,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
6675,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
6676,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
6677,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6678,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6679,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
6680,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6681,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
6682,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6683,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6684,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6685,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6686,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6687,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
6688,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6689,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6690,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6691,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6692,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6693,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6694,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6695,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6696,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6697,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6698,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
6699,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6700,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6701,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
6702,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6703,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6704,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6705,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6706,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
6707,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
