Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHF_M_R
13844,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
13845,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13846,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
13847,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
13848,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
13849,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
13850,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
13851,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
13852,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
13853,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13854,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
13855,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
13856,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
13857,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
13858,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
13859,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
13860,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13861,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
13862,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
13863,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
13864,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
13865,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
13866,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
13867,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
13868,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
13869,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
13870,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
13871,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
13872,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
13873,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
13874,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
13875,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
13876,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13877,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
13878,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
13879,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
13880,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
13881,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
13882,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
13883,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
13884,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
13885,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
13886,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
13887,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
13888,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
13889,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
13890,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
13891,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
13892,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
13893,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
13894,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
13895,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
13896,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
13897,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
13898,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,NULL
13899,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
13900,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
13901,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
13902,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
13903,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
13904,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
13905,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13906,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
13907,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
13908,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
13909,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
13910,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
13911,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
13912,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
13913,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
13914,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
13915,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
13916,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13917,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
13918,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13919,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
13920,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
13921,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
13922,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13923,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
13924,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Water
13925,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13926,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13927,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
13928,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
13929,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Water
13930,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13931,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13932,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
13933,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
13934,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
13935,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13936,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
13937,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
13938,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
13939,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
13940,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13941,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
13942,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
13943,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
13944,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Water
13945,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
13946,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
13947,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
13948,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
13949,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
13950,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
13951,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
13952,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
13953,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
13954,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
13955,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
13956,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
13957,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
13958,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
13959,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
13960,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
13961,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
13962,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
13963,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
13964,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
13965,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
13966,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
13967,Water,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Water
13968,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
13969,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
13970,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
13971,Water,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,NULL
13972,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
13973,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
13974,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
13975,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
13976,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
13977,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
13978,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
13979,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
13980,Water,NULL,Forest,Water,Non_Wetland,Water,Forest,Grassland
13981,Water,NULL,Forest,Water,Non_Wetland,Water,Forest,Water
13982,Water,NULL,Forest,Water,Non_Wetland,Forest,Water,Water
13983,Water,NULL,Forest,Water,Non_Wetland,Forest,Forest,Water
13984,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13985,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
13986,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
13987,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13988,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13989,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
13990,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
13991,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
13992,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
13993,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
13994,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
13995,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
13996,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13997,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13998,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13999,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
14000,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
14001,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Water
14002,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
14003,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14004,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14005,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
14006,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
14007,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
14008,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
14009,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
14010,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Water
14011,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
14012,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14013,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
14014,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
14015,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
14016,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14017,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
14018,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
14019,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
14020,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Water
14021,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
14022,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
14023,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Bareland
14024,Water,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Forest
14025,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14026,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Grassland
14027,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Forest
14028,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
14029,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
14030,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
14031,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
14032,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14033,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14034,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Water
14035,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
14036,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14037,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
14038,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Built-up
14039,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
14040,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
14041,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Water
14042,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
14043,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14044,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
14045,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
14046,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14047,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
14048,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14049,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
14050,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14051,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
14052,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
14053,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
14054,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
14055,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
14056,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
14057,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
14058,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
14059,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14060,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
14061,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
14062,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
14063,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14064,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14065,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
14066,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14067,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14068,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
14069,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
14070,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
14071,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
14072,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
14073,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14074,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14075,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
14076,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14077,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
14078,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
14079,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
14080,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
14081,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
14082,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
14083,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Water
14084,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
14085,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
14086,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
14087,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
14088,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14089,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
14090,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
14091,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14092,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
14093,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
14094,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
14095,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14096,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
14097,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14098,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14099,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
14100,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
14101,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
14102,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
14103,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
14104,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
14105,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
14106,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
14107,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
14108,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
14109,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
14110,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
14111,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
14112,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
14113,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
14114,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14115,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
14116,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
14117,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14118,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
14119,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14120,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14121,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
14122,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14123,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14124,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14125,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
14126,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14127,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
14128,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14129,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
14130,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
14131,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
14132,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
14133,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
14134,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
14135,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
14136,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14137,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
14138,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
14139,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
14140,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
14141,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
14142,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14143,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
14144,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
14145,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
14146,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
14147,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Forest
14148,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
14149,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14150,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
14151,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
14152,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
14153,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
14154,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
14155,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14156,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
14157,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
14158,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14159,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
14160,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
