Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LXR_M_R
1757,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1758,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1759,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
1760,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1761,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1762,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1763,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1764,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1765,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1766,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1767,Forest,Forest,Water,Water,Water,Bareland,Forest,Grassland
1768,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1769,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1770,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1771,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1772,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1773,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1774,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1775,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1776,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1777,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1778,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1779,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1780,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1781,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1782,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1783,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1784,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1785,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1786,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1787,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
1788,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1789,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1790,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1791,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1792,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1793,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
1794,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1795,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1796,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1797,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1798,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1799,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1800,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1801,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1802,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1803,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1804,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1805,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1806,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1807,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1808,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1809,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1810,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1811,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
1812,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1813,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1814,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1815,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1816,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1817,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1818,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1819,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1820,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1821,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1822,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1823,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1824,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1825,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
1826,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Bareland
1827,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1828,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1829,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1830,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1831,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1832,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1833,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1834,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1835,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1836,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1837,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1838,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1839,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1840,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1841,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1842,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1843,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1844,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1845,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1846,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1847,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1848,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1849,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1850,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1851,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1852,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1853,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1854,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1855,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1856,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1857,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1858,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1859,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1860,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1861,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
1862,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1863,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1864,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1865,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1866,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1867,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1868,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1869,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1870,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1871,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1872,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1873,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1874,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1875,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1876,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Forest
1877,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
1878,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1879,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1880,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
