Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKG_M_R
3028,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
3029,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
3030,Water,Built-up,Water,Water,Water,NULL,NULL,Water
3031,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3032,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3033,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3034,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
3035,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3036,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3037,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3038,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3039,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
3040,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
3041,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3042,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3043,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3044,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3045,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3046,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
3047,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3048,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3049,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3050,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3051,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3052,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
3053,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3054,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3055,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3056,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3057,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3058,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3059,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
3060,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
3061,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3062,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3063,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3064,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3065,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3066,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3067,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3068,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3069,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3070,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3071,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3072,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3073,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
3074,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3075,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3076,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
3077,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3078,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3079,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3080,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3081,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
3082,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3083,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3084,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3085,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3086,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3087,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3088,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3089,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3090,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
3091,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3092,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3093,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3094,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3095,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3096,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3097,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
3098,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
3099,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3100,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
3101,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3102,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3103,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3104,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3105,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3106,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3107,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3108,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3109,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3110,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3111,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3112,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3113,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3114,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3115,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3116,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
3117,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3118,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
3119,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3120,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
3121,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
3122,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
3123,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3124,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3125,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3126,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3127,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3128,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3129,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3130,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3131,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3132,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
3133,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
3134,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
3135,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
3136,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
3137,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
3138,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
3139,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
3140,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
3141,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
3142,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
3143,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
3144,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
3145,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
3146,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
3147,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
3148,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
3149,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3150,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3151,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
3152,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3153,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3154,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3155,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
3156,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3157,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3158,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3159,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3160,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3161,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3162,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
3163,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
3164,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3165,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
3166,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3167,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3168,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3169,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
3170,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3171,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3172,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3173,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3174,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
3175,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3176,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
3177,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3178,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3179,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3180,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3181,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
3182,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3183,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
3184,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
3185,Water,Water,Water,NULL,Water,NULL,NULL,NULL
3186,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
3187,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
3188,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
3189,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
3190,Water,Water,Water,NULL,Water,NULL,NULL,Water
3191,Water,Water,Water,NULL,Water,NULL,NULL,Forest
3192,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
3193,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
3194,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
3195,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
3196,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
3197,Water,Water,Water,Non_Water,Water,NULL,NULL,Built-up
3198,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
3199,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
3200,Water,Water,Water,Water,Water,NULL,NULL,NULL
3201,Water,Water,Water,Water,Water,NULL,NULL,Grassland
3202,Water,Water,Water,Water,Water,NULL,NULL,Cropland
3203,Water,Water,Water,Water,Water,NULL,NULL,Wetland
3204,Water,Water,Water,Water,Water,NULL,NULL,Bareland
3205,Water,Water,Water,Water,Water,NULL,NULL,Water
3206,Water,Water,Water,Water,Water,NULL,NULL,Forest
3207,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3208,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3209,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3210,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3211,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3212,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3213,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3214,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3215,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3216,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3217,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3218,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3219,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3220,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3221,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3222,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3223,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3224,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3225,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3226,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Built-up
3227,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3228,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3229,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3230,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3231,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3232,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3233,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
3234,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3235,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3236,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3237,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3238,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3239,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3240,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3241,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3242,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
3243,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
3244,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3245,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3246,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3247,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3248,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3249,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3250,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3251,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3252,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3253,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3254,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3255,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3256,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3257,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3258,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3259,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3260,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3261,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
3262,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3263,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3264,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
3265,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3266,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3267,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3268,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3269,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3270,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3271,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3272,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3273,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
3274,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
3275,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3276,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
3277,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
3278,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
3279,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3280,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3281,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3282,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3283,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
3284,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3285,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
3286,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
3287,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
3288,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
3289,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
3290,Water,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
3291,Water,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
3292,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3293,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3294,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3295,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3296,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3297,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3298,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3299,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3300,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3301,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3302,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3303,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
3304,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3305,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3306,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3307,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3308,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3309,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3310,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3311,Water,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3312,Water,Forest,Water,NULL,Water,NULL,NULL,NULL
3313,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
3314,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
3315,Water,Forest,Water,NULL,Water,NULL,NULL,Water
3316,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
3317,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
3318,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
3319,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
3320,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
3321,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
3322,Water,Forest,Water,Water,Water,NULL,NULL,Water
3323,Water,Forest,Water,Water,Water,NULL,NULL,Forest
3324,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3325,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3326,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3327,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3328,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
3329,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3330,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3331,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3332,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3333,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3334,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3335,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3336,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3337,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3338,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3339,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
3340,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
3341,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3342,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3343,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3344,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3345,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3346,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3347,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3348,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3349,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3350,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3351,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3352,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3353,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3354,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
3355,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
3356,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3357,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3358,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3359,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3360,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3361,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3362,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3363,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3364,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3365,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3366,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3367,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3368,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3369,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3370,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3371,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3372,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3373,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3374,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3375,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
